Tech_num,Tech_name,Cost,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
28,Zinc_Cand,Power,135.5903874,136.0217799,136.4944151,137.0132784,137.5841929,138.2140022,137.2754514,136.3299011,135.3770787,134.4166972,133.4484541,132.4720308,131.4870911,130.4932803,129.4902234,128.4775243,127.4547638,126.421498,125.3772565,124.3215404,123.2538203,122.1735335,121.0800816,119.9728276,118.8510927,117.7141531
29,Hydrogen_Cand,Power,3004.146458,3013.704409,3024.176133,3035.672093,3048.321299,3062.275381,3041.480808,3020.531156,2999.420382,2978.142127,2956.689691,2935.056015,2913.233649,2891.214733,2868.990963,2846.553558,2823.893231,2801.000149,2777.863889,2754.4734,2730.816947,2706.882066,2682.655498,2658.12313,2633.269925,2608.079841
31,Iron_Air_Cand,Power,1709.899589,1715.339782,1721.300076,1727.843344,1735.043017,1742.9854,1731.149548,1719.225428,1707.209602,1695.098448,1682.888154,1670.574702,1658.153851,1645.621128,1632.971806,1620.200888,1607.303087,1594.272806,1581.104113,1567.790718,1554.325943,1540.702691,1526.913417,1512.950088,1498.804144,1484.466457
17,ES_4hr_Cand,Energy,333.7585518,319.9835056,306.1819713,292.3507471,278.4860932,264.5836142,259.765272,254.9514251,250.1422488,245.3379273,240.5386548,235.7446361,230.956087,226.1732354,221.396322,216.6256013,211.8613426,207.1038309,202.3533682,197.6102751,192.8748915,188.1475789,183.4287215,178.7187285,174.0180358,169.3271083
18,ES_6hr_Cand,Energy,333.7585518,319.9835056,306.1819713,292.3507471,278.4860932,264.5836142,259.765272,254.9514251,250.1422488,245.3379273,240.5386548,235.7446361,230.956087,226.1732354,221.396322,216.6256013,211.8613426,207.1038309,202.3533682,197.6102751,192.8748915,188.1475789,183.4287215,178.7187285,174.0180358,169.3271083
19,ES_8hr_Cand,Energy,333.7585518,319.9835056,306.1819713,292.3507471,278.4860932,264.5836142,259.765272,254.9514251,250.1422488,245.3379273,240.5386548,235.7446361,230.956087,226.1732354,221.396322,216.6256013,211.8613426,207.1038309,202.3533682,197.6102751,192.8748915,188.1475789,183.4287215,178.7187285,174.0180358,169.3271083
20,ES_10hr_Cand,Energy,333.7585518,319.9835056,306.1819713,292.3507471,278.4860932,264.5836142,259.765272,254.9514251,250.1422488,245.3379273,240.5386548,235.7446361,230.956087,226.1732354,221.396322,216.6256013,211.8613426,207.1038309,202.3533682,197.6102751,192.8748915,188.1475789,183.4287215,178.7187285,174.0180358,169.3271083
21,ES_100hr_Cand,Energy,333.7585518,319.9835056,306.1819713,292.3507471,278.4860932,264.5836142,259.765272,254.9514251,250.1422488,245.3379273,240.5386548,235.7446361,230.956087,226.1732354,221.396322,216.6256013,211.8613426,207.1038309,202.3533682,197.6102751,192.8748915,188.1475789,183.4287215,178.7187285,174.0180358,169.3271083
22,Li_Ion_Cand,Energy,368.7785164,353.558109,338.3084344,323.0259545,307.7065373,292.3453262,287.0214144,281.7024696,276.3886854,271.0802655,265.7774244,260.4803882,255.1893956,249.9046983,244.6265623,239.3552687,234.0911152,228.8344166,223.5855067,218.3447395,213.1124909,207.88916,202.6751716,197.4709777,192.2770599,187.0939319
23,Flow_Cand,Energy,396.3186361,379.9615795,363.5730699,347.1493052,330.6858447,314.1774691,308.4559713,302.7398115,297.0291977,291.3243487,285.6254951,279.9328801,274.2467598,268.5674051,262.8951016,257.2301516,251.5728747,245.9236096,240.2827148,234.6505708,229.0275815,223.414176,217.8108106,212.2179712,206.6361752,201.0659749
24,Grav_Cand,Energy,382.8364521,367.0358387,351.2048424,335.3397903,319.4363928,303.4896082,297.9627474,292.4410431,286.924696,281.4139177,275.9089309,270.4099703,264.9172836,259.4311322,253.9517923,248.4795556,243.0147311,237.5576457,232.108646,226.6680994,221.236396,215.8139504,210.4012034,204.9986242,199.6067128,194.2260027
25,PSH_Cand,Energy,75.32750523,72.21855158,69.10361973,65.98198701,62.85280939,59.71509486,58.627621,57.54116173,56.45575656,55.37144711,54.2882772,53.20629303,52.12554332,51.04607951,49.96795592,48.89122999,47.81596248,46.74221774,45.67006394,44.5995734,43.53082286,42.4638939,41.39887324,40.33585322,39.27493222,38.21621518
26,Therm_Cand,Energy,127.8840334,122.605941,117.3176994,112.0180816,106.7056549,101.3787349,99.53252294,97.68803342,95.84533346,94.00449371,92.16558857,90.32869646,88.49390011,86.66128682,84.83094885,83.0029837,81.17749453,79.35459056,77.53438754,75.71700823,73.90258296,72.09125018,70.28315715,68.47846061,66.6773276,64.87993627
27,CAES_Cand,Energy,6.467610003,6.200675639,5.933227987,5.665204999,5.396534207,5.127130437,5.033760071,4.940476816,4.847284067,4.754185395,4.661184565,4.568285542,4.475492509,4.382809884,4.29024233,4.197794779,4.105472448,4.013280861,3.921225872,3.82931369,3.737550905,3.64594452,3.554501982,3.463231219,3.372140677,3.281239367
28,Zinc_Cand,Energy,429.6210701,411.8895391,394.1239122,376.3200677,358.4731918,340.5776267,334.3753546,328.1788691,321.9883955,315.8041713,309.6264462,303.4554839,297.2915621,291.1349743,284.9860304,278.8450578,272.7124031,266.5884333,260.4735373,254.3681274,248.2726415,242.1875447,236.1133316,230.0505289,223.9996978,217.9614367
29,Hydrogen_Cand,Energy,5.584790834,5.354292614,5.12335117,4.891912922,4.659915295,4.42728474,4.34665929,4.266109061,4.185636983,4.105246143,4.024939788,3.944721343,3.864594422,3.784562837,3.704630617,3.62480202,3.54508155,3.465473978,3.385984359,3.306618053,3.227380752,3.148278503,3.069317736,2.990505296,2.911848478,2.833355062
31,Iron_Air_Cand,Energy,127.8840334,122.605941,117.3176994,112.0180816,106.7056549,101.3787349,99.53252294,97.68803342,95.84533346,94.00449371,92.16558857,90.32869646,88.49390011,86.66128682,84.83094885,83.0029837,81.17749453,79.35459056,77.53438754,75.71700823,73.90258296,72.09125018,70.28315715,68.47846061,66.6773276,64.87993627
