Gen_num,Gen_name,Tech,Tech_Num,RTE,Charge_Eff,Discharge_Eff,Duration,Min_Duration,Max_Duration
322,306_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
323,307_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
324,308_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
325,309_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
326,310_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
327,311_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
328,312_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
329,313_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
330,314_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
331,315_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
332,316_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
333,317_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
334,318_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
335,319_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
336,320_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
337,321_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
338,322_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
339,323_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
340,325_Li_Ion_Cand,Li_Ion_Cand,22,0.85,1,1,0,2,10
341,102_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
342,103_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
343,104_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
344,105_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
345,106_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
346,107_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
347,108_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
348,109_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
349,110_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
350,111_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
351,112_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
352,113_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
353,114_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
354,115_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
355,116_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
356,117_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
357,118_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
358,119_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
359,120_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
360,121_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
361,122_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
362,123_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
363,124_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
364,201_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
365,202_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
366,203_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
367,204_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
368,205_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
369,206_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
370,207_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
371,208_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
372,209_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
373,210_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
374,211_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
375,212_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
376,213_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
377,214_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
378,215_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
379,216_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
380,217_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
381,218_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
382,219_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
383,220_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
384,221_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
385,222_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
386,223_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
387,224_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
388,301_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
389,302_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
390,303_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
391,304_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
392,305_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
393,306_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
394,307_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
395,308_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
396,309_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
397,310_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
398,311_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
399,312_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
400,313_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
401,314_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
402,315_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
403,316_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
404,317_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
405,318_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
406,319_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
407,320_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
408,321_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
409,322_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
410,323_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
411,325_Flow_Cand,Flow_Cand,23,0.65,1,1,0,2,100
412,102_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
413,103_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
414,104_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
415,105_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
416,106_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
417,107_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
418,108_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
419,109_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
420,110_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
421,111_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
422,113_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
423,112_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
424,114_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
425,115_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
426,116_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
427,117_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
428,118_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
429,119_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
430,120_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
431,121_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
432,122_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
433,123_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
434,124_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
435,201_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
436,202_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
437,203_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
438,204_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
439,205_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
440,206_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
441,207_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
442,208_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
443,209_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
444,210_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
445,211_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
446,212_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
447,213_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
448,214_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
449,215_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
450,216_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
451,217_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
452,218_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
453,219_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
454,220_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
455,221_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
456,222_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
457,223_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
458,224_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
459,301_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
460,302_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
461,303_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
462,304_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
463,305_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
464,306_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
465,307_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
466,308_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
467,309_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
468,310_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
469,311_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
470,312_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
471,313_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
472,314_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
473,315_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
474,316_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
475,317_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
476,318_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
477,319_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
478,320_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
479,321_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
480,322_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
481,323_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
482,325_Therm_Cand,Therm_Cand,26,0.52,1,1,0,4,100
