Gen_num,Gen_name,Bus_num,Bus,Tech,Tech_Num,LAT,LON
117,322_Hydro_3,322,Cole,Hydro,11,36.4389584791,-117.485271734
118,322_Hydro_4,322,Cole,Hydro,11,36.4389584791,-117.485271734
119,323_Gas_CC_1,323,Comte,Gas_CC,4,34.2530033694,-117.113221062
120,323_Gas_CC_2,323,Comte,Gas_CC,4,34.2530033694,-117.113221062
121,324_PV_1,324,Curie,Solar,8,35.2065818224,-118.034816846
122,324_PV_2,324,Curie,Solar,8,35.2065818224,-118.034816846
123,324_PV_2,324,Curie,Solar,8,35.2065818224,-118.034816846
124,101_Solar_Cand,101,Abel,Solar_Cand,16,33.3961032628,-113.835641977
125,102_Solar_Cand,102,Adams,Solar_Cand,16,33.3576784424,-113.825933492
126,103_Solar_Cand,103,Adler,Solar_Cand,16,33.5368328224,-114.670399127
127,104_Solar_Cand,104,Agricola,Solar_Cand,16,33.8123035235,-113.825419052
128,105_Solar_Cand,105,Aiken,Solar_Cand,16,33.6595598392,-113.999023095
129,106_Solar_Cand,106,Alber,Solar_Cand,16,33.7380364461,-114.181924176
130,107_Solar_Cand,107,Alder,Solar_Cand,16,34.6972619565,-113.701308807
131,108_Solar_Cand,108,Alger,Solar_Cand,16,34.4592107958,-113.761643582
132,109_Solar_Cand,109,Ali,Solar_Cand,16,33.9204362729,-114.308280962
133,110_Solar_Cand,110,Allen,Solar_Cand,16,33.91279307,-114.292964553
134,111_Solar_Cand,111,Anna,Solar_Cand,16,33.9043860736,-114.301117722
135,112_Solar_Cand,112,Archer,Solar_Cand,16,33.9108660143,-114.313402427
136,113_Solar_Cand,113,Arne,Solar_Cand,16,34.3542803354,-114.274656952
137,114_Solar_Cand,114,Arnold,Solar_Cand,16,33.7770860921,-114.819911267
138,115_Solar_Cand,115,Arthur,Solar_Cand,16,33.5061837182,-115.329508431
139,116_Solar_Cand,116,Asser,Solar_Cand,16,33.661031241,-115.321058013
140,117_Solar_Cand,117,Aston,Solar_Cand,16,33.5752325484,-115.640808726
141,118_Solar_Cand,118,Astor,Solar_Cand,16,33.5445308225,-115.799955998
142,119_Solar_Cand,119,Attar,Solar_Cand,16,33.8690789137,-115.369130552
143,120_Solar_Cand,120,Attila,Solar_Cand,16,34.2445785929,-115.262469926
144,121_Solar_Cand,121,Attlee,Solar_Cand,16,33.5271214704,-116.070777995
145,122_Solar_Cand,122,Aubrey,Solar_Cand,16,32.8188640659,-116.324347339
146,123_Solar_Cand,123,Austen,Solar_Cand,16,34.382000271,-115.068788423
147,124_Solar_Cand,124,Avery,Solar_Cand,16,33.5429650607,-114.656488278
148,201_Solar_Cand,201,Bach,Solar_Cand,16,36.2556635986,-113.721495941
149,202_Solar_Cand,202,Bacon,Solar_Cand,16,36.2899625624,-113.745998474
150,203_Solar_Cand,203,Baffin,Solar_Cand,16,35.3544022625,-113.975933629
151,204_Solar_Cand,204,Bailey,Solar_Cand,16,36.1902923135,-114.221868153
152,205_Solar_Cand,205,Bain,Solar_Cand,16,36.0792295088,-113.983041183
153,206_Solar_Cand,206,Bajer,Solar_Cand,16,35.787397173,-113.890346787
154,207_Solar_Cand,207,Baker,Solar_Cand,16,36.0524666349,-113.082849386
155,208_Solar_Cand,208,Balch,Solar_Cand,16,35.9338142079,-113.317701119
156,209_Solar_Cand,209,Balzac,Solar_Cand,16,35.8051073259,-114.150832502
157,210_Solar_Cand,210,Banks,Solar_Cand,16,35.7878234078,-114.162881451
158,211_Solar_Cand,211,Bardeen,Solar_Cand,16,35.8014848281,-114.167551621
159,212_Solar_Cand,212,Barkla,Solar_Cand,16,35.7914453835,-114.146165073
160,213_Solar_Cand,213,Barlow,Solar_Cand,16,36.1460954035,-114.622896434
161,214_Solar_Cand,214,Barry,Solar_Cand,16,35.5676111304,-114.492568426
162,215_Solar_Cand,215,Barton,Solar_Cand,16,35.148590889,-114.575774314
163,216_Solar_Cand,216,Basov,Solar_Cand,16,35.261489569,-114.730762649
164,217_Solar_Cand,217,Bates,Solar_Cand,16,35.0877489009,-114.921163573
165,218_Solar_Cand,218,Bayle,Solar_Cand,16,35.1149069391,-115.077882263
166,219_Solar_Cand,219,Bede,Solar_Cand,16,35.4192172019,-114.979181721
167,220_Solar_Cand,220,Beethoven,Solar_Cand,16,35.6466955481,-115.446586888
168,221_Solar_Cand,221,Behring,Solar_Cand,16,35.3163216007,-115.197942427
169,222_Solar_Cand,222,Bell,Solar_Cand,16,36.3309810416,-115.2902095
170,223_Solar_Cand,223,Bloch,Solar_Cand,16,35.824349648,-115.536445586
171,224_Solar_Cand,224,Bordet,Solar_Cand,16,35.356437515,-113.960252513
172,301_Solar_Cand,301,Cabell,Solar_Cand,16,35.0475821979,-118.821765372
173,302_Solar_Cand,302,Cabot,Solar_Cand,16,35.0299368836,-118.86485954
174,303_Solar_Cand,303,Caesar,Solar_Cand,16,35.2175425288,-118.043549932
175,304_Solar_Cand,304,Caine,Solar_Cand,16,34.6320914545,-118.563585314
176,305_Solar_Cand,305,Calvin,Solar_Cand,16,34.8738848798,-118.510487334
177,306_Solar_Cand,306,Camus,Solar_Cand,16,34.8871676415,-118.276199699
178,307_Solar_Cand,307,Carew,Solar_Cand,16,34.1012656245,-118.878177963
179,308_Solar_Cand,308,Carrel,Solar_Cand,16,34.2247178422,-118.654257924
180,309_Solar_Cand,309,Carter,Solar_Cand,16,34.7357579346,-118.127342032
181,310_Solar_Cand,310,Caruso,Solar_Cand,16,34.7293159072,-118.104524763
182,311_Solar_Cand,311,Cary,Solar_Cand,16,34.7420938654,-118.111933172
183,312_Solar_Cand,312,Caxton,Solar_Cand,16,34.7229630722,-118.119887368
184,313_Solar_Cand,313,Cecil,Solar_Cand,16,34.2652681351,-118.018855064
185,314_Solar_Cand,314,Chain,Solar_Cand,16,34.9449642304,-117.684879151
186,315_Solar_Cand,315,Chase,Solar_Cand,16,35.2659701248,-117.386433534
187,316_Solar_Cand,316,Chifa,Solar_Cand,16,35.138367105,-117.25158864
188,317_Solar_Cand,317,Chuhsi,Solar_Cand,16,35.3784334079,-117.055829458
189,318_Solar_Cand,318,Clark,Solar_Cand,16,35.5058132288,-116.976571399
190,319_Solar_Cand,319,Clay,Solar_Cand,16,34.9176311996,-117.124419518
191,320_Solar_Cand,320,Clive,Solar_Cand,16,34.4624656255,-117.063508273
192,321_Solar_Cand,321,Cobb,Solar_Cand,16,35.7453443807,-117.115362793
193,322_Solar_Cand,322,Cole,Solar_Cand,16,36.4389584791,-117.485271734
194,323_Solar_Cand,323,Comte,Solar_Cand,16,34.2530033694,-117.113221062
195,324_Solar_Cand,324,Curie,Solar_Cand,16,35.2065818224,-118.034816846
196,325_Solar_Cand,325,Curtiss,Solar_Cand,16,34.2518913135,-117.128977233
197,101_Wind_Cand,101,Abel,Wind_Cand,15,33.3961032628,-113.835641977
198,102_Wind_Cand,102,Adams,Wind_Cand,15,33.3576784424,-113.825933492
199,103_Wind_Cand,103,Adler,Wind_Cand,15,33.5368328224,-114.670399127
200,104_Wind_Cand,104,Agricola,Wind_Cand,15,33.8123035235,-113.825419052
201,105_Wind_Cand,105,Aiken,Wind_Cand,15,33.6595598392,-113.999023095
202,106_Wind_Cand,106,Alber,Wind_Cand,15,33.7380364461,-114.181924176
203,107_Wind_Cand,107,Alder,Wind_Cand,15,34.6972619565,-113.701308807
204,108_Wind_Cand,108,Alger,Wind_Cand,15,34.4592107958,-113.761643582
205,109_Wind_Cand,109,Ali,Wind_Cand,15,33.9204362729,-114.308280962
206,110_Wind_Cand,110,Allen,Wind_Cand,15,33.91279307,-114.292964553
207,111_Wind_Cand,111,Anna,Wind_Cand,15,33.9043860736,-114.301117722
208,112_Wind_Cand,112,Archer,Wind_Cand,15,33.9108660143,-114.313402427
209,113_Wind_Cand,113,Arne,Wind_Cand,15,34.3542803354,-114.274656952
210,114_Wind_Cand,114,Arnold,Wind_Cand,15,33.7770860921,-114.819911267
211,115_Wind_Cand,115,Arthur,Wind_Cand,15,33.5061837182,-115.329508431
212,116_Wind_Cand,116,Asser,Wind_Cand,15,33.661031241,-115.321058013
213,117_Wind_Cand,117,Aston,Wind_Cand,15,33.5752325484,-115.640808726
214,118_Wind_Cand,118,Astor,Wind_Cand,15,33.5445308225,-115.799955998
215,119_Wind_Cand,119,Attar,Wind_Cand,15,33.8690789137,-115.369130552
216,120_Wind_Cand,120,Attila,Wind_Cand,15,34.2445785929,-115.262469926
217,121_Wind_Cand,121,Attlee,Wind_Cand,15,33.5271214704,-116.070777995
218,122_Wind_Cand,122,Aubrey,Wind_Cand,15,32.8188640659,-116.324347339
219,123_Wind_Cand,123,Austen,Wind_Cand,15,34.382000271,-115.068788423
220,124_Wind_Cand,124,Avery,Wind_Cand,15,33.5429650607,-114.656488278
221,201_Wind_Cand,201,Bach,Wind_Cand,15,36.2556635986,-113.721495941
222,202_Wind_Cand,202,Bacon,Wind_Cand,15,36.2899625624,-113.745998474
223,203_Wind_Cand,203,Baffin,Wind_Cand,15,35.3544022625,-113.975933629
224,204_Wind_Cand,204,Bailey,Wind_Cand,15,36.1902923135,-114.221868153
225,205_Wind_Cand,205,Bain,Wind_Cand,15,36.0792295088,-113.983041183
226,206_Wind_Cand,206,Bajer,Wind_Cand,15,35.787397173,-113.890346787
227,207_Wind_Cand,207,Baker,Wind_Cand,15,36.0524666349,-113.082849386
228,208_Wind_Cand,208,Balch,Wind_Cand,15,35.9338142079,-113.317701119
229,209_Wind_Cand,209,Balzac,Wind_Cand,15,35.8051073259,-114.150832502
230,210_Wind_Cand,210,Banks,Wind_Cand,15,35.7878234078,-114.162881451
231,211_Wind_Cand,211,Bardeen,Wind_Cand,15,35.8014848281,-114.167551621
232,212_Wind_Cand,212,Barkla,Wind_Cand,15,35.7914453835,-114.146165073
233,213_Wind_Cand,213,Barlow,Wind_Cand,15,36.1460954035,-114.622896434
234,214_Wind_Cand,214,Barry,Wind_Cand,15,35.5676111304,-114.492568426
235,215_Wind_Cand,215,Barton,Wind_Cand,15,35.148590889,-114.575774314
236,216_Wind_Cand,216,Basov,Wind_Cand,15,35.261489569,-114.730762649
237,217_Wind_Cand,217,Bates,Wind_Cand,15,35.0877489009,-114.921163573
238,218_Wind_Cand,218,Bayle,Wind_Cand,15,35.1149069391,-115.077882263
239,219_Wind_Cand,219,Bede,Wind_Cand,15,35.4192172019,-114.979181721
240,220_Wind_Cand,220,Beethoven,Wind_Cand,15,35.6466955481,-115.446586888
241,221_Wind_Cand,221,Behring,Wind_Cand,15,35.3163216007,-115.197942427
242,222_Wind_Cand,222,Bell,Wind_Cand,15,36.3309810416,-115.2902095
243,223_Wind_Cand,223,Bloch,Wind_Cand,15,35.824349648,-115.536445586
244,224_Wind_Cand,224,Bordet,Wind_Cand,15,35.356437515,-113.960252513
245,301_Wind_Cand,301,Cabell,Wind_Cand,15,35.0475821979,-118.821765372
246,302_Wind_Cand,302,Cabot,Wind_Cand,15,35.0299368836,-118.86485954
247,303_Wind_Cand,303,Caesar,Wind_Cand,15,35.2175425288,-118.043549932
248,304_Wind_Cand,304,Caine,Wind_Cand,15,34.6320914545,-118.563585314
249,305_Wind_Cand,305,Calvin,Wind_Cand,15,34.8738848798,-118.510487334
250,306_Wind_Cand,306,Camus,Wind_Cand,15,34.8871676415,-118.276199699
251,307_Wind_Cand,307,Carew,Wind_Cand,15,34.1012656245,-118.878177963
252,308_Wind_Cand,308,Carrel,Wind_Cand,15,34.2247178422,-118.654257924
253,309_Wind_Cand,309,Carter,Wind_Cand,15,34.7357579346,-118.127342032
254,310_Wind_Cand,310,Caruso,Wind_Cand,15,34.7293159072,-118.104524763
255,311_Wind_Cand,311,Cary,Wind_Cand,15,34.7420938654,-118.111933172
256,312_Wind_Cand,312,Caxton,Wind_Cand,15,34.7229630722,-118.119887368
257,313_Wind_Cand,313,Cecil,Wind_Cand,15,34.2652681351,-118.018855064
258,314_Wind_Cand,314,Chain,Wind_Cand,15,34.9449642304,-117.684879151
259,315_Wind_Cand,315,Chase,Wind_Cand,15,35.2659701248,-117.386433534
260,316_Wind_Cand,316,Chifa,Wind_Cand,15,35.138367105,-117.25158864
261,317_Wind_Cand,317,Chuhsi,Wind_Cand,15,35.3784334079,-117.055829458
262,318_Wind_Cand,318,Clark,Wind_Cand,15,35.5058132288,-116.976571399
263,319_Wind_Cand,319,Clay,Wind_Cand,15,34.9176311996,-117.124419518
264,320_Wind_Cand,320,Clive,Wind_Cand,15,34.4624656255,-117.063508273
265,321_Wind_Cand,321,Cobb,Wind_Cand,15,35.7453443807,-117.115362793
266,322_Wind_Cand,322,Cole,Wind_Cand,15,36.4389584791,-117.485271734
267,323_Wind_Cand,323,Comte,Wind_Cand,15,34.2530033694,-117.113221062
268,324_Wind_Cand,324,Curie,Wind_Cand,15,35.2065818224,-118.034816846
269,325_Wind_Cand,325,Curtiss,Wind_Cand,15,34.2518913135,-117.128977233
270,102_Li_Ion_Cand,102,Adams,Li_Ion_Cand,22,33.3576784424,-113.825933492
271,103_Li_Ion_Cand,103,Adler,Li_Ion_Cand,22,33.5368328224,-114.670399127
272,104_Li_Ion_Cand,104,Agricola,Li_Ion_Cand,22,33.8123035235,-113.825419052
273,107_Li_Ion_Cand,107,Alder,Li_Ion_Cand,22,34.6972619565,-113.701308807
274,113_Li_Ion_Cand,113,Arne,Li_Ion_Cand,22,34.3542803354,-114.274656952
275,115_Li_Ion_Cand,115,Arthur,Li_Ion_Cand,22,33.5061837182,-115.329508431
276,116_Li_Ion_Cand,116,Asser,Li_Ion_Cand,22,33.661031241,-115.321058013
277,118_Li_Ion_Cand,118,Astor,Li_Ion_Cand,22,33.5445308225,-115.799955998
278,119_Li_Ion_Cand,119,Attar,Li_Ion_Cand,22,33.8690789137,-115.369130552
279,121_Li_Ion_Cand,121,Attlee,Li_Ion_Cand,22,33.5271214704,-116.070777995
280,122_Li_Ion_Cand,122,Aubrey,Li_Ion_Cand,22,32.8188640659,-116.324347339
281,123_Li_Ion_Cand,123,Austen,Li_Ion_Cand,22,34.382000271,-115.068788423
282,201_Li_Ion_Cand,201,Bach,Li_Ion_Cand,22,36.2556635986,-113.721495941
283,202_Li_Ion_Cand,202,Bacon,Li_Ion_Cand,22,36.2899625624,-113.745998474
284,207_Li_Ion_Cand,207,Baker,Li_Ion_Cand,22,36.0524666349,-113.082849386
285,212_Li_Ion_Cand,212,Barkla,Li_Ion_Cand,22,35.7914453835,-114.146165073
286,213_Li_Ion_Cand,213,Barlow,Li_Ion_Cand,22,36.1460954035,-114.622896434
287,215_Li_Ion_Cand,215,Barton,Li_Ion_Cand,22,35.148590889,-114.575774314
288,216_Li_Ion_Cand,216,Basov,Li_Ion_Cand,22,35.261489569,-114.730762649
289,218_Li_Ion_Cand,218,Bayle,Li_Ion_Cand,22,35.1149069391,-115.077882263
290,221_Li_Ion_Cand,221,Behring,Li_Ion_Cand,22,35.3163216007,-115.197942427
291,222_Li_Ion_Cand,222,Bell,Li_Ion_Cand,22,36.3309810416,-115.2902095
292,223_Li_Ion_Cand,223,Bloch,Li_Ion_Cand,22,35.824349648,-115.536445586
293,301_Li_Ion_Cand,301,Cabell,Li_Ion_Cand,22,35.0475821979,-118.821765372
294,302_Li_Ion_Cand,302,Cabot,Li_Ion_Cand,22,35.0299368836,-118.86485954
295,303_Li_Ion_Cand,303,Caesar,Li_Ion_Cand,22,35.2175425288,-118.043549932
296,307_Li_Ion_Cand,307,Carew,Li_Ion_Cand,22,34.1012656245,-118.878177963
297,308_Li_Ion_Cand,308,Carrel,Li_Ion_Cand,22,34.2247178422,-118.654257924
298,309_Li_Ion_Cand,309,Carter,Li_Ion_Cand,22,34.7357579346,-118.127342032
299,310_Li_Ion_Cand,310,Caruso,Li_Ion_Cand,22,34.7293159072,-118.104524763
300,312_Li_Ion_Cand,312,Caxton,Li_Ion_Cand,22,34.7229630722,-118.119887368
301,313_Li_Ion_Cand,313,Cecil,Li_Ion_Cand,22,34.2652681351,-118.018855064
302,314_Li_Ion_Cand,314,Chain,Li_Ion_Cand,22,34.9449642304,-117.684879151
303,315_Li_Ion_Cand,315,Chase,Li_Ion_Cand,22,35.2659701248,-117.386433534
304,316_Li_Ion_Cand,316,Chifa,Li_Ion_Cand,22,35.138367105,-117.25158864
305,317_Li_Ion_Cand,317,Chuhsi,Li_Ion_Cand,22,35.3784334079,-117.055829458
306,318_Li_Ion_Cand,318,Clark,Li_Ion_Cand,22,35.5058132288,-116.976571399
307,319_Li_Ion_Cand,319,Clay,Li_Ion_Cand,22,34.9176311996,-117.124419518
308,320_Li_Ion_Cand,320,Clive,Li_Ion_Cand,22,34.4624656255,-117.063508273
309,321_Li_Ion_Cand,321,Cobb,Li_Ion_Cand,22,35.7453443807,-117.115362793
310,322_Li_Ion_Cand,322,Cole,Li_Ion_Cand,22,36.4389584791,-117.485271734
311,323_Li_Ion_Cand,323,Comte,Li_Ion_Cand,22,34.2530033694,-117.113221062
312,102_Flow_Cand,102,Adams,Flow_Cand,23,33.3576784424,-113.825933492
313,103_Flow_Cand,103,Adler,Flow_Cand,23,33.5368328224,-114.670399127
314,104_Flow_Cand,104,Agricola,Flow_Cand,23,33.8123035235,-113.825419052
315,107_Flow_Cand,107,Alder,Flow_Cand,23,34.6972619565,-113.701308807
316,113_Flow_Cand,113,Arne,Flow_Cand,23,34.3542803354,-114.274656952
317,115_Flow_Cand,115,Arthur,Flow_Cand,23,33.5061837182,-115.329508431
318,116_Flow_Cand,116,Asser,Flow_Cand,23,33.661031241,-115.321058013
319,118_Flow_Cand,118,Astor,Flow_Cand,23,33.5445308225,-115.799955998
320,119_Flow_Cand,119,Attar,Flow_Cand,23,33.8690789137,-115.369130552
321,121_Flow_Cand,121,Attlee,Flow_Cand,23,33.5271214704,-116.070777995
322,122_Flow_Cand,122,Aubrey,Flow_Cand,23,32.8188640659,-116.324347339
323,123_Flow_Cand,123,Austen,Flow_Cand,23,34.382000271,-115.068788423
324,201_Flow_Cand,201,Bach,Flow_Cand,23,36.2556635986,-113.721495941
325,202_Flow_Cand,202,Bacon,Flow_Cand,23,36.2899625624,-113.745998474
326,207_Flow_Cand,207,Baker,Flow_Cand,23,36.0524666349,-113.082849386
327,212_Flow_Cand,212,Barkla,Flow_Cand,23,35.7914453835,-114.146165073
328,213_Flow_Cand,213,Barlow,Flow_Cand,23,36.1460954035,-114.622896434
329,215_Flow_Cand,215,Barton,Flow_Cand,23,35.148590889,-114.575774314
330,216_Flow_Cand,216,Basov,Flow_Cand,23,35.261489569,-114.730762649
331,218_Flow_Cand,218,Bayle,Flow_Cand,23,35.1149069391,-115.077882263
332,221_Flow_Cand,221,Behring,Flow_Cand,23,35.3163216007,-115.197942427
