datetime,year,day,36,84,87,108
2020-01-02 12:00:00,2020,2021-01-02 11:59:59.820,702.2,79.6,0.0,752.7
2020-01-02 13:00:00,2020,2021-01-02 12:59:59.815,699.2,82.8,0.0,715.3
2020-01-02 14:00:00,2020,2021-01-02 13:59:59.810,686.9,49.0,0.0,730.0
2020-01-02 15:00:00,2020,2021-01-02 14:59:59.805,695.4,98.9,0.0,731.5
2020-01-02 16:00:00,2020,2021-01-02 15:59:59.800,712.3,219.6,0.6,747.7
2020-01-02 17:00:00,2020,2021-01-02 16:59:59.795,712.4,89.0,1.4,754.9
2020-01-02 18:00:00,2020,2021-01-02 17:59:59.790,712.2,47.5,24.8,772.0
2020-01-02 19:00:00,2020,2021-01-02 18:59:59.785,711.2,0.0,25.3,779.9
2020-01-02 20:00:00,2020,2021-01-02 19:59:59.780,711.9,2.9,13.2,747.8
2020-01-02 21:00:00,2020,2021-01-02 20:59:59.775,696.7,175.2,10.0,749.2
2020-01-02 22:00:00,2020,2021-01-02 21:59:59.770,689.7,333.2,35.7,786.5
2020-01-02 23:00:00,2020,2021-01-02 22:59:59.765,666.6,343.0,51.7,789.9
2020-01-03 00:00:00,2020,2021-01-02 23:59:59.760,658.3,429.0,26.7,779.2
2020-01-03 01:00:00,2020,2021-01-03 00:59:59.755,688.5,563.7,82.8,788.5
2020-01-03 02:00:00,2020,2021-01-03 01:59:59.750,686.9,781.3,98.4,781.2
2020-01-03 03:00:00,2020,2021-01-03 02:59:59.745,675.8,802.1,132.4,761.7
2020-01-03 04:00:00,2020,2021-01-03 03:59:59.740,680.5,696.5,80.0,768.4
2020-01-03 05:00:00,2020,2021-01-03 04:59:59.735,677.8,658.7,108.9,754.6
2020-01-03 06:00:00,2020,2021-01-03 05:59:59.730,666.2,776.2,107.8,721.8
2020-01-03 07:00:00,2020,2021-01-03 06:59:59.725,694.4,790.7,106.7,671.1
2020-01-03 08:00:00,2020,2021-01-03 07:59:59.720,690.1,721.2,116.3,563.3
2020-01-03 09:00:00,2020,2021-01-03 08:59:59.715,690.3,639.7,83.0,551.0
2020-01-03 10:00:00,2020,2021-01-03 09:59:59.710,647.2,567.8,65.0,619.9
2020-01-03 11:00:00,2020,2021-01-03 10:59:59.705,698.7,567.8,114.7,680.2
2020-01-03 12:00:00,2020,2021-01-03 11:59:59.700,523.4,598.4,58.8,568.7
2020-01-03 13:00:00,2020,2021-01-03 12:59:59.695,500.1,688.7,86.1,575.8
2020-01-03 14:00:00,2020,2021-01-03 13:59:59.690,481.8,585.5,82.9,535.6
2020-01-03 15:00:00,2020,2021-01-03 14:59:59.685,491.6,524.2,72.8,465.0
2020-01-03 16:00:00,2020,2021-01-03 15:59:59.680,177.5,537.6,73.1,526.7
2020-01-03 17:00:00,2020,2021-01-03 16:59:59.675,10.9,329.9,79.0,87.5
2020-01-03 18:00:00,2020,2021-01-03 17:59:59.670,30.1,286.6,96.5,123.8
2020-01-03 19:00:00,2020,2021-01-03 18:59:59.665,96.9,294.6,92.5,264.8
2020-01-03 20:00:00,2020,2021-01-03 19:59:59.660,389.5,303.2,118.7,400.4
2020-01-03 21:00:00,2020,2021-01-03 20:59:59.655,404.6,330.4,113.8,513.5
2020-01-03 22:00:00,2020,2021-01-03 21:59:59.650,354.7,315.2,120.2,497.4
2020-01-03 23:00:00,2020,2021-01-03 22:59:59.645,414.1,357.0,79.7,219.7
2020-01-04 00:00:00,2020,2021-01-03 23:59:59.640,198.8,195.5,28.5,52.6
2020-01-04 01:00:00,2020,2021-01-04 00:59:59.635,77.5,94.5,30.6,63.5
2020-01-04 02:00:00,2020,2021-01-04 01:59:59.630,33.4,32.5,23.6,60.1
2020-01-04 03:00:00,2020,2021-01-04 02:59:59.625,28.5,53.4,46.9,73.7
2020-01-04 04:00:00,2020,2021-01-04 03:59:59.620,60.0,154.6,41.4,54.9
2020-01-04 05:00:00,2020,2021-01-04 04:59:59.615,85.3,108.3,23.1,72.7
2020-01-04 06:00:00,2020,2021-01-04 05:59:59.610,82.2,31.1,18.8,55.9
2020-01-04 07:00:00,2020,2021-01-04 06:59:59.605,70.8,99.3,20.6,26.4
2020-01-04 08:00:00,2020,2021-01-04 07:59:59.600,86.4,90.9,2.6,15.2
2020-01-04 09:00:00,2020,2021-01-04 08:59:59.595,101.7,12.9,0.0,45.4
2020-01-04 10:00:00,2020,2021-01-04 09:59:59.590,48.2,0.0,0.0,108.7
2020-01-04 11:00:00,2020,2021-01-04 10:59:59.585,121.2,8.9,0.0,169.5
2020-01-04 12:00:00,2020,2021-01-04 11:59:59.580,243.6,131.2,4.9,155.7
2020-01-04 13:00:00,2020,2021-01-04 12:59:59.575,255.6,344.6,60.3,159.5
2020-01-04 14:00:00,2020,2021-01-04 13:59:59.570,452.7,496.6,65.0,358.7
2020-01-04 15:00:00,2020,2021-01-04 14:59:59.565,441.7,386.0,76.6,304.8
2020-01-04 16:00:00,2020,2021-01-04 15:59:59.560,403.3,161.5,37.9,154.4
2020-01-04 17:00:00,2020,2021-01-04 16:59:59.555,88.9,327.2,37.8,554.6
2020-01-04 18:00:00,2020,2021-01-04 17:59:59.550,557.4,395.6,105.5,409.6
2020-01-04 19:00:00,2020,2021-01-04 18:59:59.545,591.2,602.7,137.3,614.2
2020-01-04 20:00:00,2020,2021-01-04 19:59:59.540,574.5,822.5,142.9,740.1
2020-01-04 21:00:00,2020,2021-01-04 20:59:59.535,706.1,835.8,147.0,774.4
2020-01-04 22:00:00,2020,2021-01-04 21:59:59.530,713.5,833.3,147.0,796.3
2020-01-04 23:00:00,2020,2021-01-04 22:59:59.525,577.2,839.2,147.4,799.1
2020-01-05 00:00:00,2020,2021-01-04 23:59:59.520,587.3,836.4,146.8,799.1
2020-01-05 01:00:00,2020,2021-01-05 00:59:59.515,627.5,839.9,147.0,798.4
2020-01-05 02:00:00,2020,2021-01-05 01:59:59.510,602.4,838.8,147.6,799.0
2020-01-05 03:00:00,2020,2021-01-05 02:59:59.505,613.1,840.7,146.6,799.1
2020-01-05 04:00:00,2020,2021-01-05 03:59:59.500,599.4,839.7,147.5,797.2
2020-01-05 05:00:00,2020,2021-01-05 04:59:59.495,630.4,834.2,147.2,768.4
2020-01-05 06:00:00,2020,2021-01-05 05:59:59.490,696.8,828.3,147.1,729.5
2020-01-05 07:00:00,2020,2021-01-05 06:59:59.485,670.3,807.5,146.6,703.7
2020-01-05 08:00:00,2020,2021-01-05 07:59:59.480,663.9,761.8,145.5,632.8
2020-01-05 09:00:00,2020,2021-01-05 08:59:59.475,703.3,715.8,146.2,755.0
2020-01-05 10:00:00,2020,2021-01-05 09:59:59.470,648.4,554.4,140.3,762.0
2020-01-05 11:00:00,2020,2021-01-05 10:59:59.465,628.7,262.0,101.9,628.3
2020-01-05 12:00:00,2020,2021-01-05 11:59:59.460,590.8,313.0,78.4,561.4
2020-01-05 13:00:00,2020,2021-01-05 12:59:59.455,507.3,299.3,70.4,443.0
2020-01-05 14:00:00,2020,2021-01-05 13:59:59.450,581.4,291.4,51.1,479.6
2020-01-05 15:00:00,2020,2021-01-05 14:59:59.445,433.4,352.1,53.6,357.2
2020-01-05 16:00:00,2020,2021-01-05 15:59:59.440,279.9,348.1,44.2,249.7
2020-01-05 17:00:00,2020,2021-01-05 16:59:59.435,0.0,162.0,83.6,95.7
2020-01-05 18:00:00,2020,2021-01-05 17:59:59.430,3.9,142.6,77.5,136.5
2020-01-05 19:00:00,2020,2021-01-05 18:59:59.425,26.2,264.3,66.9,141.3
2020-01-05 20:00:00,2020,2021-01-05 19:59:59.420,419.8,172.8,20.7,176.0
2020-01-05 21:00:00,2020,2021-01-05 20:59:59.415,563.4,122.2,14.5,174.1
2020-01-05 22:00:00,2020,2021-01-05 21:59:59.410,539.6,162.6,39.0,362.0
2020-01-05 23:00:00,2020,2021-01-05 22:59:59.405,658.3,286.8,86.6,477.9
2020-01-06 00:00:00,2020,2021-01-05 23:59:59.400,650.2,543.1,104.0,638.4
2020-01-06 01:00:00,2020,2021-01-06 00:59:59.395,650.9,635.4,117.3,570.2
2020-01-06 02:00:00,2020,2021-01-06 01:59:59.390,667.2,609.1,130.0,601.8
2020-01-06 03:00:00,2020,2021-01-06 02:59:59.385,661.2,723.3,135.1,721.6
2020-01-06 04:00:00,2020,2021-01-06 03:59:59.380,651.0,707.6,123.1,747.2
2020-01-06 05:00:00,2020,2021-01-06 04:59:59.375,649.7,765.6,104.4,745.0
2020-01-06 06:00:00,2020,2021-01-06 05:59:59.370,639.2,791.6,96.5,684.6
2020-01-06 07:00:00,2020,2021-01-06 06:59:59.365,645.6,804.7,94.5,705.5
2020-01-06 08:00:00,2020,2021-01-06 07:59:59.360,672.2,810.8,100.3,769.8
2020-01-06 09:00:00,2020,2021-01-06 08:59:59.355,695.1,809.8,132.4,790.9
2020-01-06 10:00:00,2020,2021-01-06 09:59:59.350,705.7,716.4,145.3,793.5
2020-01-06 11:00:00,2020,2021-01-06 10:59:59.345,704.1,669.9,143.2,784.3
2020-01-06 12:00:00,2020,2021-01-06 11:59:59.340,697.1,599.5,136.0,769.6
2020-01-06 13:00:00,2020,2021-01-06 12:59:59.335,688.3,498.4,123.1,761.4
2020-01-06 14:00:00,2020,2021-01-06 13:59:59.330,670.5,464.2,130.7,759.6
2020-01-06 15:00:00,2020,2021-01-06 14:59:59.325,664.4,521.7,143.2,723.5
2020-01-06 16:00:00,2020,2021-01-06 15:59:59.320,664.1,615.4,130.1,686.8
2020-01-06 17:00:00,2020,2021-01-06 16:59:59.315,657.7,558.6,137.2,689.3
2020-01-06 18:00:00,2020,2021-01-06 17:59:59.310,656.2,547.1,128.0,686.4
2020-01-06 19:00:00,2020,2021-01-06 18:59:59.305,661.0,518.0,137.8,670.4
2020-01-06 20:00:00,2020,2021-01-06 19:59:59.300,667.9,558.5,134.8,660.5
2020-01-06 21:00:00,2020,2021-01-06 20:59:59.295,678.7,582.0,145.0,740.1
2020-01-06 22:00:00,2020,2021-01-06 21:59:59.290,700.3,481.0,147.6,789.7
2020-01-06 23:00:00,2020,2021-01-06 22:59:59.285,712.2,462.1,148.1,799.1
2020-01-07 00:00:00,2020,2021-01-06 23:59:59.280,713.5,619.0,148.0,799.1
2020-01-07 01:00:00,2020,2021-01-07 00:59:59.275,711.7,782.8,147.7,789.9
2020-01-07 02:00:00,2020,2021-01-07 01:59:59.270,711.4,829.1,147.0,796.0
2020-01-07 03:00:00,2020,2021-01-07 02:59:59.265,709.2,833.8,146.9,796.9
2020-01-07 04:00:00,2020,2021-01-07 03:59:59.260,707.3,836.6,146.4,796.4
2020-01-07 05:00:00,2020,2021-01-07 04:59:59.255,701.9,836.6,145.5,796.7
2020-01-07 06:00:00,2020,2021-01-07 05:59:59.250,710.8,838.8,147.1,796.2
2020-01-07 07:00:00,2020,2021-01-07 06:59:59.245,704.6,837.8,147.2,795.7
2020-01-07 08:00:00,2020,2021-01-07 07:59:59.240,701.4,838.7,148.0,793.6
2020-01-07 09:00:00,2020,2021-01-07 08:59:59.235,703.9,823.2,147.6,793.9
2020-01-07 10:00:00,2020,2021-01-07 09:59:59.230,709.4,768.5,138.5,794.2
2020-01-07 11:00:00,2020,2021-01-07 10:59:59.225,709.1,756.4,142.4,781.9
2020-01-07 12:00:00,2020,2021-01-07 11:59:59.220,705.9,757.6,146.8,775.1
2020-01-07 13:00:00,2020,2021-01-07 12:59:59.215,704.4,746.4,146.2,783.2
2020-01-07 14:00:00,2020,2021-01-07 13:59:59.210,709.0,776.5,144.1,788.8
2020-01-07 15:00:00,2020,2021-01-07 14:59:59.205,709.4,798.8,146.2,787.0
2020-01-07 16:00:00,2020,2021-01-07 15:59:59.200,713.2,794.9,146.6,787.3
2020-01-07 17:00:00,2020,2021-01-07 16:59:59.195,713.5,758.1,140.9,798.3
2020-01-07 18:00:00,2020,2021-01-07 17:59:59.190,713.5,831.3,147.2,798.7
2020-01-07 19:00:00,2020,2021-01-07 18:59:59.185,713.5,836.3,145.7,796.4
2020-01-07 20:00:00,2020,2021-01-07 19:59:59.180,713.3,836.9,146.1,795.9
2020-01-07 21:00:00,2020,2021-01-07 20:59:59.175,709.3,837.2,137.1,746.7
2020-01-07 22:00:00,2020,2021-01-07 21:59:59.170,713.2,822.3,142.1,797.9
2020-01-07 23:00:00,2020,2021-01-07 22:59:59.165,711.5,708.0,145.3,767.0
2020-01-08 00:00:00,2020,2021-01-07 23:59:59.160,614.3,620.4,133.1,543.5
2020-01-08 01:00:00,2020,2021-01-08 00:59:59.155,696.0,612.0,99.3,771.7
2020-01-08 02:00:00,2020,2021-01-08 01:59:59.150,698.0,636.0,69.1,788.3
2020-01-08 03:00:00,2020,2021-01-08 02:59:59.145,529.4,685.9,93.1,577.0
2020-01-08 04:00:00,2020,2021-01-08 03:59:59.140,274.9,520.7,100.6,326.6
2020-01-08 05:00:00,2020,2021-01-08 04:59:59.135,68.4,665.7,107.2,363.1
2020-01-08 06:00:00,2020,2021-01-08 05:59:59.130,69.0,837.6,141.0,312.8
2020-01-08 07:00:00,2020,2021-01-08 06:59:59.125,442.8,843.1,148.0,397.7
2020-01-08 08:00:00,2020,2021-01-08 07:59:59.120,649.8,847.0,148.2,662.9
2020-01-08 09:00:00,2020,2021-01-08 08:59:59.115,622.5,847.0,148.3,786.7
2020-01-08 10:00:00,2020,2021-01-08 09:59:59.110,655.8,838.1,148.3,798.9
2020-01-08 11:00:00,2020,2021-01-08 10:59:59.105,713.5,838.4,145.1,788.1
2020-01-08 12:00:00,2020,2021-01-08 11:59:59.100,713.5,845.4,145.7,789.4
2020-01-08 13:00:00,2020,2021-01-08 12:59:59.095,713.5,843.6,146.0,798.5
2020-01-08 14:00:00,2020,2021-01-08 13:59:59.090,713.5,839.2,147.1,799.0
2020-01-08 15:00:00,2020,2021-01-08 14:59:59.085,709.2,837.9,146.5,796.0
2020-01-08 16:00:00,2020,2021-01-08 15:59:59.080,711.0,835.3,147.0,788.6
2020-01-08 17:00:00,2020,2021-01-08 16:59:59.075,713.5,843.4,147.8,797.5
2020-01-08 18:00:00,2020,2021-01-08 17:59:59.070,705.3,841.2,147.7,797.8
2020-01-08 19:00:00,2020,2021-01-08 18:59:59.065,704.2,788.8,147.2,798.9
2020-01-08 20:00:00,2020,2021-01-08 19:59:59.060,708.1,776.4,145.2,798.1
2020-01-08 21:00:00,2020,2021-01-08 20:59:59.055,710.1,778.4,145.4,799.1
2020-01-08 22:00:00,2020,2021-01-08 21:59:59.050,707.2,729.0,146.8,794.9
2020-01-08 23:00:00,2020,2021-01-08 22:59:59.045,712.5,723.7,147.0,791.6
2020-01-09 00:00:00,2020,2021-01-08 23:59:59.040,712.9,733.9,146.8,793.8
2020-01-09 01:00:00,2020,2021-01-09 00:59:59.035,713.5,674.5,146.2,790.7
2020-01-09 02:00:00,2020,2021-01-09 01:59:59.030,713.5,748.8,147.8,789.2
2020-01-09 03:00:00,2020,2021-01-09 02:59:59.025,713.5,744.7,147.6,789.3
2020-01-09 04:00:00,2020,2021-01-09 03:59:59.020,713.5,684.8,147.3,787.3
2020-01-09 05:00:00,2020,2021-01-09 04:59:59.015,712.1,607.4,147.0,785.7
2020-01-09 06:00:00,2020,2021-01-09 05:59:59.010,701.4,509.9,147.2,784.9
2020-01-09 07:00:00,2020,2021-01-09 06:59:59.005,668.0,433.2,147.4,777.9
2020-01-09 08:00:00,2020,2021-01-09 07:59:59.000,597.3,388.8,146.5,743.0
2020-01-09 09:00:00,2020,2021-01-09 08:59:58.995,567.3,376.7,144.6,696.0
2020-01-09 10:00:00,2020,2021-01-09 09:59:58.990,286.8,298.2,126.8,508.4
2020-01-09 11:00:00,2020,2021-01-09 10:59:58.985,84.1,278.4,81.3,293.4
2020-01-09 12:00:00,2020,2021-01-09 11:59:58.980,129.1,182.2,44.3,134.0
2020-01-09 13:00:00,2020,2021-01-09 12:59:58.975,146.4,176.3,27.4,42.4
2020-01-09 14:00:00,2020,2021-01-09 13:59:58.970,85.6,106.0,10.8,28.2
2020-01-09 15:00:00,2020,2021-01-09 14:59:58.965,118.7,79.8,5.2,131.0
2020-01-09 16:00:00,2020,2021-01-09 15:59:58.960,128.9,76.2,9.2,138.3
2020-01-09 17:00:00,2020,2021-01-09 16:59:58.955,121.6,0.0,14.1,328.1
2020-01-09 18:00:00,2020,2021-01-09 17:59:58.950,531.6,2.9,30.3,685.7
2020-01-09 19:00:00,2020,2021-01-09 18:59:58.945,669.0,66.8,63.6,669.7
2020-01-09 20:00:00,2020,2021-01-09 19:59:58.940,665.0,212.6,82.9,633.3
2020-01-09 21:00:00,2020,2021-01-09 20:59:58.935,654.8,339.3,117.2,634.7
2020-01-09 22:00:00,2020,2021-01-09 21:59:58.930,653.5,253.2,112.7,676.0
2020-01-09 23:00:00,2020,2021-01-09 22:59:58.925,652.4,378.8,122.2,667.6
2020-01-10 00:00:00,2020,2021-01-09 23:59:58.920,658.5,597.0,112.5,635.2
2020-01-10 01:00:00,2020,2021-01-10 00:59:58.915,657.0,637.9,87.0,636.8
2020-01-10 02:00:00,2020,2021-01-10 01:59:58.910,657.3,505.8,101.8,685.3
2020-01-10 03:00:00,2020,2021-01-10 02:59:58.905,664.1,336.4,101.7,686.5
2020-01-10 04:00:00,2020,2021-01-10 03:59:58.900,659.3,301.1,79.5,705.4
2020-01-10 05:00:00,2020,2021-01-10 04:59:58.895,664.9,351.6,46.3,741.0
2020-01-10 06:00:00,2020,2021-01-10 05:59:58.890,682.1,494.8,28.5,772.5
2020-01-10 07:00:00,2020,2021-01-10 06:59:58.885,702.1,513.4,52.1,757.8
2020-01-10 08:00:00,2020,2021-01-10 07:59:58.880,695.4,587.7,87.9,724.6
2020-01-10 09:00:00,2020,2021-01-10 08:59:58.875,688.0,659.3,92.0,724.0
2020-01-10 10:00:00,2020,2021-01-10 09:59:58.870,688.8,595.2,86.3,716.5
2020-01-10 11:00:00,2020,2021-01-10 10:59:58.865,691.9,535.4,75.2,659.6
2020-01-10 12:00:00,2020,2021-01-10 11:59:58.860,694.8,424.7,75.7,615.4
2020-01-10 13:00:00,2020,2021-01-10 12:59:58.855,686.7,278.1,90.4,594.4
2020-01-10 14:00:00,2020,2021-01-10 13:59:58.850,682.4,204.5,110.7,557.0
2020-01-10 15:00:00,2020,2021-01-10 14:59:58.845,684.8,120.8,93.5,592.3
2020-01-10 16:00:00,2020,2021-01-10 15:59:58.840,704.6,0.0,77.5,737.2
2020-01-10 17:00:00,2020,2021-01-10 16:59:58.835,712.4,0.0,0.0,799.1
2020-01-10 18:00:00,2020,2021-01-10 17:59:58.830,711.8,152.5,0.0,783.0
2020-01-10 19:00:00,2020,2021-01-10 18:59:58.825,712.1,395.5,12.5,626.7
2020-01-10 20:00:00,2020,2021-01-10 19:59:58.820,712.4,377.2,52.5,390.4
2020-01-10 21:00:00,2020,2021-01-10 20:59:58.815,647.7,311.6,35.0,335.6
2020-01-10 22:00:00,2020,2021-01-10 21:59:58.810,658.4,329.1,55.3,752.4
2020-01-10 23:00:00,2020,2021-01-10 22:59:58.805,690.8,332.9,58.4,688.7
2020-01-11 00:00:00,2020,2021-01-10 23:59:58.800,679.7,210.2,29.5,626.9
2020-01-11 01:00:00,2020,2021-01-11 00:59:58.795,688.7,171.7,19.0,518.7
2020-01-11 02:00:00,2020,2021-01-11 01:59:58.790,693.0,176.2,15.7,544.6
2020-01-11 03:00:00,2020,2021-01-11 02:59:58.785,687.7,278.1,41.5,598.4
2020-01-11 04:00:00,2020,2021-01-11 03:59:58.780,683.7,183.9,42.4,486.5
2020-01-11 05:00:00,2020,2021-01-11 04:59:58.775,582.8,213.0,31.8,348.6
2020-01-11 06:00:00,2020,2021-01-11 05:59:58.770,259.3,172.1,14.0,337.3
2020-01-11 07:00:00,2020,2021-01-11 06:59:58.765,38.4,53.8,8.7,178.9
2020-01-11 08:00:00,2020,2021-01-11 07:59:58.760,45.2,37.2,6.7,113.6
2020-01-11 09:00:00,2020,2021-01-11 08:59:58.755,52.6,13.4,3.3,120.0
2020-01-11 10:00:00,2020,2021-01-11 09:59:58.750,44.9,0.0,0.0,143.5
2020-01-11 11:00:00,2020,2021-01-11 10:59:58.745,18.6,136.1,13.8,152.4
2020-01-11 12:00:00,2020,2021-01-11 11:59:58.740,68.0,337.3,47.8,152.0
2020-01-11 13:00:00,2020,2021-01-11 12:59:58.735,153.8,361.4,70.4,147.7
2020-01-11 14:00:00,2020,2021-01-11 13:59:58.730,137.3,293.8,105.6,154.0
2020-01-11 15:00:00,2020,2021-01-11 14:59:58.725,135.5,218.4,111.2,201.5
2020-01-11 16:00:00,2020,2021-01-11 15:59:58.720,235.3,200.8,133.1,266.1
2020-01-11 17:00:00,2020,2021-01-11 16:59:58.715,360.5,219.6,102.0,240.9
2020-01-11 18:00:00,2020,2021-01-11 17:59:58.710,534.8,265.4,37.7,333.4
2020-01-11 19:00:00,2020,2021-01-11 18:59:58.705,510.5,357.3,25.5,380.6
2020-01-11 20:00:00,2020,2021-01-11 19:59:58.700,631.4,553.7,14.6,451.7
2020-01-11 21:00:00,2020,2021-01-11 20:59:58.695,575.5,613.5,55.3,343.6
2020-01-11 22:00:00,2020,2021-01-11 21:59:58.690,590.1,669.0,34.7,653.8
2020-01-11 23:00:00,2020,2021-01-11 22:59:58.685,648.2,614.4,50.3,572.0
2020-01-12 00:00:00,2020,2021-01-11 23:59:58.680,661.3,664.3,71.6,632.4
2020-01-12 01:00:00,2020,2021-01-12 00:59:58.675,694.6,520.0,63.8,644.7
2020-01-12 02:00:00,2020,2021-01-12 01:59:58.670,687.7,720.6,73.8,699.1
2020-01-12 03:00:00,2020,2021-01-12 02:59:58.665,710.4,690.6,81.2,773.4
2020-01-12 04:00:00,2020,2021-01-12 03:59:58.660,710.2,629.2,74.2,737.6
2020-01-12 05:00:00,2020,2021-01-12 04:59:58.655,709.7,575.5,78.9,742.3
2020-01-12 06:00:00,2020,2021-01-12 05:59:58.650,678.1,576.3,72.4,724.9
2020-01-12 07:00:00,2020,2021-01-12 06:59:58.645,674.6,482.5,72.5,738.4
2020-01-12 08:00:00,2020,2021-01-12 07:59:58.640,659.5,452.5,67.4,728.4
2020-01-12 09:00:00,2020,2021-01-12 08:59:58.635,653.3,455.8,70.4,740.8
2020-01-12 10:00:00,2020,2021-01-12 09:59:58.630,616.9,348.6,71.3,693.2
2020-01-12 11:00:00,2020,2021-01-12 10:59:58.625,574.3,230.3,52.8,690.5
2020-01-12 12:00:00,2020,2021-01-12 11:59:58.620,578.9,182.8,43.3,655.1
2020-01-12 13:00:00,2020,2021-01-12 12:59:58.615,587.5,129.5,43.5,626.1
2020-01-12 14:00:00,2020,2021-01-12 13:59:58.610,574.0,156.1,43.0,600.1
2020-01-12 15:00:00,2020,2021-01-12 14:59:58.605,563.5,207.7,42.1,571.1
2020-01-12 16:00:00,2020,2021-01-12 15:59:58.600,581.3,234.4,29.9,585.2
2020-01-12 17:00:00,2020,2021-01-12 16:59:58.595,602.7,197.4,60.3,570.3
2020-01-12 18:00:00,2020,2021-01-12 17:59:58.590,542.1,368.6,73.3,602.1
2020-01-12 19:00:00,2020,2021-01-12 18:59:58.585,545.2,628.8,61.6,496.3
2020-01-12 20:00:00,2020,2021-01-12 19:59:58.580,494.4,596.3,35.0,478.2
2020-01-12 21:00:00,2020,2021-01-12 20:59:58.575,442.3,574.9,30.6,523.8
2020-01-12 22:00:00,2020,2021-01-12 21:59:58.570,421.4,537.6,55.8,529.8
2020-01-12 23:00:00,2020,2021-01-12 22:59:58.565,418.7,387.7,68.8,528.3
2020-01-13 00:00:00,2020,2021-01-12 23:59:58.560,450.2,447.7,81.0,476.7
2020-01-13 01:00:00,2020,2021-01-13 00:59:58.555,431.4,649.9,109.5,459.1
2020-01-13 02:00:00,2020,2021-01-13 01:59:58.550,444.1,472.4,128.9,506.7
2020-01-13 03:00:00,2020,2021-01-13 02:59:58.545,531.2,433.2,141.9,647.2
2020-01-13 04:00:00,2020,2021-01-13 03:59:58.540,443.9,452.1,113.5,596.1
2020-01-13 05:00:00,2020,2021-01-13 04:59:58.535,341.3,489.4,140.9,493.0
2020-01-13 06:00:00,2020,2021-01-13 05:59:58.530,308.9,269.9,87.7,415.0
2020-01-13 07:00:00,2020,2021-01-13 06:59:58.525,306.1,179.9,86.7,355.3
2020-01-13 08:00:00,2020,2021-01-13 07:59:58.520,321.6,96.8,33.6,237.0
