time,1_A_Solar_1,1_A_Solar_2,1_A_Solar_3,1_A_Solar_4,1_A_Solar_5,1_A_Solar_Cand,1_A_Solar,1_A_Solar_RT,2_B_CSP,2_B_Solar_Cand,2_B_Solar,2_B_Solar_RT,3_C_Solar_1,3_C_Solar_2,3_C_Solar_3,3_C_Solar_4,3_C_Solar_5,3_C_Solar_6,3_C_Solar_Cand,3_C_Solar,3_C_Solar_RT_1,3_C_Solar_RT_2,3_C_Solar_RT
2020-01-01 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 09:00:00-07:00,7.785313306,8.155046588,3.955879206,11.92473761,8.001566859,0.149148461,15.60092898,10.35682177,30.38026308,0.084788143,14.27470899,0.586428345,5.708618723,11.99799381,15.46127997,13.74302265,4.375068193,8.790495659,0.057624277,6.265039587,51.32899688,12.48081469,5.28877809
2020-01-01 10:00:00-07:00,23.56978013,26.38482531,12.01338569,41.41411684,28.69282809,0.454522393,47.54304236,38.81857319,71.76623954,0.423210972,41.67952829,1.603293,34.95749247,66.363025,93.37983924,74.05520953,21.83768618,56.81771466,0.374584294,37.09716034,283.9097567,62.29665514,33.15553643
2020-01-01 11:00:00-07:00,37.04739782,43.76742838,19.59376258,64.21850532,46.18794574,0.726983943,76.04252048,63.39859156,208.8360733,0.715856793,85.39254344,6.727544332,62.0119965,121.4973226,164.932306,127.8001011,36.93821051,100.9768707,0.669974741,68.08075573,519.7815395,105.3741199,62.55149302
2020-01-01 12:00:00-07:00,44.97007394,53.58954411,23.58920366,81.2263683,56.91822736,0.879073913,91.95113132,79.38836775,342.8558751,0.898128795,109.3431019,10.75975614,82.13638438,161.0497131,212.2682921,162.1680688,46.34344583,129.5856992,0.869041991,90.18008118,688.9918724,132.2045587,64.0626224
2020-01-01 13:00:00-07:00,47.57562655,57.59395327,25.31321138,87.62676195,61.95058323,0.93593087,97.89836903,86.1438388,289.6402145,0.96,115.7526479,6.277320083,87.22485694,165.3043857,229.3346897,174.7901059,49.536,141.6513413,0.944410445,95.77028917,707.1939218,141.312,79.02543075
2020-01-01 14:00:00-07:00,47.4603746,56.34063639,25.01028947,85.30361327,60.54157286,0.929780947,97.25508708,85.22625748,226.4119071,0.951444625,83.34668483,9.68322828,89.20321913,173.8744769,232.9902173,173.7232836,49.09454266,142.6037278,0.96,97.94453895,743.8579001,140.0526488,91.49031074
2020-01-01 15:00:00-07:00,42.40701024,51.16393442,22.28514238,77.52406102,55.75136666,0.830412417,86.86113879,77.82159028,313.7249285,0.825362946,99.44578194,10.15643342,77.4658235,159.9356317,190.8504113,140.2327116,42.588728,118.7692931,0.84523689,85.066183,684.2256855,121.4934256,85.45838974
2020-01-01 16:00:00-07:00,34.27355345,41.06107984,18.25418849,61.92899751,44.33339105,0.67265108,70.35930298,62.28012554,259.9551949,0.725060038,78.64831139,8.975665738,67.06821751,133.5386463,176.0235936,134.2185613,37.41309796,110.5223726,0.737154536,73.65128902,571.2959071,106.7288376,71.57304945
2020-01-01 17:00:00-07:00,25.47075534,30.89317376,13.43026118,47.42648375,33.83390019,0.493892405,51.66114556,47.4761652,223.659778,0.534419643,66.1804088,6.942799778,51.36960664,100.7912267,135.1345325,96.10266987,27.57605356,84.79855161,0.564365222,56.44445982,431.1981357,78.66657139,53.68852656
2020-01-01 18:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 19:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 09:00:00-07:00,7.944497505,8.181438425,4.069421394,12.60590528,7.905909409,0.152721962,15.97471722,10.44878211,47.54403872,0.08217176,15.07270284,1.38587434,5.33853759,11.00646789,15.25138272,14.11090793,4.240062815,8.380997034,0.049832423,5.859021155,47.08711846,12.09568307,5.152443542
2020-01-02 10:00:00-07:00,24.61777654,27.7812251,12.92551277,42.98669973,28.85521009,0.479759339,50.18282691,39.37623726,180.6069439,0.412634353,56.54185586,5.613185486,33.29914157,66.79300273,84.14850416,74.30757408,21.29193262,43.26037729,0.299977369,36.55275203,285.749258,60.73977679,33.87999301
2020-01-02 11:00:00-07:00,38.76203217,44.14425199,20.38091764,68.14228063,46.85744025,0.757460489,79.23036718,64.02986293,296.2184288,0.694795517,92.24125819,9.242734059,61.28808778,112.8985402,164.2753877,129.1203142,35.85144868,94.96602253,0.620217451,67.28586709,482.9948163,102.2739001,62.03614599
2020-01-02 12:00:00-07:00,46.92263419,54.51531869,24.5929314,83.73280242,58.46349138,0.916402116,95.85566131,79.79471998,367.6255844,0.887772415,114.4224958,11.47795696,79.91953052,155.3653003,208.5178269,164.6437743,45.80905664,112.3674859,0.751630958,87.74632722,664.6732063,130.6800996,80.71020521
2020-01-02 13:00:00-07:00,48.864,58.72532612,25.728,89.856,63.26693294,0.96,100.416,86.34750699,384,0.96,120.096,12.45951139,89.10175275,172.8606483,232.1984074,178.3644285,49.536,138.4418947,0.906474642,97.83087466,739.520608,141.312,89.89622426
2020-01-02 14:00:00-07:00,48.864,58.16281037,25.728,89.147795,62.74876358,0.96,100.416,86.11533939,384,0.96,120.096,12.3629464,88.52215981,168.7251505,233.4839683,178.1176518,49.536,143.0822005,0.92319469,97.19716044,721.8284039,141.312,87.21307187
2020-01-02 15:00:00-07:00,44.45220454,52.71131812,23.2496705,80.29481092,56.92683677,0.867659874,90.75722283,78.52783347,353.4807907,0.885060553,109.7416221,11.21530399,79.17404087,154.0225042,212.1711028,164.896584,45.66912453,129.364763,0.840166552,86.93716544,658.9285477,130.2809134,78.40392851
2020-01-02 16:00:00-07:00,35.71306106,42.93282677,18.74367544,65.11352015,46.54168373,0.696410503,72.84453861,64.48434818,288.5307264,0.741492378,89.18372054,9.127179095,67.37604565,129.4894392,178.075654,136.7071489,38.26100671,107.6828715,0.707279302,73.98884302,553.9728663,109.147678,66.8974456
2020-01-02 17:00:00-07:00,26.37961456,31.73512723,14.00822406,49.11201683,34.34386433,0.512692375,53.62762238,47.68314858,226.9296596,0.558642814,67.98933631,7.100657134,49.39978745,96.24124022,131.1860787,102.740235,28.8259692,79.30853714,0.514854006,54.27896022,411.7326944,82.23222221,49.57986006
2020-01-02 18:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 19:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 09:00:00-07:00,7.715588679,7.955018484,3.932975428,12.01598113,7.903299895,0.147857484,15.46589281,10.38634915,45.97863363,0.068669435,13.98252459,1.199383002,5.009675013,10.24258486,13.84951319,11.96362999,3.543342867,7.667413177,0.048653306,5.498186293,43.81912632,10.10814089,5.005757562
2020-01-03 10:00:00-07:00,23.76231523,27.28783557,12.49402753,41.49672441,28.92869924,0.462294217,48.35597509,39.05821727,170.3165701,0.348430865,48.48146502,5.023036249,30.91138101,60.46308881,84.34626908,63.95177723,17.97903262,51.16726421,0.325092875,33.93173479,258.669053,51.28902328,32.74333459
2020-01-03 11:00:00-07:00,36.90486272,43.66069506,19.39153882,66.14601467,46.65410975,0.717465365,75.04687723,63.19186075,276.3554775,0.654935187,84.15267099,8.694882771,60.66575248,117.4298027,161.0270903,120.4510388,33.79465565,98.80770559,0.64731366,66.60255797,502.3801539,96.40645954,62.52194441
2020-01-03 12:00:00-07:00,45.19660083,54.25036486,23.65335014,81.94693029,58.17020182,0.877781814,91.81597779,79.44016436,339.3144369,0.852301447,106.7597212,10.22233815,75.88693322,144.6688766,205.267791,156.0823549,43.97875467,124.6913572,0.801193106,83.31891733,618.9124974,125.458773,79.47964137
2020-01-03 13:00:00-07:00,47.98928378,58.08866006,25.1459667,87.67956899,62.5652338,0.933887433,97.68462547,86.06259021,363.3510259,0.927251934,118.4613664,11.39914553,86.12739823,165.5354442,225.9461501,169.6774785,47.84619978,140.2422934,0.925636806,94.56497966,708.1824203,136.4914846,90.00543911
2020-01-03 14:00:00-07:00,47.00627437,57.25783804,24.66136017,86.24843117,62.01216268,0.915676993,95.77981349,85.91131077,369.5160124,0.901124945,117.9245963,11.49886612,86.12276489,167.5270516,220.2643241,164.8219734,46.49804719,136.4431439,0.924484539,94.56316768,716.702779,132.645592,91.08453199
2020-01-03 15:00:00-07:00,42.72999618,52.00740914,22.40173253,77.99209349,56.57713584,0.832353311,87.06415634,78.39197073,342.0288611,0.831580161,107.7695378,10.57896016,82.42574153,158.870135,212.6937677,151.624161,42.90953632,132.7264604,0.882427599,90.50357178,679.6673506,122.4085997,85.68596837
2020-01-03 16:00:00-07:00,34.59869391,42.379424,18.25803743,63.24073439,45.54851596,0.672999258,70.3957224,61.00403117,274.3198538,0.698414452,86.12714319,8.17733873,69.83014026,134.3818,180.8428837,126.9599391,36.03818573,113.0002415,0.748723511,76.68325474,574.9030297,102.8066074,72.67705173
2020-01-03 17:00:00-07:00,25.58288115,30.01478435,13.67515718,46.51633048,31.67667417,0.496700179,51.95483875,40.98027435,209.367248,0.519025644,62.74831781,6.26032837,53.06570981,102.5514144,138.5838173,96.87130967,26.78172325,86.14991196,0.569618842,58.30491444,438.72845,76.40057484,55.46514928
2020-01-03 18:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 19:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 09:00:00-07:00,7.829073919,8.193156086,3.987013271,12.25688112,8.044108949,0.150060869,15.69636692,10.45013584,44.39373071,0.083477897,15.14713532,1.137138338,5.929084626,12.17862189,15.85665837,14.2659577,4.307459491,8.940645828,0.057528123,6.506841667,52.10174758,12.28794646,4.919165029
2020-01-04 10:00:00-07:00,24.21486071,28.0169312,12.65240834,42.35282184,29.4890496,0.469156886,49.07381026,39.77145351,165.0942926,0.415854026,56.48171139,4.787012837,35.69942505,69.99307893,94.23952832,74.71090387,21.45806773,57.23519903,0.372242128,39.18791433,299.4396052,61.21371258,30.24931124
2020-01-04 11:00:00-07:00,37.71680138,44.36735565,19.79914275,67.18145774,47.49645841,0.733222326,76.69505527,64.95083345,280.9564902,0.697725804,91.69215436,8.669300057,63.45752635,122.2430637,167.1103889,128.5067258,36.00265149,102.9148458,0.676073631,69.66773092,522.9719178,102.7052384,54.80477934
2020-01-04 12:00:00-07:00,45.44845067,54.07724674,23.88666434,82.17104049,58.58031059,0.886220045,92.69861672,80.94999635,347.4910885,0.867935352,113.195093,10.48361232,82.97181238,157.3783887,218.5463532,160.1277153,44.78546418,133.4156202,0.880631457,91.09711858,673.2854634,127.7600839,82.73331782
2020-01-04 13:00:00-07:00,48.37712506,57.51913744,25.35308919,87.2731276,62.73030133,0.942624467,98.59851925,87.52346101,369.1495401,0.958093421,120.096,11.13324193,90.18980607,173.9680766,237.3926076,180.672,49.4376205,143.9518511,0.953625012,99.02465676,744.2583321,141.0313515,90.32265958
2020-01-04 14:00:00-07:00,47.37698046,56.6561271,24.73216944,86.04512864,62.07651208,0.920869195,96.32291781,87.11650142,335.1870596,0.941426127,113.543813,10.23794539,88.82635704,169.6329493,231.8121624,176.9352116,48.57758815,140.3613309,0.94366254,97.52992123,725.7120866,138.5779259,91.13905327
2020-01-04 15:00:00-07:00,42.82297447,51.58358271,22.406437,77.66997501,55.93293691,0.832033322,87.03068545,79.1244284,322.9583488,0.889427823,104.3790876,10.0900727,82.29855318,162.7227554,213.6523438,164.2747895,45.89447567,129.7557558,0.876426166,90.36276294,696.1493676,130.9237755,85.47898692
2020-01-04 16:00:00-07:00,34.8772868,42.41451865,18.29783001,63.26601266,46.33231614,0.678573647,70.97880343,65.29210464,239.8930376,0.728670943,77.75729498,7.778402814,66.92030964,135.2311067,174.4523309,133.1469951,37.59942066,107.5086808,0.719969507,73.48801878,578.5364757,107.2603628,71.3313999
2020-01-04 17:00:00-07:00,25.99059209,31.25541232,13.6824047,46.06157177,33.86662829,0.502054054,52.51485401,48.38915575,197.3969499,0.54459828,59.82495036,6.17889544,49.5639087,97.95689951,130.0068558,98.60416462,28.10127126,80.64863444,0.53802873,54.4569491,419.0725106,80.16486685,53.12500099
2020-01-04 18:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 19:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 09:00:00-07:00,7.875923519,8.116794767,4.003341825,12.25076398,8.012379621,0.150620723,15.75492759,10.31716519,42.34235525,0.079544546,14.6126478,1.059528573,5.403514599,11.18754634,15.08925793,13.60902565,4.104498572,8.509803053,0.05202197,5.930278468,47.86179592,11.70895717,5.151651526
2020-01-05 10:00:00-07:00,24.09285654,27.70750828,12.62140903,42.10174,28.96839817,0.468370679,48.99157298,38.5345512,167.9161556,0.399626132,54.82217853,5.225514636,31.66943274,60.78858412,86.60704358,75.75051404,20.62070839,45.14922672,0.284801718,34.7637699,260.0615648,58.82496657,29.54497659
2020-01-05 11:00:00-07:00,37.46180433,44.05416078,19.74639411,66.59798619,46.84553089,0.732356849,76.60452637,63.53437832,266.1478725,0.70354627,90.30775655,8.35706031,62.12073263,121.0417959,162.0279695,132.4186595,36.30298751,86.95763671,0.580243926,68.19988825,517.832736,103.5620109,62.88957953
2020-01-05 12:00:00-07:00,44.49576014,53.63620679,23.50467108,80.52573386,57.47908868,0.871169703,91.1243509,78.92278616,311.5313923,0.850130854,108.6635466,9.81534391,78.50822131,149.5382945,211.2867902,160.2545556,43.86675205,133.8825008,0.856220604,86.19679925,639.7445084,125.1392617,74.77821989
2020-01-05 13:00:00-07:00,47.3666577,58.04384931,25.14230535,87.24535344,62.31390545,0.930721667,97.35348632,86.3247101,356.9873439,0.96,115.7041548,11.65398815,89.56159231,167.0533114,237.6,180.672,49.536,146.208,0.96,98.33519085,714.676056,141.312,82.6021515
2020-01-05 14:00:00-07:00,46.67170365,57.32153719,24.82867058,86.83561101,62.04131234,0.917528364,95.97346682,85.87261935,339.9296081,0.938730629,107.4172491,11.6020429,90.336,172.3097974,237.6,176.7932554,48.43850046,146.208,0.96,99.168,737.163995,138.1811486,90.63834292
2020-01-05 15:00:00-07:00,42.42998928,52.27936267,22.79688926,78.87852887,56.63855697,0.838896638,87.74858828,79.01422599,306.1857106,0.864817975,93.76872393,10.90174007,81.97847032,156.3307654,204.3731618,158.4018886,44.62460753,123.8952335,0.872180363,90.01423152,668.8035929,127.301206,83.63015808
2020-01-05 16:00:00-07:00,34.8287436,42.61433179,18.56633827,64.24105186,46.50095354,0.684100967,71.55696115,64.55308219,253.6144846,0.698295881,76.03176669,9.112941499,66.56103276,132.7438612,171.3919261,126.5478377,36.03206744,105.3982605,0.707362082,73.09360982,567.8957121,102.7891536,70.61680198
2020-01-05 17:00:00-07:00,25.79515455,31.94741291,13.85597234,47.48125644,35.26429275,0.50484749,52.80704749,48.45682847,201.5153874,0.493239421,57.30954687,7.219858572,47.79640161,94.1655547,128.3243878,97.62588328,25.45115414,78.78857187,0.503926242,52.514031,402.8526385,72.60484281,51.15862258
2020-01-05 18:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 19:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06 09:00:00-07:00,8.332242474,8.472836857,4.277799152,12.90916881,8.532573558,0.160424658,16.78041922,11.19066398,49.03333536,0.094020596,15.50681023,1.417212445,6.244180168,13.02364578,16.95071698,15.18728721,4.851462754,9.644681685,0.061248771,6.85253335,55.71687103,13.83983173,5.943814812
2020-01-06 10:00:00-07:00,25.3493878,28.95860345,13.37734771,44.03262015,30.90101533,0.495423519,51.82130012,41.86387575,185.4454833,0.433836426,58.07622963,5.764522322,37.6177912,74.61522332,100.0679357,80.22523424,22.38595959,59.82635409,0.388672382,41.2935895,319.2137473,63.86072193,37.76222867
2020-01-06 11:00:00-07:00,39.23266392,46.67200849,20.80788006,70.3176635,50.23093447,0.771305597,80.6785655,68.19699736,303.8141159,0.740385135,95.07988085,9.528401171,66.36689994,129.6289806,175.5897691,137.2019299,38.20387299,108.5478729,0.700542387,72.8618605,554.5698427,108.9846919,67.72353396
2020-01-06 12:00:00-07:00,46.6317186,56.33314529,24.74070313,85.39074166,61.01248831,0.91832689,96.05699268,82.88067353,373.3247465,0.916221735,116.9585114,11.84454709,85.3664739,164.2323905,223.4083661,170.3921717,47.27704151,138.1290249,0.90169009,93.72594023,702.6077853,134.8678393,86.92125192
2020-01-06 13:00:00-07:00,48.864,59.04,25.728,89.856,63.936,0.96,100.416,89.68739329,384,0.96,120.096,12.672,90.336,179.3308775,237.6,180.672,49.536,146.208,0.96,99.168,767.2011003,141.312,96.35213753
