Gen_num,Gen_name,Bus_num,Bus,Tech,Tech_Num,LAT,LON
58,320_Clive_Solar,320,Clive,Solar,8,34.46246563,-117.0635083
59,324_Curie_Solar,324,Curie,Solar,8,35.20658182,-118.0348168
60,118_Astor_Solar_RT,118,Astor,Solar_RT,9,33.54453082,-115.799956
61,213_Barlow_Solar_RT,213,Barlow,Solar_RT,9,36.1460954,-114.6228964
62,308_Carrel_Solar_RT,308,Carrel,Solar_RT,9,34.22471784,-118.6542579
63,313_Cecil_Solar_RT,313,Cecil,Solar_RT,9,34.26526814,-118.0188551
64,320_Clive_Solar_RT,320,Clive,Solar_RT,9,34.46246563,-117.0635083
65,313_Cecil_ES,313,Cecil,ES,10,34.26526814,-118.0188551
66,122_Aubrey_Wind,122,Aubrey,Wind,7,32.81886407,-116.3243473
67,303_Caesar_Wind,303,Caesar,Wind,7,35.21754253,-118.0435499
68,309_Carter_Wind,309,Carter,Wind,7,34.73575793,-118.127342
69,317_Chuhsi_Wind,317,Chuhsi,Wind,7,35.37843341,-117.0558295
70,101_Abel_Solar_Cand,101,Abel,Solar_Cand,15,33.39610326,-113.835642
71,102_Adams_Solar_Cand,102,Adams,Solar_Cand,15,33.35767844,-113.8259335
72,103_Adler_Solar_Cand,103,Adler,Solar_Cand,15,33.53683282,-114.6703991
73,104_Agricola_Solar_Cand,104,Agricola,Solar_Cand,15,33.81230352,-113.8254191
74,107_Alder_Solar_Cand,107,Alder,Solar_Cand,15,34.69726196,-113.7013088
75,113_Arne_Solar_Cand,113,Arne,Solar_Cand,15,34.35428034,-114.274657
76,115_Arthur_Solar_Cand,115,Arthur,Solar_Cand,15,33.50618372,-115.3295084
77,116_Asser_Solar_Cand,116,Asser,Solar_Cand,15,33.66103124,-115.321058
78,118_Astor_Solar_Cand,118,Astor,Solar_Cand,15,33.54453082,-115.799956
79,119_Attar_Solar_Cand,119,Attar,Solar_Cand,15,33.86907891,-115.3691306
80,121_Attlee_Solar_Cand,121,Attlee,Solar_Cand,15,33.52712147,-116.070778
81,122_Aubrey_Solar_Cand,122,Aubrey,Solar_Cand,15,32.81886407,-116.3243473
82,123_Austen_Solar_Cand,123,Austen,Solar_Cand,15,34.38200027,-115.0687884
83,201_Bach_Solar_Cand,201,Bach,Solar_Cand,15,36.2556636,-113.7214959
84,202_Bacon_Solar_Cand,202,Bacon,Solar_Cand,15,36.28996256,-113.7459985
85,207_Baker_Solar_Cand,207,Baker,Solar_Cand,15,36.05246663,-113.0828494
86,212_Barkla_Solar_Cand,212,Barkla,Solar_Cand,15,35.79144538,-114.1461651
87,213_Barlow_Solar_Cand,213,Barlow,Solar_Cand,15,36.1460954,-114.6228964
88,215_Barton_Solar_Cand,215,Barton,Solar_Cand,15,35.14859089,-114.5757743
89,216_Basov_Solar_Cand,216,Basov,Solar_Cand,15,35.26148957,-114.7307626
90,218_Bayle_Solar_Cand,218,Bayle,Solar_Cand,15,35.11490694,-115.0778823
91,221_Behring_Solar_Cand,221,Behring,Solar_Cand,15,35.3163216,-115.1979424
92,222_Bell_Solar_Cand,222,Bell,Solar_Cand,15,36.33098104,-115.2902095
93,223_Bloch_Solar_Cand,223,Bloch,Solar_Cand,15,35.82434965,-115.5364456
94,301_Cabell_Solar_Cand,301,Cabell,Solar_Cand,15,35.0475822,-118.8217654
95,302_Cabot_Solar_Cand,302,Cabot,Solar_Cand,15,35.02993688,-118.8648595
96,303_Caesar_Solar_Cand,303,Caesar,Solar_Cand,15,35.21754253,-118.0435499
97,307_Carew_Solar_Cand,307,Carew,Solar_Cand,15,34.10126562,-118.878178
98,308_Carrel_Solar_Cand,308,Carrel,Solar_Cand,15,34.22471784,-118.6542579
99,309_Carter_Solar_Cand,309,Carter,Solar_Cand,15,34.73575793,-118.127342
100,310_Caruso_Solar_Cand,310,Caruso,Solar_Cand,15,34.72931591,-118.1045248
101,312_Caxton_Solar_Cand,312,Caxton,Solar_Cand,15,34.72296307,-118.1198874
102,313_Cecil_Solar_Cand,313,Cecil,Solar_Cand,15,34.26526814,-118.0188551
103,314_Chain_Solar_Cand,314,Chain,Solar_Cand,15,34.94496423,-117.6848792
104,315_Chase_Solar_Cand,315,Chase,Solar_Cand,15,35.26597012,-117.3864335
105,316_Chifa_Solar_Cand,316,Chifa,Solar_Cand,15,35.13836711,-117.2515886
106,317_Chuhsi_Solar_Cand,317,Chuhsi,Solar_Cand,15,35.37843341,-117.0558295
107,318_Clark_Solar_Cand,318,Clark,Solar_Cand,15,35.50581323,-116.9765714
108,319_Clay_Solar_Cand,319,Clay,Solar_Cand,15,34.9176312,-117.1244195
109,320_Clive_Solar_Cand,320,Clive,Solar_Cand,15,34.46246563,-117.0635083
110,321_Cobb_Solar_Cand,321,Cobb,Solar_Cand,15,35.74534438,-117.1153628
111,322_Cole_Solar_Cand,322,Cole,Solar_Cand,15,36.43895848,-117.4852717
112,323_Comte_Solar_Cand,323,Comte,Solar_Cand,15,34.25300337,-117.1132211
113,324_Curie_Solar_Cand,324,Curie,Solar_Cand,15,35.20658182,-118.0348168
114,101_Abel_Wind_Cand,101,Abel,Wind_Cand,14,33.39610326,-113.835642
115,102_Adams_Wind_Cand,102,Adams,Wind_Cand,14,33.35767844,-113.8259335
116,103_Adler_Wind_Cand,103,Adler,Wind_Cand,14,33.53683282,-114.6703991
117,104_Agricola_Wind_Cand,104,Agricola,Wind_Cand,14,33.81230352,-113.8254191
118,107_Alder_Wind_Cand,107,Alder,Wind_Cand,14,34.69726196,-113.7013088
119,113_Arne_Wind_Cand,113,Arne,Wind_Cand,14,34.35428034,-114.274657
120,115_Arthur_Wind_Cand,115,Arthur,Wind_Cand,14,33.50618372,-115.3295084
121,116_Asser_Wind_Cand,116,Asser,Wind_Cand,14,33.66103124,-115.321058
122,118_Astor_Wind_Cand,118,Astor,Wind_Cand,14,33.54453082,-115.799956
123,119_Attar_Wind_Cand,119,Attar,Wind_Cand,14,33.86907891,-115.3691306
124,121_Attlee_Wind_Cand,121,Attlee,Wind_Cand,14,33.52712147,-116.070778
125,122_Aubrey_Wind_Cand,122,Aubrey,Wind_Cand,14,32.81886407,-116.3243473
126,123_Austen_Wind_Cand,123,Austen,Wind_Cand,14,34.38200027,-115.0687884
127,201_Bach_Wind_Cand,201,Bach,Wind_Cand,14,36.2556636,-113.7214959
128,202_Bacon_Wind_Cand,202,Bacon,Wind_Cand,14,36.28996256,-113.7459985
129,207_Baker_Wind_Cand,207,Baker,Wind_Cand,14,36.05246663,-113.0828494
130,212_Barkla_Wind_Cand,212,Barkla,Wind_Cand,14,35.79144538,-114.1461651
131,213_Barlow_Wind_Cand,213,Barlow,Wind_Cand,14,36.1460954,-114.6228964
132,215_Barton_Wind_Cand,215,Barton,Wind_Cand,14,35.14859089,-114.5757743
133,216_Basov_Wind_Cand,216,Basov,Wind_Cand,14,35.26148957,-114.7307626
134,218_Bayle_Wind_Cand,218,Bayle,Wind_Cand,14,35.11490694,-115.0778823
135,221_Behring_Wind_Cand,221,Behring,Wind_Cand,14,35.3163216,-115.1979424
136,222_Bell_Wind_Cand,222,Bell,Wind_Cand,14,36.33098104,-115.2902095
137,223_Bloch_Wind_Cand,223,Bloch,Wind_Cand,14,35.82434965,-115.5364456
138,301_Cabell_Wind_Cand,301,Cabell,Wind_Cand,14,35.0475822,-118.8217654
139,302_Cabot_Wind_Cand,302,Cabot,Wind_Cand,14,35.02993688,-118.8648595
140,303_Caesar_Wind_Cand,303,Caesar,Wind_Cand,14,35.21754253,-118.0435499
141,307_Carew_Wind_Cand,307,Carew,Wind_Cand,14,34.10126562,-118.878178
142,308_Carrel_Wind_Cand,308,Carrel,Wind_Cand,14,34.22471784,-118.6542579
143,309_Carter_Wind_Cand,309,Carter,Wind_Cand,14,34.73575793,-118.127342
144,310_Caruso_Wind_Cand,310,Caruso,Wind_Cand,14,34.72931591,-118.1045248
145,312_Caxton_Wind_Cand,312,Caxton,Wind_Cand,14,34.72296307,-118.1198874
146,313_Cecil_Wind_Cand,313,Cecil,Wind_Cand,14,34.26526814,-118.0188551
147,314_Chain_Wind_Cand,314,Chain,Wind_Cand,14,34.94496423,-117.6848792
148,315_Chase_Wind_Cand,315,Chase,Wind_Cand,14,35.26597012,-117.3864335
149,316_Chifa_Wind_Cand,316,Chifa,Wind_Cand,14,35.13836711,-117.2515886
150,317_Chuhsi_Wind_Cand,317,Chuhsi,Wind_Cand,14,35.37843341,-117.0558295
151,318_Clark_Wind_Cand,318,Clark,Wind_Cand,14,35.50581323,-116.9765714
152,319_Clay_Wind_Cand,319,Clay,Wind_Cand,14,34.9176312,-117.1244195
153,320_Clive_Wind_Cand,320,Clive,Wind_Cand,14,34.46246563,-117.0635083
154,321_Cobb_Wind_Cand,321,Cobb,Wind_Cand,14,35.74534438,-117.1153628
155,322_Cole_Wind_Cand,322,Cole,Wind_Cand,14,36.43895848,-117.4852717
156,323_Comte_Wind_Cand,323,Comte,Wind_Cand,14,34.25300337,-117.1132211
157,324_Curie_Wind_Cand,324,Curie,Wind_Cand,14,35.20658182,-118.0348168
158,105_Aiken_Solar_Cand,105,Aiken,Solar_Cand,15,33.65955984,-113.9990231
159,106_Alber_Solar_Cand,106,Alber,Solar_Cand,15,33.73803645,-114.1819242
160,108_Alger_Solar_Cand,108,Alger,Solar_Cand,15,34.4592108,-113.7616436
161,109_Ali_Solar_Cand,109,Ali,Solar_Cand,15,33.92043627,-114.308281
162,110_Allen_Solar_Cand,110,Allen,Solar_Cand,15,33.91279307,-114.2929646
163,111_Anna_Solar_Cand,111,Anna,Solar_Cand,15,33.90438607,-114.3011177
164,112_Archer_Solar_Cand,112,Archer,Solar_Cand,15,33.91086601,-114.3134024
165,114_Arnold_Solar_Cand,114,Arnold,Solar_Cand,15,33.77708609,-114.8199113
166,117_Aston_Solar_Cand,117,Aston,Solar_Cand,15,33.57523255,-115.6408087
167,120_Attila_Solar_Cand,120,Attila,Solar_Cand,15,34.24457859,-115.2624699
168,124_Avery_Solar_Cand,124,Avery,Solar_Cand,15,33.54296506,-114.6564883
169,203_Baffin_Solar_Cand,203,Baffin,Solar_Cand,15,35.35440226,-113.9759336
170,204_Bailey_Solar_Cand,204,Bailey,Solar_Cand,15,36.19029231,-114.2218682
171,205_Bain_Solar_Cand,205,Bain,Solar_Cand,15,36.07922951,-113.9830412
172,206_Bajer_Solar_Cand,206,Bajer,Solar_Cand,15,35.78739717,-113.8903468
173,208_Balch_Solar_Cand,208,Balch,Solar_Cand,15,35.93381421,-113.3177011
174,209_Balzac_Solar_Cand,209,Balzac,Solar_Cand,15,35.80510733,-114.1508325
175,210_Banks_Solar_Cand,210,Banks,Solar_Cand,15,35.78782341,-114.1628815
176,211_Bardeen_Solar_Cand,211,Bardeen,Solar_Cand,15,35.80148483,-114.1675516
177,214_Barry_Solar_Cand,214,Barry,Solar_Cand,15,35.56761113,-114.4925684
178,217_Bates_Solar_Cand,217,Bates,Solar_Cand,15,35.0877489,-114.9211636
179,219_Bede_Solar_Cand,219,Bede,Solar_Cand,15,35.4192172,-114.9791817
180,220_Beethoven_Solar_Cand,220,Beethoven,Solar_Cand,15,35.64669555,-115.4465869
181,224_Bordet_Solar_Cand,224,Bordet,Solar_Cand,15,35.35643752,-113.9602525
182,304_Caine_Solar_Cand,304,Caine,Solar_Cand,15,34.63209145,-118.5635853
183,305_Calvin_Solar_Cand,305,Calvin,Solar_Cand,15,34.87388488,-118.5104873
184,306_Camus_Solar_Cand,306,Camus,Solar_Cand,15,34.88716764,-118.2761997
185,311_Cary_Solar_Cand,311,Cary,Solar_Cand,15,34.74209387,-118.1119332
186,325_Curtiss_Solar_Cand,325,Curtiss,Solar_Cand,15,34.25189131,-117.1289772
187,105_Aiken_Wind_Cand,105,Aiken,Wind_Cand,14,33.65955984,-113.9990231
188,106_Alber_Wind_Cand,106,Alber,Wind_Cand,14,33.73803645,-114.1819242
189,108_Alger_Wind_Cand,108,Alger,Wind_Cand,14,34.4592108,-113.7616436
190,109_Ali_Wind_Cand,109,Ali,Wind_Cand,14,33.92043627,-114.308281
191,110_Allen_Wind_Cand,110,Allen,Wind_Cand,14,33.91279307,-114.2929646
192,111_Anna_Wind_Cand,111,Anna,Wind_Cand,14,33.90438607,-114.3011177
193,112_Archer_Wind_Cand,112,Archer,Wind_Cand,14,33.91086601,-114.3134024
194,114_Arnold_Wind_Cand,114,Arnold,Wind_Cand,14,33.77708609,-114.8199113
195,117_Aston_Wind_Cand,117,Aston,Wind_Cand,14,33.57523255,-115.6408087
196,120_Attila_Wind_Cand,120,Attila,Wind_Cand,14,34.24457859,-115.2624699
197,124_Avery_Wind_Cand,124,Avery,Wind_Cand,14,33.54296506,-114.6564883
198,203_Baffin_Wind_Cand,203,Baffin,Wind_Cand,14,35.35440226,-113.9759336
199,204_Bailey_Wind_Cand,204,Bailey,Wind_Cand,14,36.19029231,-114.2218682
200,205_Bain_Wind_Cand,205,Bain,Wind_Cand,14,36.07922951,-113.9830412
201,206_Bajer_Wind_Cand,206,Bajer,Wind_Cand,14,35.78739717,-113.8903468
202,208_Balch_Wind_Cand,208,Balch,Wind_Cand,14,35.93381421,-113.3177011
203,209_Balzac_Wind_Cand,209,Balzac,Wind_Cand,14,35.80510733,-114.1508325
204,210_Banks_Wind_Cand,210,Banks,Wind_Cand,14,35.78782341,-114.1628815
205,211_Bardeen_Wind_Cand,211,Bardeen,Wind_Cand,14,35.80148483,-114.1675516
206,214_Barry_Wind_Cand,214,Barry,Wind_Cand,14,35.56761113,-114.4925684
207,217_Bates_Wind_Cand,217,Bates,Wind_Cand,14,35.0877489,-114.9211636
208,219_Bede_Wind_Cand,219,Bede,Wind_Cand,14,35.4192172,-114.9791817
209,220_Beethoven_Wind_Cand,220,Beethoven,Wind_Cand,14,35.64669555,-115.4465869
210,224_Bordet_Wind_Cand,224,Bordet,Wind_Cand,14,35.35643752,-113.9602525
211,304_Caine_Wind_Cand,304,Caine,Wind_Cand,14,34.63209145,-118.5635853
212,305_Calvin_Wind_Cand,305,Calvin,Wind_Cand,14,34.87388488,-118.5104873
213,306_Camus_Wind_Cand,306,Camus,Wind_Cand,14,34.88716764,-118.2761997
214,311_Cary_Wind_Cand,311,Cary,Wind_Cand,14,34.74209387,-118.1119332
215,325_Curtiss_Wind_Cand,325,Curtiss,Wind_Cand,14,34.25189131,-117.1289772
216,102_Adams_Li_Ion_Cand,102,Adams,Li_Ion_Cand,21,33.35767844,-113.8259335
217,103_Adler_Li_Ion_Cand,103,Adler,Li_Ion_Cand,21,33.53683282,-114.6703991
218,104_Agricola_Li_Ion_Cand,104,Agricola,Li_Ion_Cand,21,33.81230352,-113.8254191
219,107_Alder_Li_Ion_Cand,107,Alder,Li_Ion_Cand,21,34.69726196,-113.7013088
220,113_Arne_Li_Ion_Cand,113,Arne,Li_Ion_Cand,21,34.35428034,-114.274657
221,115_Arthur_Li_Ion_Cand,115,Arthur,Li_Ion_Cand,21,33.50618372,-115.3295084
222,116_Asser_Li_Ion_Cand,116,Asser,Li_Ion_Cand,21,33.66103124,-115.321058
223,118_Astor_Li_Ion_Cand,118,Astor,Li_Ion_Cand,21,33.54453082,-115.799956
224,119_Attar_Li_Ion_Cand,119,Attar,Li_Ion_Cand,21,33.86907891,-115.3691306
225,121_Attlee_Li_Ion_Cand,121,Attlee,Li_Ion_Cand,21,33.52712147,-116.070778
226,122_Aubrey_Li_Ion_Cand,122,Aubrey,Li_Ion_Cand,21,32.81886407,-116.3243473
227,123_Austen_Li_Ion_Cand,123,Austen,Li_Ion_Cand,21,34.38200027,-115.0687884
228,201_Bach_Li_Ion_Cand,201,Bach,Li_Ion_Cand,21,36.2556636,-113.7214959
229,202_Bacon_Li_Ion_Cand,202,Bacon,Li_Ion_Cand,21,36.28996256,-113.7459985
230,207_Baker_Li_Ion_Cand,207,Baker,Li_Ion_Cand,21,36.05246663,-113.0828494
231,212_Barkla_Li_Ion_Cand,212,Barkla,Li_Ion_Cand,21,35.79144538,-114.1461651
232,213_Barlow_Li_Ion_Cand,213,Barlow,Li_Ion_Cand,21,36.1460954,-114.6228964
233,215_Barton_Li_Ion_Cand,215,Barton,Li_Ion_Cand,21,35.14859089,-114.5757743
234,216_Basov_Li_Ion_Cand,216,Basov,Li_Ion_Cand,21,35.26148957,-114.7307626
235,218_Bayle_Li_Ion_Cand,218,Bayle,Li_Ion_Cand,21,35.11490694,-115.0778823
236,221_Behring_Li_Ion_Cand,221,Behring,Li_Ion_Cand,21,35.3163216,-115.1979424
237,222_Bell_Li_Ion_Cand,222,Bell,Li_Ion_Cand,21,36.33098104,-115.2902095
238,223_Bloch_Li_Ion_Cand,223,Bloch,Li_Ion_Cand,21,35.82434965,-115.5364456
239,301_Cabell_Li_Ion_Cand,301,Cabell,Li_Ion_Cand,21,35.0475822,-118.8217654
240,302_Cabot_Li_Ion_Cand,302,Cabot,Li_Ion_Cand,21,35.02993688,-118.8648595
241,303_Caesar_Li_Ion_Cand,303,Caesar,Li_Ion_Cand,21,35.21754253,-118.0435499
242,307_Carew_Li_Ion_Cand,307,Carew,Li_Ion_Cand,21,34.10126562,-118.878178
243,308_Carrel_Li_Ion_Cand,308,Carrel,Li_Ion_Cand,21,34.22471784,-118.6542579
244,309_Carter_Li_Ion_Cand,309,Carter,Li_Ion_Cand,21,34.73575793,-118.127342
245,310_Caruso_Li_Ion_Cand,310,Caruso,Li_Ion_Cand,21,34.72931591,-118.1045248
246,312_Caxton_Li_Ion_Cand,312,Caxton,Li_Ion_Cand,21,34.72296307,-118.1198874
247,313_Cecil_Li_Ion_Cand,313,Cecil,Li_Ion_Cand,21,34.26526814,-118.0188551
248,314_Chain_Li_Ion_Cand,314,Chain,Li_Ion_Cand,21,34.94496423,-117.6848792
249,315_Chase_Li_Ion_Cand,315,Chase,Li_Ion_Cand,21,35.26597012,-117.3864335
250,316_Chifa_Li_Ion_Cand,316,Chifa,Li_Ion_Cand,21,35.13836711,-117.2515886
251,317_Chuhsi_Li_Ion_Cand,317,Chuhsi,Li_Ion_Cand,21,35.37843341,-117.0558295
252,318_Clark_Li_Ion_Cand,318,Clark,Li_Ion_Cand,21,35.50581323,-116.9765714
253,319_Clay_Li_Ion_Cand,319,Clay,Li_Ion_Cand,21,34.9176312,-117.1244195
254,320_Clive_Li_Ion_Cand,320,Clive,Li_Ion_Cand,21,34.46246563,-117.0635083
255,321_Cobb_Li_Ion_Cand,321,Cobb,Li_Ion_Cand,21,35.74534438,-117.1153628
256,322_Cole_Li_Ion_Cand,322,Cole,Li_Ion_Cand,21,36.43895848,-117.4852717
257,323_Comte_Li_Ion_Cand,323,Comte,Li_Ion_Cand,21,34.25300337,-117.1132211
258,102_Adams_Flow_Cand,102,Adams,Flow_Cand,22,33.35767844,-113.8259335
259,103_Adler_Flow_Cand,103,Adler,Flow_Cand,22,33.53683282,-114.6703991
260,104_Agricola_Flow_Cand,104,Agricola,Flow_Cand,22,33.81230352,-113.8254191
261,107_Alder_Flow_Cand,107,Alder,Flow_Cand,22,34.69726196,-113.7013088
262,113_Arne_Flow_Cand,113,Arne,Flow_Cand,22,34.35428034,-114.274657
263,115_Arthur_Flow_Cand,115,Arthur,Flow_Cand,22,33.50618372,-115.3295084
264,116_Asser_Flow_Cand,116,Asser,Flow_Cand,22,33.66103124,-115.321058
265,118_Astor_Flow_Cand,118,Astor,Flow_Cand,22,33.54453082,-115.799956
266,119_Attar_Flow_Cand,119,Attar,Flow_Cand,22,33.86907891,-115.3691306
267,121_Attlee_Flow_Cand,121,Attlee,Flow_Cand,22,33.52712147,-116.070778
268,122_Aubrey_Flow_Cand,122,Aubrey,Flow_Cand,22,32.81886407,-116.3243473
269,123_Austen_Flow_Cand,123,Austen,Flow_Cand,22,34.38200027,-115.0687884
270,201_Bach_Flow_Cand,201,Bach,Flow_Cand,22,36.2556636,-113.7214959
271,202_Bacon_Flow_Cand,202,Bacon,Flow_Cand,22,36.28996256,-113.7459985
272,207_Baker_Flow_Cand,207,Baker,Flow_Cand,22,36.05246663,-113.0828494
273,212_Barkla_Flow_Cand,212,Barkla,Flow_Cand,22,35.79144538,-114.1461651
274,213_Barlow_Flow_Cand,213,Barlow,Flow_Cand,22,36.1460954,-114.6228964
275,215_Barton_Flow_Cand,215,Barton,Flow_Cand,22,35.14859089,-114.5757743
276,216_Basov_Flow_Cand,216,Basov,Flow_Cand,22,35.26148957,-114.7307626
277,218_Bayle_Flow_Cand,218,Bayle,Flow_Cand,22,35.11490694,-115.0778823
278,221_Behring_Flow_Cand,221,Behring,Flow_Cand,22,35.3163216,-115.1979424
279,222_Bell_Flow_Cand,222,Bell,Flow_Cand,22,36.33098104,-115.2902095
280,223_Bloch_Flow_Cand,223,Bloch,Flow_Cand,22,35.82434965,-115.5364456
281,301_Cabell_Flow_Cand,301,Cabell,Flow_Cand,22,35.0475822,-118.8217654
282,302_Cabot_Flow_Cand,302,Cabot,Flow_Cand,22,35.02993688,-118.8648595
283,303_Caesar_Flow_Cand,303,Caesar,Flow_Cand,22,35.21754253,-118.0435499
284,307_Carew_Flow_Cand,307,Carew,Flow_Cand,22,34.10126562,-118.878178
285,308_Carrel_Flow_Cand,308,Carrel,Flow_Cand,22,34.22471784,-118.6542579
286,309_Carter_Flow_Cand,309,Carter,Flow_Cand,22,34.73575793,-118.127342
287,310_Caruso_Flow_Cand,310,Caruso,Flow_Cand,22,34.72931591,-118.1045248
288,312_Caxton_Flow_Cand,312,Caxton,Flow_Cand,22,34.72296307,-118.1198874
289,313_Cecil_Flow_Cand,313,Cecil,Flow_Cand,22,34.26526814,-118.0188551
290,314_Chain_Flow_Cand,314,Chain,Flow_Cand,22,34.94496423,-117.6848792
291,315_Chase_Flow_Cand,315,Chase,Flow_Cand,22,35.26597012,-117.3864335
292,316_Chifa_Flow_Cand,316,Chifa,Flow_Cand,22,35.13836711,-117.2515886
293,317_Chuhsi_Flow_Cand,317,Chuhsi,Flow_Cand,22,35.37843341,-117.0558295
294,318_Clark_Flow_Cand,318,Clark,Flow_Cand,22,35.50581323,-116.9765714
295,319_Clay_Flow_Cand,319,Clay,Flow_Cand,22,34.9176312,-117.1244195
296,320_Clive_Flow_Cand,320,Clive,Flow_Cand,22,34.46246563,-117.0635083
297,321_Cobb_Flow_Cand,321,Cobb,Flow_Cand,22,35.74534438,-117.1153628
298,322_Cole_Flow_Cand,322,Cole,Flow_Cand,22,36.43895848,-117.4852717
299,323_Comte_Flow_Cand,323,Comte,Flow_Cand,22,34.25300337,-117.1132211
300,102_Adams_Therm_Cand,102,Adams,Therm_Cand,25,33.35767844,-113.8259335
301,103_Adler_Therm_Cand,103,Adler,Therm_Cand,25,33.53683282,-114.6703991
302,104_Agricola_Therm_Cand,104,Agricola,Therm_Cand,25,33.81230352,-113.8254191
303,107_Alder_Therm_Cand,107,Alder,Therm_Cand,25,34.69726196,-113.7013088
304,113_Arne_Therm_Cand,113,Arne,Therm_Cand,25,34.35428034,-114.274657
305,115_Arthur_Therm_Cand,115,Arthur,Therm_Cand,25,33.50618372,-115.3295084
