datetime,year,month,day1,day,hour,temp_C,IT_MW,PUE,Lpeak_sys_MW,normalized
1/2/2020 23:00,2020,1,2,1/2/2020,24,14.65,100.606,1.143,487.8713685,0.600792465
1/3/2020 0:00,2020,1,3,1/3/2020,1,12.65,101.592,1.103,448.947165,0.552858994
1/3/2020 1:00,2020,1,3,1/3/2020,2,13.119,97.749,1.112,448.9395645,0.552849634
1/3/2020 2:00,2020,1,3,1/3/2020,3,11.097,99.023,1.08,448.9319939,0.552840311
1/3/2020 3:00,2020,1,3,1/3/2020,4,8.913,99.48,1.08,448.9244531,0.552831025
1/3/2020 4:00,2020,1,3,1/3/2020,5,8.333,101.382,1.08,448.9169423,0.552821776
1/3/2020 5:00,2020,1,3,1/3/2020,6,6.782,98.179,1.08,448.9094614,0.552812563
1/3/2020 6:00,2020,1,3,1/3/2020,7,7.587,98.631,1.08,448.9020104,0.552803388
1/3/2020 7:00,2020,1,3,1/3/2020,8,7.094,100.392,1.08,479.0668255,0.589950051
1/3/2020 8:00,2020,1,3,1/3/2020,9,4.877,103.76,1.08,551.9016564,0.679642992
1/3/2020 9:00,2020,1,3,1/3/2020,10,5.43,100.975,1.08,624.7365171,0.769335969
1/3/2020 10:00,2020,1,3,1/3/2020,11,6.024,103.027,1.08,654.901422,0.806482743
1/3/2020 11:00,2020,1,3,1/3/2020,12,5.222,104.316,1.08,654.8941206,0.806473752
1/3/2020 12:00,2020,1,3,1/3/2020,13,7.615,102.759,1.08,654.8868491,0.806464797
1/3/2020 13:00,2020,1,3,1/3/2020,14,6.988,103.173,1.08,654.8796076,0.80645588
1/3/2020 14:00,2020,1,3,1/3/2020,15,7.758,103.679,1.08,654.872396,0.806446999
1/3/2020 15:00,2020,1,3,1/3/2020,16,9.351,103.679,1.08,654.8652143,0.806438155
1/3/2020 16:00,2020,1,3,1/3/2020,17,10.888,101.452,1.08,654.8580626,0.806429348
1/3/2020 17:00,2020,1,3,1/3/2020,18,11.576,100.549,1.082,654.8509409,0.806420578
1/3/2020 18:00,2020,1,3,1/3/2020,19,14.155,99.917,1.133,654.8438491,0.806411845
1/3/2020 19:00,2020,1,3,1/3/2020,20,13.902,102.287,1.128,590.7389021,0.727469378
1/3/2020 20:00,2020,1,3,1/3/2020,21,13.205,100.606,1.114,526.6339851,0.648526949
1/3/2020 21:00,2020,1,3,1/3/2020,22,14.775,99.698,1.145,526.6269832,0.648518326
1/3/2020 22:00,2020,1,3,1/3/2020,23,13.2,99.897,1.114,526.6200112,0.64850974
1/3/2020 23:00,2020,1,3,1/3/2020,24,15.125,100.313,1.153,487.6964961,0.600577117
1/4/2020 0:00,2020,1,4,1/4/2020,1,12.228,100.725,1.095,448.773011,0.552644531
1/4/2020 1:00,2020,1,4,1/4/2020,2,11.907,100.443,1.088,448.766129,0.552636056
1/4/2020 2:00,2020,1,4,1/4/2020,3,11.338,98.918,1.08,448.759277,0.552627618
1/4/2020 3:00,2020,1,4,1/4/2020,4,9.405,101.77,1.08,448.7524549,0.552619217
1/4/2020 4:00,2020,1,4,1/4/2020,5,8.082,100.026,1.08,448.7456629,0.552610853
1/4/2020 5:00,2020,1,4,1/4/2020,6,7.994,100.3,1.08,448.7389008,0.552602525
1/4/2020 6:00,2020,1,4,1/4/2020,7,5.617,99.413,1.08,448.7321687,0.552594235
1/4/2020 7:00,2020,1,4,1/4/2020,8,6.987,99.458,1.08,478.8977029,0.589741784
1/4/2020 8:00,2020,1,4,1/4/2020,9,4.674,101.186,1.08,551.7332529,0.67943561
1/4/2020 9:00,2020,1,4,1/4/2020,10,4.551,101.878,1.08,624.5688328,0.769129473
1/4/2020 10:00,2020,1,4,1/4/2020,11,5.592,101.685,1.08,654.734457,0.806277133
1/4/2020 11:00,2020,1,4,1/4/2020,12,4.385,102.719,1.08,654.727875,0.806269027
1/4/2020 12:00,2020,1,4,1/4/2020,13,6.851,100.921,1.08,654.721323,0.806260959
1/4/2020 13:00,2020,1,4,1/4/2020,14,7.208,102.021,1.08,654.714801,0.806252927
1/4/2020 14:00,2020,1,4,1/4/2020,15,9.137,100.611,1.08,654.708309,0.806244933
1/4/2020 15:00,2020,1,4,1/4/2020,16,9.941,101.469,1.08,654.7018471,0.806236975
1/4/2020 16:00,2020,1,4,1/4/2020,17,11.905,101.638,1.088,654.6954152,0.806229055
1/4/2020 17:00,2020,1,4,1/4/2020,18,11.544,102.992,1.081,654.6890133,0.806221171
1/4/2020 18:00,2020,1,4,1/4/2020,19,13.827,101.045,1.127,654.6826415,0.806213324
1/4/2020 19:00,2020,1,4,1/4/2020,20,13.899,101.833,1.128,590.5784146,0.727271745
1/4/2020 20:00,2020,1,4,1/4/2020,21,13.933,100.756,1.129,526.4742177,0.648330202
1/4/2020 21:00,2020,1,4,1/4/2020,22,14.671,99.144,1.143,526.467936,0.648322466
1/4/2020 22:00,2020,1,4,1/4/2020,23,13.727,98.831,1.125,526.4616844,0.648314768
1/4/2020 23:00,2020,1,4,1/4/2020,24,13.427,99.349,1.119,487.5388897,0.600383032
1/5/2020 0:00,2020,1,5,1/5/2020,1,12.759,99.739,1.105,448.616125,0.552451332
1/5/2020 1:00,2020,1,5,1/5/2020,2,12.406,99.82,1.098,448.6099635,0.552443745
1/5/2020 2:00,2020,1,5,1/5/2020,3,11.091,99.477,1.08,448.6038321,0.552436194
1/5/2020 3:00,2020,1,5,1/5/2020,4,8.322,100.889,1.08,448.5977308,0.552428681
1/5/2020 4:00,2020,1,5,1/5/2020,5,10.019,100.843,1.08,448.5916595,0.552421204
1/5/2020 5:00,2020,1,5,1/5/2020,6,9.173,100.699,1.08,448.5856183,0.552413765
1/5/2020 6:00,2020,1,5,1/5/2020,7,6.353,98.327,1.08,448.5796072,0.552406362
1/5/2020 7:00,2020,1,5,1/5/2020,8,6.822,98.554,1.08,478.7458624,0.589554799
1/5/2020 8:00,2020,1,5,1/5/2020,9,6.153,99.302,1.08,551.5821334,0.679249513
1/5/2020 9:00,2020,1,5,1/5/2020,10,5.213,103.401,1.08,624.4184346,0.768944264
1/5/2020 10:00,2020,1,5,1/5/2020,11,5.543,102.774,1.08,654.58478,0.806092812
1/5/2020 11:00,2020,1,5,1/5/2020,12,7.01,102.905,1.08,654.5789193,0.806085595
1/5/2020 12:00,2020,1,5,1/5/2020,13,5.578,101.294,1.08,654.5730887,0.806078415
1/5/2020 13:00,2020,1,5,1/5/2020,14,8.445,101.998,1.08,654.5672882,0.806071272
1/5/2020 14:00,2020,1,5,1/5/2020,15,9.868,100.642,1.08,654.5615178,0.806064166
1/5/2020 15:00,2020,1,5,1/5/2020,16,9.516,101.324,1.08,654.5557775,0.806057097
1/5/2020 16:00,2020,1,5,1/5/2020,17,12.363,103.025,1.097,654.5500673,0.806050065
1/5/2020 17:00,2020,1,5,1/5/2020,18,12.899,102.201,1.108,654.5443873,0.80604307
1/5/2020 18:00,2020,1,5,1/5/2020,19,14.067,103.136,1.131,654.5387373,0.806036113
1/5/2020 19:00,2020,1,5,1/5/2020,20,13.825,101.256,1.127,590.4352323,0.727095422
1/5/2020 20:00,2020,1,5,1/5/2020,21,13.519,100.985,1.12,526.3317574,0.648154768
1/5/2020 21:00,2020,1,5,1/5/2020,22,14.199,100.169,1.134,526.3261978,0.648147922
1/5/2020 22:00,2020,1,5,1/5/2020,23,12.539,98.746,1.101,526.3206683,0.648141113
1/5/2020 23:00,2020,1,5,1/5/2020,24,13.236,99.318,1.115,487.3985958,0.600210266
1/6/2020 0:00,2020,1,6,1/6/2020,1,13.721,98.121,1.124,448.4765535,0.552279456
1/6/2020 1:00,2020,1,6,1/6/2020,2,11.582,98.559,1.082,448.4711144,0.552272758
1/6/2020 2:00,2020,1,6,1/6/2020,3,11.489,99.021,1.08,448.4657054,0.552266097
1/6/2020 3:00,2020,1,6,1/6/2020,4,11.648,100.488,1.083,448.4603266,0.552259473
1/6/2020 4:00,2020,1,6,1/6/2020,5,8.44,99.721,1.08,448.4549779,0.552252887
1/6/2020 5:00,2020,1,6,1/6/2020,6,8.057,99.747,1.08,448.4496593,0.552246337
1/6/2020 6:00,2020,1,6,1/6/2020,7,5.63,101.578,1.08,448.4443709,0.552239825
1/6/2020 7:00,2020,1,6,1/6/2020,8,6.906,100.365,1.08,478.6113489,0.589389152
1/6/2020 8:00,2020,1,6,1/6/2020,9,6.455,102.387,1.08,551.4483428,0.679084756
1/6/2020 9:00,2020,1,6,1/6/2020,10,5.031,101.252,1.08,624.2853669,0.768780397
1/6/2020 10:00,2020,1,6,1/6/2020,11,4.936,102.335,1.08,654.4524354,0.805929835
1/6/2020 11:00,2020,1,6,1/6/2020,12,5.803,103.79,1.08,654.4472977,0.805923509
1/6/2020 12:00,2020,1,6,1/6/2020,13,5.865,102.234,1.08,654.4421903,0.805917219
1/6/2020 13:00,2020,1,6,1/6/2020,14,8.227,102.268,1.08,654.437113,0.805910967
1/6/2020 14:00,2020,1,6,1/6/2020,15,9.711,102.574,1.08,654.4320658,0.805904751
1/6/2020 15:00,2020,1,6,1/6/2020,16,10.122,102.363,1.08,654.4270489,0.805898573
1/6/2020 16:00,2020,1,6,1/6/2020,17,9.738,100.911,1.08,654.4220621,0.805892432
1/6/2020 17:00,2020,1,6,1/6/2020,18,13.539,102.648,1.121,654.4171055,0.805886328
1/6/2020 18:00,2020,1,6,1/6/2020,19,13.574,100.864,1.121,654.412179,0.805880262
1/6/2020 19:00,2020,1,6,1/6/2020,20,14.086,101.203,1.132,590.3093976,0.726940462
1/6/2020 20:00,2020,1,6,1/6/2020,21,13.058,101.219,1.111,526.2066464,0.6480007
1/6/2020 21:00,2020,1,6,1/6/2020,22,14.409,99.947,1.138,526.2018105,0.647994744
1/6/2020 22:00,2020,1,6,1/6/2020,23,14.382,99.028,1.138,526.1970048,0.647988826
1/6/2020 23:00,2020,1,6,1/6/2020,24,13.985,99.953,1.13,487.2756562,0.600058871
1/7/2020 0:00,2020,1,7,1/7/2020,1,13.652,100.376,1.123,448.3543378,0.552128953
1/7/2020 1:00,2020,1,7,1/7/2020,2,11.589,99.285,1.082,448.3496226,0.552123146
1/7/2020 2:00,2020,1,7,1/7/2020,3,10.797,101.028,1.08,448.3449377,0.552117377
1/7/2020 3:00,2020,1,7,1/7/2020,4,9.42,102.249,1.08,448.340283,0.552111645
1/7/2020 4:00,2020,1,7,1/7/2020,5,8.686,98.408,1.08,448.3356585,0.55210595
1/7/2020 5:00,2020,1,7,1/7/2020,6,6.331,100.162,1.08,448.3310642,0.552100292
1/7/2020 6:00,2020,1,7,1/7/2020,7,7.631,98.449,1.08,448.3265001,0.552094672
1/7/2020 7:00,2020,1,7,1/7/2020,8,6.531,100.033,1.08,478.4942024,0.589244891
1/7/2020 8:00,2020,1,7,1/7/2020,9,6.312,98.657,1.08,551.3319207,0.678941387
1/7/2020 9:00,2020,1,7,1/7/2020,10,5.426,100.219,1.08,624.1696692,0.76863792
1/7/2020 10:00,2020,1,7,1/7/2020,11,5.935,101.55,1.08,654.3374622,0.805788251
1/7/2020 11:00,2020,1,7,1/7/2020,12,5.755,101.904,1.08,654.3330492,0.805782817
1/7/2020 12:00,2020,1,7,1/7/2020,13,8.122,99.801,1.08,654.3286664,0.805777419
1/7/2020 13:00,2020,1,7,1/7/2020,14,6.788,101.152,1.08,654.3243138,0.805772059
1/7/2020 14:00,2020,1,7,1/7/2020,15,7.775,102.25,1.08,654.3199914,0.805766737
1/7/2020 15:00,2020,1,7,1/7/2020,16,9.92,100.39,1.08,654.3156993,0.805761451
1/7/2020 16:00,2020,1,7,1/7/2020,17,11.317,99.235,1.08,654.3114374,0.805756203
1/7/2020 17:00,2020,1,7,1/7/2020,18,14.141,100.253,1.133,654.3072057,0.805750991
1/7/2020 18:00,2020,1,7,1/7/2020,19,14.028,101.557,1.131,654.3030042,0.805745818
1/7/2020 19:00,2020,1,7,1/7/2020,20,14.332,100.948,1.137,590.2009479,0.726806911
1/7/2020 20:00,2020,1,7,1/7/2020,21,13.642,99.82,1.123,526.0989218,0.647868041
1/7/2020 21:00,2020,1,7,1/7/2020,22,13.716,98.376,1.124,526.0948111,0.647862979
1/7/2020 22:00,2020,1,7,1/7/2020,23,13.556,98.826,1.121,526.0907306,0.647857954
1/7/2020 23:00,2020,1,7,1/7/2020,24,14.52,101.786,1.14,487.1701072,0.599928892
1/8/2020 0:00,2020,1,8,1/8/2020,1,13.934,99.789,1.129,448.2495141,0.551999867
1/8/2020 1:00,2020,1,8,1/8/2020,2,12.965,101.144,1.109,448.2455244,0.551994954
1/8/2020 2:00,2020,1,8,1/8/2020,3,10.425,100.51,1.08,448.2415649,0.551990078
1/8/2020 3:00,2020,1,8,1/8/2020,4,8.878,99.451,1.08,448.2376356,0.551985239
1/8/2020 4:00,2020,1,8,1/8/2020,5,8.932,99.755,1.08,448.2337367,0.551980438
1/8/2020 5:00,2020,1,8,1/8/2020,6,8.163,99.382,1.08,448.2298679,0.551975673
1/8/2020 6:00,2020,1,8,1/8/2020,7,7.028,101.204,1.08,448.2260295,0.551970946
1/8/2020 7:00,2020,1,8,1/8/2020,8,6.771,99.41,1.08,478.3944575,0.589122059
1/8/2020 8:00,2020,1,8,1/8/2020,9,6.364,102.13,1.08,551.2329016,0.678819449
1/8/2020 9:00,2020,1,8,1/8/2020,10,6.556,100.502,1.08,624.0713759,0.768516876
1/8/2020 10:00,2020,1,8,1/8/2020,11,6.333,98.89,1.08,654.2398947,0.805668101
1/8/2020 11:00,2020,1,8,1/8/2020,12,4.858,101.302,1.08,654.2362076,0.80566356
1/8/2020 12:00,2020,1,8,1/8/2020,13,6.317,99.056,1.08,654.2325507,0.805659057
1/8/2020 13:00,2020,1,8,1/8/2020,14,7.609,98.181,1.08,654.2289241,0.805654591
1/8/2020 14:00,2020,1,8,1/8/2020,15,10.342,101.066,1.08,654.2253278,0.805650162
1/8/2020 15:00,2020,1,8,1/8/2020,16,9.468,100.235,1.08,654.2217618,0.805645771
1/8/2020 16:00,2020,1,8,1/8/2020,17,10.933,100.285,1.08,654.218226,0.805641417
1/8/2020 17:00,2020,1,8,1/8/2020,18,12.081,98.244,1.092,654.2147205,0.8056371
1/8/2020 18:00,2020,1,8,1/8/2020,19,13.752,100.209,1.125,654.2112453,0.80563282
1/8/2020 19:00,2020,1,8,1/8/2020,20,13.644,101.107,1.123,590.1099152,0.726694808
1/8/2020 20:00,2020,1,8,1/8/2020,21,14.569,100.21,1.141,526.0086155,0.647756833
1/8/2020 21:00,2020,1,8,1/8/2020,22,13.388,99.117,1.118,526.0052311,0.647752665
1/8/2020 22:00,2020,1,8,1/8/2020,23,14.42,99.05,1.138,526.0018771,0.647748535
1/8/2020 23:00,2020,1,8,1/8/2020,24,14.838,100.197,1.147,487.0819802,0.599820367
1/9/2020 0:00,2020,1,9,1/9/2020,1,13.644,101.6,1.123,448.1621136,0.551892237
1/9/2020 1:00,2020,1,9,1/9/2020,2,12.079,99.403,1.092,448.1588504,0.551888218
1/9/2020 2:00,2020,1,9,1/9/2020,3,11.872,101.129,1.087,448.1556175,0.551884237
1/9/2020 3:00,2020,1,9,1/9/2020,4,10.702,100.253,1.08,448.1524149,0.551880293
1/9/2020 4:00,2020,1,9,1/9/2020,5,9.195,99.051,1.08,448.1492426,0.551876387
1/9/2020 5:00,2020,1,9,1/9/2020,6,8.34,100.91,1.08,448.1461006,0.551872518
1/9/2020 6:00,2020,1,9,1/9/2020,7,7.705,100.581,1.08,448.142989,0.551868686
1/9/2020 7:00,2020,1,9,1/9/2020,8,5.571,100.692,1.08,478.3121438,0.589020694
1/9/2020 8:00,2020,1,9,1/9/2020,9,5.22,103.536,1.08,551.1513147,0.678718979
1/9/2020 9:00,2020,1,9,1/9/2020,10,6.075,101.629,1.08,623.990516,0.768417301
1/9/2020 10:00,2020,1,9,1/9/2020,11,7.076,101.176,1.08,654.1597618,0.805569421
1/9/2020 11:00,2020,1,9,1/9/2020,12,6.065,99.795,1.08,654.1568016,0.805565775
1/9/2020 12:00,2020,1,9,1/9/2020,13,6.037,101.573,1.08,654.1538718,0.805562167
1/9/2020 13:00,2020,1,9,1/9/2020,14,8.77,102.822,1.08,654.1509723,0.805558597
1/9/2020 14:00,2020,1,9,1/9/2020,15,8.613,104.017,1.08,654.148103,0.805555063
1/9/2020 15:00,2020,1,9,1/9/2020,16,9.703,100.471,1.08,654.1452641,0.805551567
1/9/2020 16:00,2020,1,9,1/9/2020,17,9.281,101.813,1.08,654.1424556,0.805548109
1/9/2020 17:00,2020,1,9,1/9/2020,18,12.155,101.101,1.093,654.1396773,0.805544687
1/9/2020 18:00,2020,1,9,1/9/2020,19,13.667,101.56,1.123,654.1369294,0.805541304
1/9/2020 19:00,2020,1,9,1/9/2020,20,13.091,102.202,1.112,590.0363266,0.726604187
1/9/2020 20:00,2020,1,9,1/9/2020,21,15.052,100.785,1.151,525.9357542,0.647667108
1/9/2020 21:00,2020,1,9,1/9/2020,22,13.659,99.476,1.123,525.9330972,0.647663836
1/9/2020 22:00,2020,1,9,1/9/2020,23,13.835,98.694,1.127,525.9304706,0.647660601
1/9/2020 23:00,2020,1,9,1/9/2020,24,13.106,99.682,1.112,487.0113012,0.599733329
1/10/2020 0:00,2020,1,10,1/10/2020,1,12.44,98.947,1.099,448.092162,0.551806095
1/10/2020 1:00,2020,1,10,1/10/2020,2,11.037,98.65,1.08,448.0896264,0.551802972
1/10/2020 2:00,2020,1,10,1/10/2020,3,10.871,99.155,1.08,448.0871211,0.551799887
1/10/2020 3:00,2020,1,10,1/10/2020,4,9.656,98.232,1.08,448.0846461,0.551796839
1/10/2020 4:00,2020,1,10,1/10/2020,5,8.583,100.565,1.08,448.0822014,0.551793828
1/10/2020 5:00,2020,1,10,1/10/2020,6,7.9,99.276,1.08,448.0797871,0.551790855
1/10/2020 6:00,2020,1,10,1/10/2020,7,5.475,100.421,1.08,448.0774031,0.55178792
1/10/2020 7:00,2020,1,10,1/10/2020,8,6.491,100.296,1.08,478.2472857,0.588940824
1/10/2020 8:00,2020,1,10,1/10/2020,9,6.122,101.026,1.08,551.0871844,0.678640005
1/10/2020 9:00,2020,1,10,1/10/2020,10,5.376,103.443,1.08,623.9271134,0.768339223
1/10/2020 10:00,2020,1,10,1/10/2020,11,6.118,102.212,1.08,654.0970871,0.805492239
1/10/2020 11:00,2020,1,10,1/10/2020,12,6.045,101.897,1.08,654.0948548,0.80548949
1/10/2020 12:00,2020,1,10,1/10/2020,13,8.266,103.66,1.08,654.0926528,0.805486779
1/10/2020 13:00,2020,1,10,1/10/2020,14,8.605,100.195,1.08,654.0904813,0.805484105
1/10/2020 14:00,2020,1,10,1/10/2020,15,9.478,102.296,1.08,654.08834,0.805481468
1/10/2020 15:00,2020,1,10,1/10/2020,16,8.896,102.441,1.08,654.0862291,0.805478868
1/10/2020 16:00,2020,1,10,1/10/2020,17,11.153,102.185,1.08,654.0841485,0.805476306
1/10/2020 17:00,2020,1,10,1/10/2020,18,12.787,99.572,1.106,654.0820983,0.805473781
1/10/2020 18:00,2020,1,10,1/10/2020,19,13.917,100.383,1.128,654.0800785,0.805471294
1/10/2020 19:00,2020,1,10,1/10/2020,20,13.826,101.674,1.127,589.9802038,0.726535074
1/10/2020 20:00,2020,1,10,1/10/2020,21,15.924,99.413,1.168,525.8803596,0.647598891
1/10/2020 21:00,2020,1,10,1/10/2020,22,14.847,100.255,1.147,525.8784308,0.647596516
1/10/2020 22:00,2020,1,10,1/10/2020,23,13.839,98.737,1.127,525.8765323,0.647594178
1/10/2020 23:00,2020,1,10,1/10/2020,24,13.363,100.085,1.117,486.9580911,0.599667803
1/11/2020 0:00,2020,1,11,1/11/2020,1,13.606,97.959,1.122,448.0396803,0.551741466
1/11/2020 1:00,2020,1,11,1/11/2020,2,12.908,99.746,1.108,448.0378729,0.55173924
1/11/2020 2:00,2020,1,11,1/11/2020,3,11.637,98.603,1.083,448.0360959,0.551737051
1/11/2020 3:00,2020,1,11,1/11/2020,4,9.889,100.446,1.08,448.0343492,0.551734901
1/11/2020 4:00,2020,1,11,1/11/2020,5,9.748,98.63,1.08,448.0326329,0.551732787
1/11/2020 5:00,2020,1,11,1/11/2020,6,6.621,99.985,1.08,448.030947,0.551730711
1/11/2020 6:00,2020,1,11,1/11/2020,7,6.393,99.515,1.08,448.0292914,0.551728672
1/11/2020 7:00,2020,1,11,1/11/2020,8,6.285,99.055,1.08,478.1999024,0.588882473
1/11/2020 8:00,2020,1,11,1/11/2020,9,6.392,102.307,1.08,551.0405296,0.678582551
1/11/2020 9:00,2020,1,11,1/11/2020,10,5.93,102.346,1.08,623.8811871,0.768282667
1/11/2020 10:00,2020,1,11,1/11/2020,11,4.869,102.763,1.08,654.0518892,0.80543658
1/11/2020 11:00,2020,1,11,1/11/2020,12,7.044,101.566,1.08,654.0503855,0.805434728
1/11/2020 12:00,2020,1,11,1/11/2020,13,8.087,101.216,1.08,654.0489121,0.805432914
1/11/2020 13:00,2020,1,11,1/11/2020,14,9.22,101.787,1.08,654.0474691,0.805431137
1/11/2020 14:00,2020,1,11,1/11/2020,15,9.149,100.607,1.08,654.0460564,0.805429397
1/11/2020 15:00,2020,1,11,1/11/2020,16,11.753,101.464,1.085,654.0446741,0.805427695
1/11/2020 16:00,2020,1,11,1/11/2020,17,11.707,101.184,1.084,654.0433222,0.80542603
1/11/2020 17:00,2020,1,11,1/11/2020,18,12.564,101.984,1.101,654.0420007,0.805424403
1/11/2020 18:00,2020,1,11,1/11/2020,19,13.25,102.763,1.115,654.0407095,0.805422813
1/11/2020 19:00,2020,1,11,1/11/2020,20,13.339,104.067,1.117,589.9415635,0.72648749
1/11/2020 20:00,2020,1,11,1/11/2020,21,14.123,101.303,1.132,525.842448,0.647552205
1/11/2020 21:00,2020,1,11,1/11/2020,22,14.564,99.473,1.141,525.8412479,0.647550727
1/11/2020 22:00,2020,1,11,1/11/2020,23,14.052,98.842,1.131,525.8400782,0.647549287
1/11/2020 23:00,2020,1,11,1/11/2020,24,13.917,99.974,1.128,486.9223658,0.599623809
1/12/2020 0:00,2020,1,12,1/12/2020,1,11.439,100.121,1.08,448.0046838,0.551698369
1/12/2020 1:00,2020,1,12,1/12/2020,2,13.071,100.321,1.111,448.0036052,0.551697041
1/12/2020 2:00,2020,1,12,1/12/2020,3,9.812,98.685,1.08,448.002557,0.55169575
1/12/2020 3:00,2020,1,12,1/12/2020,4,10.184,99.322,1.08,448.0015392,0.551694496
1/12/2020 4:00,2020,1,12,1/12/2020,5,8.967,99.907,1.08,448.0005518,0.55169328
1/12/2020 5:00,2020,1,12,1/12/2020,6,7.705,101.334,1.08,447.9995947,0.551692102
1/12/2020 6:00,2020,1,12,1/12/2020,7,6.374,101.487,1.08,447.998668,0.551690961
1/12/2020 7:00,2020,1,12,1/12/2020,8,6.845,99.241,1.08,478.170008,0.588845659
1/12/2020 8:00,2020,1,12,1/12/2020,9,6.156,100.722,1.08,551.0113641,0.678546635
