time,101_Abel_Solar_Cand,101_Abel_Solar,102_Adams_Solar_Cand,102_Adams_Solar,103_Adler_Solar_Cand,103_Adler_Solar,104_Agricola_Solar_Cand,104_Agricola_Solar,105_Aiken_Solar_Cand,106_Alber_Solar_Cand,107_Alder_Solar_Cand,108_Alger_Solar_Cand,109_Ali_Solar_Cand,110_Allen_Solar_Cand,111_Anna_Solar_Cand,112_Archer_Solar_Cand,113_Arne_Solar_Cand,113_Arne_Solar,114_Arnold_Solar_Cand,115_Arthur_Solar_Cand,116_Asser_Solar_Cand,117_Aston_Solar_Cand,118_Astor_Solar_Cand,118_Astor_Solar_RT,119_Attar_Solar_Cand,119_Attar_Solar,120_Attila_Solar_Cand,121_Attlee_Solar_Cand,122_Aubrey_Solar_Cand,123_Austen_Solar_Cand,124_Avery_Solar_Cand,201_Bach_Solar_Cand,202_Bacon_Solar_Cand,203_Baffin_Solar_Cand,204_Bailey_Solar_Cand,205_Bain_Solar_Cand,206_Bajer_Solar_Cand,207_Baker_Solar_Cand,208_Balch_Solar_Cand,209_Balzac_Solar_Cand,210_Banks_Solar_Cand,211_Bardeen_Solar_Cand,212_Barkla_CSP,212_Barkla_Solar_Cand,213_Barlow_Solar_Cand,213_Barlow_Solar_RT,214_Barry_Solar_Cand,215_Barton_Solar_Cand,215_Barton_Solar,216_Basov_Solar_Cand,217_Bates_Solar_Cand,218_Bayle_Solar_Cand,219_Bede_Solar_Cand,220_Beethoven_Solar_Cand,221_Behring_Solar_Cand,222_Bell_Solar_Cand,223_Bloch_Solar_Cand,224_Bordet_Solar_Cand,301_Cabell_Solar_Cand,302_Cabot_Solar_Cand,303_Caesar_Solar_Cand,304_Caine_Solar_Cand,305_Calvin_Solar_Cand,306_Camus_Solar_Cand,307_Carew_Solar_Cand,308_Carrel_Solar_Cand,308_Carrel_Solar_RT,309_Carter_Solar_Cand,310_Caruso_Solar_Cand,310_Caruso_Solar,311_Cary_Solar_Cand,312_Caxton_Solar_Cand,312_Caxton_Solar,313_Cecil_Solar_Cand,313_Cecil_Solar,313_Cecil_Solar_RT,314_Chain_Solar_Cand,314_Chain_Solar,315_Chase_Solar_Cand,316_Chifa_Solar_Cand,317_Chuhsi_Solar_Cand,318_Clark_Solar_Cand,319_Clay_Solar_Cand,319_Clay_Solar,320_Clive_Solar_Cand,320_Clive_Solar,320_Clive_Solar_RT,321_Cobb_Solar_Cand,322_Cole_Solar_Cand,323_Comte_Solar_Cand,324_Curie_Solar_Cand,324_Curie_Solar,325_Curtiss_Solar_Cand
2020-01-01 03:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 04:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 05:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 06:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 07:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 08:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 09:00:00-07:00,0.1491484605953068,15.600928978269096,0.1529531101420159,7.785313306228611,0.1326023835479495,8.155046588198896,0.147607433057189,3.9558792059326655,0.1411766091027409,0.1367573872231881,0.1322184112632094,0.1345254676731304,0.1323097865764087,0.1322137583310292,0.1322052098788848,0.1322851016628918,0.1274010428227197,11.924737608206565,0.128135218275509,0.1226356700818794,0.1190733264219001,0.1096707557546042,0.1100618678638158,10.356821765985073,0.1201436465267155,8.001566858679254,0.1148613426011089,0.1069115439078297,0.1148544693628288,0.1146674608903124,0.1325751951721001,0.0676855290745161,0.0677572904998057,0.1288347567935656,0.0408160272157263,0.0564052019014618,0.0806443438707766,0.1378526327506725,0.0984516050161088,0.0759814286791459,0.075971926743543,0.0760067706696624,30.380263082649076,0.0759506577066226,0.0444263897501438,0.5864283447018981,0.0947453668307211,0.114106386823678,14.27470899164212,0.1089837010485322,0.1109531569990486,0.1116594748970227,0.0912403868733588,0.07330723855517,0.1064265489610682,0.0564407747632268,0.0738342614548492,0.1287772974914497,0.0485026201798688,0.0485373304005168,0.0577492765283687,0.0546766003304374,0.0549171846143235,0.0576242783382507,0.0484081968452016,0.0524160365732438,5.288778090240303,0.0572645031871148,0.0606489795407449,6.265039586558954,0.0606823150410273,0.0606654487053657,5.708618723174918,0.06368361895622,11.997993811351856,51.32899687871336,0.0624698180762849,15.461279973880512,0.0631350598270375,0.0659805657698055,0.0674775782959942,0.0675672003169583,0.0730234997464051,13.74302265227344,0.0847881432703317,4.375068192749116,12.480814689392824,0.0635016929695861,0.0520892930088519,0.0857570569958167,0.0577182906060906,8.790495659307608,0.076818468672709
2020-01-01 10:00:00-07:00,0.4545223934795901,47.54304235796513,0.4630605133499465,23.56978012951228,0.4290215497095876,26.38482530713964,0.4482606599464319,12.013385686564376,0.4414819186291964,0.4353476131625118,0.4334952026888589,0.4434872987329189,0.4400197096212959,0.4397898335764156,0.4397075616038,0.4398971963560913,0.4424585132843091,41.41411684341133,0.4305521067239183,0.4303028941823909,0.4271064381129695,0.4119371998954919,0.4125246884787693,38.81857318585219,0.4308232446484462,28.69282809358652,0.4287686937728999,0.4093912770222149,0.4232941271478179,0.4267998755149242,0.4290266445774975,0.1650368761868226,0.1651756379713584,0.3397841400514099,0.1183071055191181,0.1386988570986359,0.2014090129820794,0.281009969791289,0.2069051186943835,0.179472919290672,0.1794364761437843,0.1794962787022324,71.76623954290369,0.1794155988572592,0.1214615909458227,1.60329300048486,0.2631229443348877,0.3331696905540942,41.67952828831718,0.3543628125571976,0.419244478457574,0.4208654628746007,0.3343942825749683,0.3544496579565026,0.4264935902918787,0.2346345247402797,0.3575705397125739,0.3397287371320172,0.3291015474321241,0.3291623122723763,0.3733051138133694,0.3482853176019266,0.3514401202134025,0.3745842988744068,0.3149879762963988,0.3285979824652209,33.15553643074079,0.3520757161856683,0.3591206228154244,37.09716033683334,0.371727659620142,0.3714930124394827,34.95749247055532,0.3522453556471163,66.36302500391672,283.9097566515758,0.377292279765507,93.379839241963,0.3800166500066068,0.381312750483308,0.3856639907935882,0.3871640279807083,0.3934920803921988,74.05520952981182,0.4232109724141684,21.83768617657109,62.29665513936558,0.3778229688707575,0.3245508442532153,0.4201352881014786,0.3730644429711824,56.81771466451109,0.3934734275785949
2020-01-01 11:00:00-07:00,0.7269839434222214,76.04252048196436,0.7278467154321301,37.04739781549542,0.711665502116851,43.76742838018634,0.7311105441644844,19.593762583608186,0.7238208135806685,0.7200444384862326,0.5767244203933072,0.6377652141396415,0.7067879017942789,0.7065293025042971,0.7063721352621688,0.7065870418156527,0.686095142311285,64.21850532033628,0.7061293354365111,0.6923601207487226,0.6884328577891659,0.6736005083284657,0.673736360900584,63.39859156074495,0.6935126987456933,46.18794573646317,0.6952531431857177,0.6728171280751954,0.6858130507086074,0.6844900596870922,0.711739706529595,0.4245707464726617,0.4250529862331103,0.5248018265553046,0.4299442053981463,0.3729799047410568,0.4236754271281952,0.4616165721595998,0.3315865143367397,0.5223361461649352,0.5220925479629112,0.5223382389375233,208.83607329943783,0.5220901832485946,0.5096624494088364,6.727544332196641,0.669745852738998,0.6825942721078836,85.39254344069623,0.7072317437020711,0.6981372983080795,0.6997006054962163,0.7040739580159562,0.6655283916718776,0.7086733125466462,0.6205189697346881,0.6705831134895079,0.5247782194272949,0.642298619239697,0.6421520757055136,0.663345956489494,0.6492830901889648,0.6548227006089565,0.6699747459071,0.6075439024628121,0.619935510653815,62.551493024969936,0.6511516273082492,0.6590586227537202,68.08075573045929,0.6594176028495506,0.6590010255199917,62.01199650143122,0.6448902474668241,121.49732262274966,519.7815394582602,0.6663931556894065,164.9323060331281,0.6713609145185545,0.6670020638003376,0.6673209059664553,0.6700576673261549,0.6790653620138014,127.80010113099742,0.7158567927933133,36.938210508134965,105.37411989917572,0.6532690957359524,0.6304210106827672,0.7117462488152665,0.6630129393727955,100.97687066647676,0.6787119689410556
2020-01-01 12:00:00-07:00,0.8790739132366228,91.95113132455072,0.8834985056740161,44.97007393880742,0.8713747009471103,53.58954410824729,0.8801941665621339,23.589203663865188,0.875550647230336,0.8767279019545055,0.8877113387859502,0.8829686575285424,0.8694344991543278,0.8692121136240606,0.8690143593279677,0.869200957978914,0.8678030801455667,81.22636830162504,0.8667318113302661,0.8521302456444566,0.8493746470156023,0.8440790624569159,0.8436595935287785,79.38836775105806,0.8546280384471819,56.91822736058232,0.863625891145577,0.8442858588634988,0.8543228037081677,0.8572053204049765,0.8715017773044214,0.8647715644438126,0.8658485248811445,0.8577674936346503,0.7997678663162806,0.8284298003185503,0.842721756820911,0.8708737205485323,0.797317925649176,0.8575423537541308,0.857072744245133,0.8574721907197096,342.855875129303,0.8571396878232576,0.8151330407897464,10.75975613842465,0.8793192133059975,0.8740455788656545,109.34310191609336,0.8779264661612559,0.8709041537731423,0.8719559832076589,0.8813672318985097,0.8832311753548652,0.8899753630617464,0.8330859091625016,0.8884981115223712,0.8577914592759244,0.7219305169776633,0.7216364215210359,0.8511826591726713,0.8070766011581332,0.8134999267379499,0.8690419926892062,0.5240036255356959,0.6349120158239803,64.06262239663961,0.8602267009702143,0.8729920733885302,90.18008118103518,0.873354829403669,0.8728627458057356,82.13638438031973,0.8548286257913214,161.04971309908495,688.991872387805,0.8576496650753535,212.26829210615,0.8615131035785586,0.8550818326243783,0.8635495424186028,0.8668559200938841,0.8616794305330742,162.16806882632454,0.8981287952435024,46.343445834564726,132.20455865984354,0.8673876905861528,0.6991719221882766,0.8961692369144629,0.8508581696282641,129.58569923438463,0.8655774783410605
2020-01-01 13:00:00-07:00,0.9359308702360136,97.898369026687,0.9346881444239284,47.57562655117795,0.9364870450223488,57.59395326887446,0.944522812721272,25.31321138093009,0.939792314318822,0.9402124520445612,0.9485345859100894,0.9449085406904972,0.9344966879327312,0.9343144457349142,0.9340953090158602,0.9342496992459964,0.9361833541792972,87.6267619511822,0.9335413436049046,0.9265640827878902,0.9249724587030675,0.9162946215313076,0.9154499340887512,86.14383879775147,0.9301889374048058,61.95058323116006,0.936837636140864,0.9124711526948434,0.925208465738946,0.9305904325060856,0.9366486816004562,0.5800085640826239,0.5805602556770447,0.930327457405712,0.4517397980308384,0.5315679365456479,0.7143325898454947,0.8140057014398322,0.6294310728740039,0.7244182108935235,0.7239992791447327,0.7243151926230014,289.6402144686737,0.7241005361716844,0.4755545517351094,6.277320082903445,0.867353542545189,0.9252809581922902,115.7526478698555,0.9220836467092924,0.9261224781848072,0.9267215366712864,0.86991254392809,0.8014389733415973,0.9346771351762264,0.5689039666233568,0.8060143587290977,0.9303986818729572,0.9221525099370408,0.9216718602438712,0.9303700236374052,0.9113331195523484,0.9177222662176828,0.944410444670142,0.7058047946088091,0.7832054583291961,79.02543074541589,0.918935361439247,0.9271083172483672,95.77028917175632,0.9274445439316223,0.9269379058757488,87.22485694290796,0.8774118136151695,165.30438568509794,707.1939217738267,0.9266048069149256,229.33468971144413,0.9272749156233224,0.918279700099537,0.8851033504936593,0.8886765065397446,0.9287465778184708,174.7901059454362,0.96,49.536,141.31199999999998,0.8232019377199418,0.907669347005484,0.96,0.9300810325748772,141.65134126115382,0.9282848135240326
