datetime,year,month,day1,day,hour,system_wide
1/5/2020 16:00,2020,1,5,1/5/2020,17,3583.970149
1/5/2020 17:00,2020,1,5,1/5/2020,18,4035.42604
1/5/2020 18:00,2020,1,5,1/5/2020,19,4112.40431
1/5/2020 19:00,2020,1,5,1/5/2020,20,4057.14147
1/5/2020 20:00,2020,1,5,1/5/2020,21,3913.567885
1/5/2020 21:00,2020,1,5,1/5/2020,22,3707.914676
1/5/2020 22:00,2020,1,5,1/5/2020,23,3469.801293
1/5/2020 23:00,2020,1,5,1/5/2020,24,3302.149298
1/6/2020 0:00,2020,1,6,1/6/2020,1,3193.486747
1/6/2020 1:00,2020,1,6,1/6/2020,2,3155.725151
1/6/2020 2:00,2020,1,6,1/6/2020,3,3138.784901
1/6/2020 3:00,2020,1,6,1/6/2020,4,3183.061837
1/6/2020 4:00,2020,1,6,1/6/2020,5,3340.382751
1/6/2020 5:00,2020,1,6,1/6/2020,6,3641.79243
1/6/2020 6:00,2020,1,6,1/6/2020,7,3950.780885
1/6/2020 7:00,2020,1,6,1/6/2020,8,3953.021386
1/6/2020 8:00,2020,1,6,1/6/2020,9,3963.477337
1/6/2020 9:00,2020,1,6,1/6/2020,10,3996.329833
1/6/2020 10:00,2020,1,6,1/6/2020,11,4031.080681
1/6/2020 11:00,2020,1,6,1/6/2020,12,4038.410889
1/6/2020 12:00,2020,1,6,1/6/2020,13,3988.946783
1/6/2020 13:00,2020,1,6,1/6/2020,14,3951.635659
1/6/2020 14:00,2020,1,6,1/6/2020,15,3950.668364
1/6/2020 15:00,2020,1,6,1/6/2020,16,3922.328512
1/6/2020 16:00,2020,1,6,1/6/2020,17,4049.022667
1/6/2020 17:00,2020,1,6,1/6/2020,18,4538.265467
1/6/2020 18:00,2020,1,6,1/6/2020,19,4567.711475
1/6/2020 19:00,2020,1,6,1/6/2020,20,4453.330782
1/6/2020 20:00,2020,1,6,1/6/2020,21,4297.002734
1/6/2020 21:00,2020,1,6,1/6/2020,22,4029.869938
1/6/2020 22:00,2020,1,6,1/6/2020,23,3694.590594
1/6/2020 23:00,2020,1,6,1/6/2020,24,3473.046155
1/7/2020 0:00,2020,1,7,1/7/2020,1,3299.158833
1/7/2020 1:00,2020,1,7,1/7/2020,2,3241.935289
1/7/2020 2:00,2020,1,7,1/7/2020,3,3228.312006
1/7/2020 3:00,2020,1,7,1/7/2020,4,3274.191252
1/7/2020 4:00,2020,1,7,1/7/2020,5,3435.388889
1/7/2020 5:00,2020,1,7,1/7/2020,6,3742.992694
1/7/2020 6:00,2020,1,7,1/7/2020,7,4059.68775
1/7/2020 7:00,2020,1,7,1/7/2020,8,4050.485765
1/7/2020 8:00,2020,1,7,1/7/2020,9,4007.427948
1/7/2020 9:00,2020,1,7,1/7/2020,10,3990.084221
1/7/2020 10:00,2020,1,7,1/7/2020,11,3899.735103
1/7/2020 11:00,2020,1,7,1/7/2020,12,4006.900238
1/7/2020 12:00,2020,1,7,1/7/2020,13,3994.424925
1/7/2020 13:00,2020,1,7,1/7/2020,14,3958.499997
1/7/2020 14:00,2020,1,7,1/7/2020,15,3942.603749
1/7/2020 15:00,2020,1,7,1/7/2020,16,3924.616744
1/7/2020 16:00,2020,1,7,1/7/2020,17,4061.011021
1/7/2020 17:00,2020,1,7,1/7/2020,18,4523.456821
1/7/2020 18:00,2020,1,7,1/7/2020,19,4553.090858
1/7/2020 19:00,2020,1,7,1/7/2020,20,4456.422947
1/7/2020 20:00,2020,1,7,1/7/2020,21,4309.447496
1/7/2020 21:00,2020,1,7,1/7/2020,22,4037.506944
1/7/2020 22:00,2020,1,7,1/7/2020,23,3705.408645
1/7/2020 23:00,2020,1,7,1/7/2020,24,3481.846351
1/8/2020 0:00,2020,1,8,1/8/2020,1,3344.091702
1/8/2020 1:00,2020,1,8,1/8/2020,2,3293.802065
1/8/2020 2:00,2020,1,8,1/8/2020,3,3286.201899
1/8/2020 3:00,2020,1,8,1/8/2020,4,3347.7449
1/8/2020 4:00,2020,1,8,1/8/2020,5,3512.968312
1/8/2020 5:00,2020,1,8,1/8/2020,6,3859.049565
1/8/2020 6:00,2020,1,8,1/8/2020,7,4218.307615
1/8/2020 7:00,2020,1,8,1/8/2020,8,4193.79171
1/8/2020 8:00,2020,1,8,1/8/2020,9,4124.030374
1/8/2020 9:00,2020,1,8,1/8/2020,10,4100.296515
1/8/2020 10:00,2020,1,8,1/8/2020,11,4077.594969
1/8/2020 11:00,2020,1,8,1/8/2020,12,4047.163516
1/8/2020 12:00,2020,1,8,1/8/2020,13,3989.591177
1/8/2020 13:00,2020,1,8,1/8/2020,14,3958.501156
1/8/2020 14:00,2020,1,8,1/8/2020,15,3918.828009
1/8/2020 15:00,2020,1,8,1/8/2020,16,3933.856907
1/8/2020 16:00,2020,1,8,1/8/2020,17,4112.781897
1/8/2020 17:00,2020,1,8,1/8/2020,18,4576.692413
1/8/2020 18:00,2020,1,8,1/8/2020,19,4602.047006
1/8/2020 19:00,2020,1,8,1/8/2020,20,4503.92773
1/8/2020 20:00,2020,1,8,1/8/2020,21,4356.648611
1/8/2020 21:00,2020,1,8,1/8/2020,22,4068.092205
1/8/2020 22:00,2020,1,8,1/8/2020,23,3749.600657
1/8/2020 23:00,2020,1,8,1/8/2020,24,3511.7858
1/9/2020 0:00,2020,1,9,1/9/2020,1,3372.713303
1/9/2020 1:00,2020,1,9,1/9/2020,2,3304.503477
1/9/2020 2:00,2020,1,9,1/9/2020,3,3306.833948
1/9/2020 3:00,2020,1,9,1/9/2020,4,3360.199568
1/9/2020 4:00,2020,1,9,1/9/2020,5,3520.805454
1/9/2020 5:00,2020,1,9,1/9/2020,6,3861.507823
1/9/2020 6:00,2020,1,9,1/9/2020,7,4171.402491
1/9/2020 7:00,2020,1,9,1/9/2020,8,4159.807149
1/9/2020 8:00,2020,1,9,1/9/2020,9,4139.838934
1/9/2020 9:00,2020,1,9,1/9/2020,10,4114.97206
1/9/2020 10:00,2020,1,9,1/9/2020,11,4041.151479
1/9/2020 11:00,2020,1,9,1/9/2020,12,3990.516691
1/9/2020 12:00,2020,1,9,1/9/2020,13,3954.792371
1/9/2020 13:00,2020,1,9,1/9/2020,14,3937.081519
1/9/2020 14:00,2020,1,9,1/9/2020,15,3904.064305
1/9/2020 15:00,2020,1,9,1/9/2020,16,3910.913043
1/9/2020 16:00,2020,1,9,1/9/2020,17,4017.872782
1/9/2020 17:00,2020,1,9,1/9/2020,18,4519.309051
1/9/2020 18:00,2020,1,9,1/9/2020,19,4559.006867
1/9/2020 19:00,2020,1,9,1/9/2020,20,4438.05468
1/9/2020 20:00,2020,1,9,1/9/2020,21,4272.737893
1/9/2020 21:00,2020,1,9,1/9/2020,22,4000.732969
1/9/2020 22:00,2020,1,9,1/9/2020,23,3689.915715
1/9/2020 23:00,2020,1,9,1/9/2020,24,3452.35535
1/10/2020 0:00,2020,1,10,1/10/2020,1,3319.745779
1/10/2020 1:00,2020,1,10,1/10/2020,2,3261.476588
1/10/2020 2:00,2020,1,10,1/10/2020,3,3254.985552
1/10/2020 3:00,2020,1,10,1/10/2020,4,3298.529794
1/10/2020 4:00,2020,1,10,1/10/2020,5,3450.247601
1/10/2020 5:00,2020,1,10,1/10/2020,6,3771.281236
1/10/2020 6:00,2020,1,10,1/10/2020,7,4050.414143
1/10/2020 7:00,2020,1,10,1/10/2020,8,4060.909799
1/10/2020 8:00,2020,1,10,1/10/2020,9,4036.413098
1/10/2020 9:00,2020,1,10,1/10/2020,10,4048.733936
1/10/2020 10:00,2020,1,10,1/10/2020,11,4055.129468
1/10/2020 11:00,2020,1,10,1/10/2020,12,4030.196843
1/10/2020 12:00,2020,1,10,1/10/2020,13,3984.452428
1/10/2020 13:00,2020,1,10,1/10/2020,14,3958.529174
1/10/2020 14:00,2020,1,10,1/10/2020,15,3903.168762
1/10/2020 15:00,2020,1,10,1/10/2020,16,3855.0471
1/10/2020 16:00,2020,1,10,1/10/2020,17,3945.380919
1/10/2020 17:00,2020,1,10,1/10/2020,18,4334.210277
1/10/2020 18:00,2020,1,10,1/10/2020,19,4330.508169
1/10/2020 19:00,2020,1,10,1/10/2020,20,4215.833701
1/10/2020 20:00,2020,1,10,1/10/2020,21,4090.62678
1/10/2020 21:00,2020,1,10,1/10/2020,22,3890.679982
1/10/2020 22:00,2020,1,10,1/10/2020,23,3645.599182
1/10/2020 23:00,2020,1,10,1/10/2020,24,3428.378493
1/11/2020 0:00,2020,1,11,1/11/2020,1,3283.335875
1/11/2020 1:00,2020,1,11,1/11/2020,2,3208.807467
1/11/2020 2:00,2020,1,11,1/11/2020,3,3172.958355
1/11/2020 3:00,2020,1,11,1/11/2020,4,3167.447394
1/11/2020 4:00,2020,1,11,1/11/2020,5,3207.893384
1/11/2020 5:00,2020,1,11,1/11/2020,6,3312.753382
1/11/2020 6:00,2020,1,11,1/11/2020,7,3446.739676
1/11/2020 7:00,2020,1,11,1/11/2020,8,3501.763844
1/11/2020 8:00,2020,1,11,1/11/2020,9,3621.637523
1/11/2020 9:00,2020,1,11,1/11/2020,10,3714.208065
1/11/2020 10:00,2020,1,11,1/11/2020,11,3762.58777
1/11/2020 11:00,2020,1,11,1/11/2020,12,3717.427506
1/11/2020 12:00,2020,1,11,1/11/2020,13,3660.713676
1/11/2020 13:00,2020,1,11,1/11/2020,14,3587.90855
1/11/2020 14:00,2020,1,11,1/11/2020,15,3540.409636
1/11/2020 15:00,2020,1,11,1/11/2020,16,3533.535458
1/11/2020 16:00,2020,1,11,1/11/2020,17,3669.132333
1/11/2020 17:00,2020,1,11,1/11/2020,18,4092.054191
1/11/2020 18:00,2020,1,11,1/11/2020,19,4140.528024
1/11/2020 19:00,2020,1,11,1/11/2020,20,4054.112746
1/11/2020 20:00,2020,1,11,1/11/2020,21,3937.079941
1/11/2020 21:00,2020,1,11,1/11/2020,22,3761.511592
1/11/2020 22:00,2020,1,11,1/11/2020,23,3546.654907
1/11/2020 23:00,2020,1,11,1/11/2020,24,3369.627254
1/12/2020 0:00,2020,1,12,1/12/2020,1,3240.377272
1/12/2020 1:00,2020,1,12,1/12/2020,2,3165.155966
1/12/2020 2:00,2020,1,12,1/12/2020,3,3115.684017
1/12/2020 3:00,2020,1,12,1/12/2020,4,3094.178439
1/12/2020 4:00,2020,1,12,1/12/2020,5,3131.83573
1/12/2020 5:00,2020,1,12,1/12/2020,6,3221.019463
1/12/2020 6:00,2020,1,12,1/12/2020,7,3316.642236
1/12/2020 7:00,2020,1,12,1/12/2020,8,3344.169704
1/12/2020 8:00,2020,1,12,1/12/2020,9,3420.91606
1/12/2020 9:00,2020,1,12,1/12/2020,10,3483.93472
1/12/2020 10:00,2020,1,12,1/12/2020,11,3499.251082
1/12/2020 11:00,2020,1,12,1/12/2020,12,3492.208808
1/12/2020 12:00,2020,1,12,1/12/2020,13,3472.86076
1/12/2020 13:00,2020,1,12,1/12/2020,14,3439.730402
1/12/2020 14:00,2020,1,12,1/12/2020,15,3420.070737
1/12/2020 15:00,2020,1,12,1/12/2020,16,3439.767554
1/12/2020 16:00,2020,1,12,1/12/2020,17,3610.794907
1/12/2020 17:00,2020,1,12,1/12/2020,18,4157.422993
1/12/2020 18:00,2020,1,12,1/12/2020,19,4300.496489
1/12/2020 19:00,2020,1,12,1/12/2020,20,4243.379557
1/12/2020 20:00,2020,1,12,1/12/2020,21,4115.87874
1/12/2020 21:00,2020,1,12,1/12/2020,22,3941.314349
1/12/2020 22:00,2020,1,12,1/12/2020,23,3718.306681
1/12/2020 23:00,2020,1,12,1/12/2020,24,3512.559963
1/13/2020 0:00,2020,1,13,1/13/2020,1,3386.046682
1/13/2020 1:00,2020,1,13,1/13/2020,2,3316.185261
1/13/2020 2:00,2020,1,13,1/13/2020,3,3304.244369
1/13/2020 3:00,2020,1,13,1/13/2020,4,3350.762828
1/13/2020 4:00,2020,1,13,1/13/2020,5,3479.956145
1/13/2020 5:00,2020,1,13,1/13/2020,6,3729.032139
1/13/2020 6:00,2020,1,13,1/13/2020,7,3978.518348
1/13/2020 7:00,2020,1,13,1/13/2020,8,4004.362023
1/13/2020 8:00,2020,1,13,1/13/2020,9,4074.149453
1/13/2020 9:00,2020,1,13,1/13/2020,10,4150.681762
1/13/2020 10:00,2020,1,13,1/13/2020,11,4135.448992
1/13/2020 11:00,2020,1,13,1/13/2020,12,4060.758644
1/13/2020 12:00,2020,1,13,1/13/2020,13,3978.631652
1/13/2020 13:00,2020,1,13,1/13/2020,14,3916.694901
1/13/2020 14:00,2020,1,13,1/13/2020,15,3857.202858
1/13/2020 15:00,2020,1,13,1/13/2020,16,3838.371122
1/13/2020 16:00,2020,1,13,1/13/2020,17,4042.261101
1/13/2020 17:00,2020,1,13,1/13/2020,18,4595.910136
1/13/2020 18:00,2020,1,13,1/13/2020,19,4683.887643
1/13/2020 19:00,2020,1,13,1/13/2020,20,4626.124237
1/13/2020 20:00,2020,1,13,1/13/2020,21,4467.414207
1/13/2020 21:00,2020,1,13,1/13/2020,22,4202.48616
1/13/2020 22:00,2020,1,13,1/13/2020,23,3894.153652
1/13/2020 23:00,2020,1,13,1/13/2020,24,3659.251637
1/14/2020 0:00,2020,1,14,1/14/2020,1,3511.822639
1/14/2020 1:00,2020,1,14,1/14/2020,2,3450.528434
1/14/2020 2:00,2020,1,14,1/14/2020,3,3447.264704
1/14/2020 3:00,2020,1,14,1/14/2020,4,3506.674817
1/14/2020 4:00,2020,1,14,1/14/2020,5,3687.201636
1/14/2020 5:00,2020,1,14,1/14/2020,6,4071.573927
1/14/2020 6:00,2020,1,14,1/14/2020,7,4431.198035
1/14/2020 7:00,2020,1,14,1/14/2020,8,4401.852758
1/14/2020 8:00,2020,1,14,1/14/2020,9,4317.431049
1/14/2020 9:00,2020,1,14,1/14/2020,10,4234.818475
1/14/2020 10:00,2020,1,14,1/14/2020,11,4185.426919
1/14/2020 11:00,2020,1,14,1/14/2020,12,4104.271243
1/14/2020 12:00,2020,1,14,1/14/2020,13,4043.379562
1/14/2020 13:00,2020,1,14,1/14/2020,14,3973.192435
1/14/2020 14:00,2020,1,14,1/14/2020,15,3936.04541
1/14/2020 15:00,2020,1,14,1/14/2020,16,3915.441822
1/14/2020 16:00,2020,1,14,1/14/2020,17,4063.198615
1/14/2020 17:00,2020,1,14,1/14/2020,18,4665.936891
1/14/2020 18:00,2020,1,14,1/14/2020,19,4758.082494
1/14/2020 19:00,2020,1,14,1/14/2020,20,4638.942712
1/14/2020 20:00,2020,1,14,1/14/2020,21,4477.412983
1/14/2020 21:00,2020,1,14,1/14/2020,22,4186.162359
1/14/2020 22:00,2020,1,14,1/14/2020,23,3851.857381
1/14/2020 23:00,2020,1,14,1/14/2020,24,3579.306253
1/15/2020 0:00,2020,1,15,1/15/2020,1,3443.923071
1/15/2020 1:00,2020,1,15,1/15/2020,2,3372.063106
1/15/2020 2:00,2020,1,15,1/15/2020,3,3354.607677
1/15/2020 3:00,2020,1,15,1/15/2020,4,3404.816449
1/15/2020 4:00,2020,1,15,1/15/2020,5,3597.910969
1/15/2020 5:00,2020,1,15,1/15/2020,6,3934.193841
1/15/2020 6:00,2020,1,15,1/15/2020,7,4296.138175
1/15/2020 7:00,2020,1,15,1/15/2020,8,4286.95001
1/15/2020 8:00,2020,1,15,1/15/2020,9,4209.954079
1/15/2020 9:00,2020,1,15,1/15/2020,10,4154.027251
1/15/2020 10:00,2020,1,15,1/15/2020,11,4134.932564
1/15/2020 11:00,2020,1,15,1/15/2020,12,4098.643712
1/15/2020 12:00,2020,1,15,1/15/2020,13,4048.535263
1/15/2020 13:00,2020,1,15,1/15/2020,14,4005.678695
1/15/2020 14:00,2020,1,15,1/15/2020,15,3951.143326
1/15/2020 15:00,2020,1,15,1/15/2020,16,3942.470738
1/15/2020 16:00,2020,1,15,1/15/2020,17,4133.21742
1/15/2020 17:00,2020,1,15,1/15/2020,18,4644.798925
1/15/2020 18:00,2020,1,15,1/15/2020,19,4698.541519
1/15/2020 19:00,2020,1,15,1/15/2020,20,4611.551576
1/15/2020 20:00,2020,1,15,1/15/2020,21,4419.196495
1/15/2020 21:00,2020,1,15,1/15/2020,22,4109.02419
1/15/2020 22:00,2020,1,15,1/15/2020,23,3742.094031
1/15/2020 23:00,2020,1,15,1/15/2020,24,3483.831754
1/16/2020 0:00,2020,1,16,1/16/2020,1,3333.161939
1/16/2020 1:00,2020,1,16,1/16/2020,2,3277.502731
1/16/2020 2:00,2020,1,16,1/16/2020,3,3247.555171
1/16/2020 3:00,2020,1,16,1/16/2020,4,3289.650934
1/16/2020 4:00,2020,1,16,1/16/2020,5,3424.422648
1/16/2020 5:00,2020,1,16,1/16/2020,6,3721.4894
1/16/2020 6:00,2020,1,16,1/16/2020,7,4050.995248
1/16/2020 7:00,2020,1,16,1/16/2020,8,4088.096568
1/16/2020 8:00,2020,1,16,1/16/2020,9,4091.912564
1/16/2020 9:00,2020,1,16,1/16/2020,10,4090.93538
1/16/2020 10:00,2020,1,16,1/16/2020,11,4077.467349
1/16/2020 11:00,2020,1,16,1/16/2020,12,4053.995469
1/16/2020 12:00,2020,1,16,1/16/2020,13,4012.374264
1/16/2020 13:00,2020,1,16,1/16/2020,14,3978.344601
1/16/2020 14:00,2020,1,16,1/16/2020,15,3933.779042
1/16/2020 15:00,2020,1,16,1/16/2020,16,3920.950315
1/16/2020 16:00,2020,1,16,1/16/2020,17,4055.817384
1/16/2020 17:00,2020,1,16,1/16/2020,18,4585.176758
1/16/2020 18:00,2020,1,16,1/16/2020,19,4697.444034
1/16/2020 19:00,2020,1,16,1/16/2020,20,4623.892704
1/16/2020 20:00,2020,1,16,1/16/2020,21,4484.520278
1/16/2020 21:00,2020,1,16,1/16/2020,22,4192.600333
1/16/2020 22:00,2020,1,16,1/16/2020,23,3855.507965
1/16/2020 23:00,2020,1,16,1/16/2020,24,3599.031115
1/17/2020 0:00,2020,1,17,1/17/2020,1,3471.956149
1/17/2020 1:00,2020,1,17,1/17/2020,2,3406.13219
1/17/2020 2:00,2020,1,17,1/17/2020,3,3394.684169
1/17/2020 3:00,2020,1,17,1/17/2020,4,3448.980889
1/17/2020 4:00,2020,1,17,1/17/2020,5,3620.662315
1/17/2020 5:00,2020,1,17,1/17/2020,6,3967.932467
1/17/2020 6:00,2020,1,17,1/17/2020,7,4324.205098
1/17/2020 7:00,2020,1,17,1/17/2020,8,4315.302733
1/17/2020 8:00,2020,1,17,1/17/2020,9,4234.060514
1/17/2020 9:00,2020,1,17,1/17/2020,10,4183.810544
1/17/2020 10:00,2020,1,17,1/17/2020,11,4109.137418
1/17/2020 11:00,2020,1,17,1/17/2020,12,4048.424075
1/17/2020 12:00,2020,1,17,1/17/2020,13,3974.428891
1/17/2020 13:00,2020,1,17,1/17/2020,14,3924.009067
1/17/2020 14:00,2020,1,17,1/17/2020,15,3859.81306
1/17/2020 15:00,2020,1,17,1/17/2020,16,3825.000283
1/17/2020 16:00,2020,1,17,1/17/2020,17,3925.424546
1/17/2020 17:00,2020,1,17,1/17/2020,18,4412.537079
1/17/2020 18:00,2020,1,17,1/17/2020,19,4496.883003
1/17/2020 19:00,2020,1,17,1/17/2020,20,4429.906743
1/17/2020 20:00,2020,1,17,1/17/2020,21,4328.853911
1/17/2020 21:00,2020,1,17,1/17/2020,22,4153.468569
1/17/2020 22:00,2020,1,17,1/17/2020,23,3905.620865
1/17/2020 23:00,2020,1,17,1/17/2020,24,3689.535768
1/18/2020 0:00,2020,1,18,1/18/2020,1,3556.348846
1/18/2020 1:00,2020,1,18,1/18/2020,2,3477.183114
1/18/2020 2:00,2020,1,18,1/18/2020,3,3447.194867
1/18/2020 3:00,2020,1,18,1/18/2020,4,3469.176581
1/18/2020 4:00,2020,1,18,1/18/2020,5,3550.203109
1/18/2020 5:00,2020,1,18,1/18/2020,6,3718.136274
1/18/2020 6:00,2020,1,18,1/18/2020,7,3901.180174
1/18/2020 7:00,2020,1,18,1/18/2020,8,3931.452901
1/18/2020 8:00,2020,1,18,1/18/2020,9,3955.68212
1/18/2020 9:00,2020,1,18,1/18/2020,10,3942.852844
1/18/2020 10:00,2020,1,18,1/18/2020,11,3872.413317
1/18/2020 11:00,2020,1,18,1/18/2020,12,3757.184605
1/18/2020 12:00,2020,1,18,1/18/2020,13,3663.314573
1/18/2020 13:00,2020,1,18,1/18/2020,14,3572.505196
