datetime,year,day,70,71,72
1/3/2020 6:00,2020,1/3/2021,0,0,0
1/3/2020 7:00,2020,1/3/2021,0.494804157,0.446256257,0.378619235
1/3/2020 8:00,2020,1/3/2021,0.637889688,0.607804207,0.579258022
1/3/2020 9:00,2020,1/3/2021,0.664268585,0.672094462,0.671108878
1/3/2020 10:00,2020,1/3/2021,0.667466027,0.701161758,0.685990416
1/3/2020 11:00,2020,1/3/2021,0.649880096,0.707480114,0.680919033
1/3/2020 12:00,2020,1/3/2021,0.633892886,0.689184009,0.661462731
1/3/2020 13:00,2020,1/3/2021,0.615507594,0.646994712,0.632729126
1/3/2020 14:00,2020,1/3/2021,0.5627498,0.552169329,0.586849417
1/3/2020 15:00,2020,1/3/2021,0.334132694,0.32473324,0.400405648
1/3/2020 16:00,2020,1/3/2021,0,0,0
1/3/2020 17:00,2020,1/3/2021,0,0,0
1/3/2020 18:00,2020,1/3/2021,0,0,0
1/3/2020 19:00,2020,1/3/2021,0,0,0
1/3/2020 20:00,2020,1/3/2021,0,0,0
1/3/2020 21:00,2020,1/3/2021,0,0,0
1/3/2020 22:00,2020,1/3/2021,0,0,0
1/3/2020 23:00,2020,1/3/2021,0,0,0
1/4/2020 0:00,2020,1/4/2021,0,0,0
1/4/2020 1:00,2020,1/4/2021,0,0,0
1/4/2020 2:00,2020,1/4/2021,0,0,0
1/4/2020 3:00,2020,1/4/2021,0,0,0
1/4/2020 4:00,2020,1/4/2021,0,0,0
1/4/2020 5:00,2020,1/4/2021,0,0,0
1/4/2020 6:00,2020,1/4/2021,0,0,0
1/4/2020 7:00,2020,1/4/2021,0.487609912,0.425390676,0.408089583
1/4/2020 8:00,2020,1/4/2021,0.633093525,0.569422896,0.625147461
1/4/2020 9:00,2020,1/4/2021,0.668265388,0.615790745,0.712872015
1/4/2020 10:00,2020,1/4/2021,0.682653877,0.604672358,0.738495748
1/4/2020 11:00,2020,1/4/2021,0.682653877,0.58681702,0.739583624
1/4/2020 12:00,2020,1/4/2021,0.678657074,0.55092606,0.733277998
1/4/2020 13:00,2020,1/4/2021,0.647482014,0.502831686,0.69883403
1/4/2020 14:00,2020,1/4/2021,0.572342126,0.509499803,0.596180101
1/4/2020 15:00,2020,1/4/2021,0.346123102,0.335510293,0.420046498
1/4/2020 16:00,2020,1/4/2021,0,0,0
1/4/2020 17:00,2020,1/4/2021,0,0,0
1/4/2020 18:00,2020,1/4/2021,0,0,0
1/4/2020 19:00,2020,1/4/2021,0,0,0
1/4/2020 20:00,2020,1/4/2021,0,0,0
1/4/2020 21:00,2020,1/4/2021,0,0,0
1/4/2020 22:00,2020,1/4/2021,0,0,0
1/4/2020 23:00,2020,1/4/2021,0,0,0
1/5/2020 0:00,2020,1/5/2021,0,0,0
1/5/2020 1:00,2020,1/5/2021,0,0,0
1/5/2020 2:00,2020,1/5/2021,0,0,0
1/5/2020 3:00,2020,1/5/2021,0,0,0
1/5/2020 4:00,2020,1/5/2021,0,0,0
1/5/2020 5:00,2020,1/5/2021,0,0,0
1/5/2020 6:00,2020,1/5/2021,0,0,0
1/5/2020 7:00,2020,1/5/2021,0.486011191,0.450871048,0.391819064
1/5/2020 8:00,2020,1/5/2021,0.631494804,0.613618985,0.607590808
1/5/2020 9:00,2020,1/5/2021,0.674660272,0.681995075,0.684160145
1/5/2020 10:00,2020,1/5/2021,0.682653877,0.720262288,0.698519839
1/5/2020 11:00,2020,1/5/2021,0.682653877,0.713868482,0.692253872
1/5/2020 12:00,2020,1/5/2021,0.667466027,0.70864319,0.686433408
1/5/2020 13:00,2020,1/5/2021,0.645083933,0.669336274,0.665569086
1/5/2020 14:00,2020,1/5/2021,0.584332534,0.569387337,0.620662243
1/5/2020 15:00,2020,1/5/2021,0.348521183,0.339434316,0.415332429
1/5/2020 16:00,2020,1/5/2021,0,0,0
1/5/2020 17:00,2020,1/5/2021,0,0,0
1/5/2020 18:00,2020,1/5/2021,0,0,0
1/5/2020 19:00,2020,1/5/2021,0,0,0
1/5/2020 20:00,2020,1/5/2021,0,0,0
1/5/2020 21:00,2020,1/5/2021,0,0,0
1/5/2020 22:00,2020,1/5/2021,0,0,0
1/5/2020 23:00,2020,1/5/2021,0,0,0
1/6/2020 0:00,2020,1/5/2021,0,0,0
1/6/2020 1:00,2020,1/6/2021,0,0,0
1/6/2020 2:00,2020,1/6/2021,0,0,0
1/6/2020 3:00,2020,1/6/2021,0,0,0
1/6/2020 4:00,2020,1/6/2021,0,0,0
1/6/2020 5:00,2020,1/6/2021,0,0,0
1/6/2020 6:00,2020,1/6/2021,0,0,0
1/6/2020 7:00,2020,1/6/2021,0.529176659,0.46009225,0.403148457
1/6/2020 8:00,2020,1/6/2021,0.681055156,0.635381295,0.609177535
1/6/2020 9:00,2020,1/6/2021,0.707434053,0.710927863,0.695912087
1/6/2020 10:00,2020,1/6/2021,0.716227018,0.737712441,0.723411361
1/6/2020 11:00,2020,1/6/2021,0.705035971,0.740607188,0.728231169
1/6/2020 12:00,2020,1/6/2021,0.691446843,0.713840311,0.714512888
1/6/2020 13:00,2020,1/6/2021,0.661870504,0.671852694,0.679164556
1/6/2020 14:00,2020,1/6/2021,0.5931255,0.574305093,0.596458516
1/6/2020 15:00,2020,1/6/2021,0.360511591,0.346488644,0.419433982
1/6/2020 16:00,2020,1/6/2021,0,0,0
1/6/2020 17:00,2020,1/6/2021,0,0,0
1/6/2020 18:00,2020,1/6/2021,0,0,0
1/6/2020 19:00,2020,1/6/2021,0,0,0
1/6/2020 20:00,2020,1/6/2021,0,0,0
1/6/2020 21:00,2020,1/6/2021,0,0,0
1/6/2020 22:00,2020,1/6/2021,0,0,0
1/6/2020 23:00,2020,1/6/2021,0,0,0
1/7/2020 0:00,2020,1/6/2021,0,0,0
1/7/2020 1:00,2020,1/7/2021,0,0,0
1/7/2020 2:00,2020,1/7/2021,0,0,0
1/7/2020 3:00,2020,1/7/2021,0,0,0
1/7/2020 4:00,2020,1/7/2021,0,0,0
1/7/2020 5:00,2020,1/7/2021,0,0,0
1/7/2020 6:00,2020,1/7/2021,0,0,0
1/7/2020 7:00,2020,1/7/2021,0.521982414,0.461876199,0.418979533
1/7/2020 8:00,2020,1/7/2021,0.666666667,0.623819643,0.599861559
1/7/2020 9:00,2020,1/7/2021,0.691446843,0.679629207,0.667939436
1/7/2020 10:00,2020,1/7/2021,0.695443645,0.708306104,0.688126255
1/7/2020 11:00,2020,1/7/2021,0.685851319,0.71727205,0.685032594
1/7/2020 12:00,2020,1/7/2021,0.673860911,0.708982176,0.690804152
1/7/2020 13:00,2020,1/7/2021,0.659472422,0.668584695,0.658319972
1/7/2020 14:00,2020,1/7/2021,0.606714628,0.580282748,0.607206229
1/7/2020 15:00,2020,1/7/2021,0.373301359,0.348358022,0.414760651
1/7/2020 16:00,2020,1/7/2021,0,0,0
1/7/2020 17:00,2020,1/7/2021,0,0,0
1/7/2020 18:00,2020,1/7/2021,0,0,0
1/7/2020 19:00,2020,1/7/2021,0,0,0
1/7/2020 20:00,2020,1/7/2021,0,0,0
1/7/2020 21:00,2020,1/7/2021,0,0,0
1/7/2020 22:00,2020,1/7/2021,0,0,0
1/7/2020 23:00,2020,1/7/2021,0,0,0
1/8/2020 0:00,2020,1/7/2021,0,0,0
1/8/2020 1:00,2020,1/8/2021,0,0,0
1/8/2020 2:00,2020,1/8/2021,0,0,0
1/8/2020 3:00,2020,1/8/2021,0,0,0
1/8/2020 4:00,2020,1/8/2021,0,0,0
1/8/2020 5:00,2020,1/8/2021,0,0,0
1/8/2020 6:00,2020,1/8/2021,0,0,0
1/8/2020 7:00,2020,1/8/2021,0.51558753,0.459610966,0.36709518
1/8/2020 8:00,2020,1/8/2021,0.649880096,0.615397151,0.563118387
1/8/2020 9:00,2020,1/8/2021,0.690647482,0.680916171,0.603214589
1/8/2020 10:00,2020,1/8/2021,0.704236611,0.715052412,0.662098591
1/8/2020 11:00,2020,1/8/2021,0.680255795,0.712370187,0.68459851
1/8/2020 12:00,2020,1/8/2021,0.653876898,0.69359133,0.704502817
1/8/2020 13:00,2020,1/8/2021,0.667466027,0.644768444,0.681422825
1/8/2020 14:00,2020,1/8/2021,0.592326139,0.570707745,0.601537298
1/8/2020 15:00,2020,1/8/2021,0.368505196,0.355832541,0.44270897
1/8/2020 16:00,2020,1/8/2021,0,0,0
1/8/2020 17:00,2020,1/8/2021,0,0,0
1/8/2020 18:00,2020,1/8/2021,0,0,0
1/8/2020 19:00,2020,1/8/2021,0,0,0
1/8/2020 20:00,2020,1/8/2021,0,0,0
1/8/2020 21:00,2020,1/8/2021,0,0,0
1/8/2020 22:00,2020,1/8/2021,0,0,0
1/8/2020 23:00,2020,1/8/2021,0,0,0
1/9/2020 0:00,2020,1/8/2021,0,0,0
1/9/2020 1:00,2020,1/9/2021,0,0,0
1/9/2020 2:00,2020,1/9/2021,0,0,0
1/9/2020 3:00,2020,1/9/2021,0,0,0
1/9/2020 4:00,2020,1/9/2021,0,0,0
1/9/2020 5:00,2020,1/9/2021,0,0,0
1/9/2020 6:00,2020,1/9/2021,0,0,0
1/9/2020 7:00,2020,1/9/2021,0.494804157,0.454471129,0.414191026
1/9/2020 8:00,2020,1/9/2021,0.660271783,0.618721183,0.588334143
1/9/2020 9:00,2020,1/9/2021,0.697042366,0.687748848,0.665421874
1/9/2020 10:00,2020,1/9/2021,0.70263789,0.713109502,0.69982642
1/9/2020 11:00,2020,1/9/2021,0.692246203,0.716075285,0.71216379
1/9/2020 12:00,2020,1/9/2021,0.675459632,0.712775322,0.703831944
1/9/2020 13:00,2020,1/9/2021,0.665067946,0.676666383,0.679471984
1/9/2020 14:00,2020,1/9/2021,0.605115907,0.57876517,0.624962649
1/9/2020 15:00,2020,1/9/2021,0.373301359,0.359051798,0.439471901
1/9/2020 16:00,2020,1/9/2021,0,0,0
1/9/2020 17:00,2020,1/9/2021,0,0,0
1/9/2020 18:00,2020,1/9/2021,0,0,0
1/9/2020 19:00,2020,1/9/2021,0,0,0
1/9/2020 20:00,2020,1/9/2021,0,0,0
1/9/2020 21:00,2020,1/9/2021,0,0,0
1/9/2020 22:00,2020,1/9/2021,0,0,0
1/9/2020 23:00,2020,1/9/2021,0,0,0
1/10/2020 0:00,2020,1/9/2021,0,0,0
1/10/2020 1:00,2020,1/10/2021,0,0,0
1/10/2020 2:00,2020,1/10/2021,0,0,0
1/10/2020 3:00,2020,1/10/2021,0,0,0
1/10/2020 4:00,2020,1/10/2021,0,0,0
1/10/2020 5:00,2020,1/10/2021,0,0,0
1/10/2020 6:00,2020,1/10/2021,0,0,0
1/10/2020 7:00,2020,1/10/2021,0.509992006,0.46190313,0.423114689
1/10/2020 8:00,2020,1/10/2021,0.646682654,0.63080682,0.603598764
1/10/2020 9:00,2020,1/10/2021,0.670663469,0.693919155,0.675175853
1/10/2020 10:00,2020,1/10/2021,0.67226219,0.72858014,0.701435208
1/10/2020 11:00,2020,1/10/2021,0.64108713,0.732886392,0.706326331
1/10/2020 12:00,2020,1/10/2021,0.653876898,0.707901823,0.679240768
1/10/2020 13:00,2020,1/10/2021,0.645083933,0.66975209,0.660165037
1/10/2020 14:00,2020,1/10/2021,0.598721023,0.586473441,0.607230506
1/10/2020 15:00,2020,1/10/2021,0.372501998,0.371363552,0.446477373
1/10/2020 16:00,2020,1/10/2021,0,0,0
1/10/2020 17:00,2020,1/10/2021,0,0,0
1/10/2020 18:00,2020,1/10/2021,0,0,0
1/10/2020 19:00,2020,1/10/2021,0,0,0
1/10/2020 20:00,2020,1/10/2021,0,0,0
1/10/2020 21:00,2020,1/10/2021,0,0,0
1/10/2020 22:00,2020,1/10/2021,0,0,0
1/10/2020 23:00,2020,1/10/2021,0,0,0
1/11/2020 0:00,2020,1/10/2021,0,0,0
1/11/2020 1:00,2020,1/11/2021,0,0,0
1/11/2020 2:00,2020,1/11/2021,0,0,0
1/11/2020 3:00,2020,1/11/2021,0,0,0
1/11/2020 4:00,2020,1/11/2021,0,0,0
1/11/2020 5:00,2020,1/11/2021,0,0,0
1/11/2020 6:00,2020,1/11/2021,0,0,0
1/11/2020 7:00,2020,1/11/2021,0.493205436,0.447883082,0.292641713
1/11/2020 8:00,2020,1/11/2021,0.657873701,0.608822976,0.246947194
1/11/2020 9:00,2020,1/11/2021,0.714628297,0.696905188,0.25141258
1/11/2020 10:00,2020,1/11/2021,0.721023181,0.718194181,0.142404883
1/11/2020 11:00,2020,1/11/2021,0.717825739,0.746506522,0.115074159
1/11/2020 12:00,2020,1/11/2021,0.709032774,0.733768686,0.389377527
1/11/2020 13:00,2020,1/11/2021,0.685051958,0.679334567,0.413690531
1/11/2020 14:00,2020,1/11/2021,0.59392486,0.569884057,0.499694058
1/11/2020 15:00,2020,1/11/2021,0.382094325,0.329236331,0.287787745
1/11/2020 16:00,2020,1/11/2021,0,0,0
1/11/2020 17:00,2020,1/11/2021,0,0,0
1/11/2020 18:00,2020,1/11/2021,0,0,0
1/11/2020 19:00,2020,1/11/2021,0,0,0
1/11/2020 20:00,2020,1/11/2021,0,0,0
1/11/2020 21:00,2020,1/11/2021,0,0,0
1/11/2020 22:00,2020,1/11/2021,0,0,0
1/11/2020 23:00,2020,1/11/2021,0,0,0
1/12/2020 0:00,2020,1/11/2021,0,0,0
1/12/2020 1:00,2020,1/12/2021,0,0,0
1/12/2020 2:00,2020,1/12/2021,0,0,0
1/12/2020 3:00,2020,1/12/2021,0,0,0
1/12/2020 4:00,2020,1/12/2021,0,0,0
1/12/2020 5:00,2020,1/12/2021,0,0,0
1/12/2020 6:00,2020,1/12/2021,0,0,0
1/12/2020 7:00,2020,1/12/2021,0.486810552,0.465084691,0.449202435
1/12/2020 8:00,2020,1/12/2021,0.594724221,0.637065516,0.652558161
1/12/2020 9:00,2020,1/12/2021,0.595523581,0.708208286,0.737681661
1/12/2020 10:00,2020,1/12/2021,0.637889688,0.728735363,0.770095688
1/12/2020 11:00,2020,1/12/2021,0.354116707,0.727608728,0.778318911
1/12/2020 12:00,2020,1/12/2021,0.412470024,0.731079358,0.770378793
1/12/2020 13:00,2020,1/12/2021,0.002398082,0.698215743,0.741028755
1/12/2020 14:00,2020,1/12/2021,0.001598721,0.585202106,0.666310144
1/12/2020 15:00,2020,1/12/2021,0.4068745,0.383541345,0.507817224
1/12/2020 16:00,2020,1/12/2021,0,0,0
1/12/2020 17:00,2020,1/12/2021,0,0,0
1/12/2020 18:00,2020,1/12/2021,0,0,0
1/12/2020 19:00,2020,1/12/2021,0,0,0
1/12/2020 20:00,2020,1/12/2021,0,0,0
1/12/2020 21:00,2020,1/12/2021,0,0,0
1/12/2020 22:00,2020,1/12/2021,0,0,0
1/12/2020 23:00,2020,1/12/2021,0,0,0
1/13/2020 0:00,2020,1/12/2021,0,0,0
1/13/2020 1:00,2020,1/13/2021,0,0,0
1/13/2020 2:00,2020,1/13/2021,0,0,0
1/13/2020 3:00,2020,1/13/2021,0,0,0
1/13/2020 4:00,2020,1/13/2021,0,0,0
1/13/2020 5:00,2020,1/13/2021,0,0,0
1/13/2020 6:00,2020,1/13/2021,0,0,0
1/13/2020 7:00,2020,1/13/2021,0.559552358,0.481068816,0.441669739
1/13/2020 8:00,2020,1/13/2021,0.722621902,0.666246931,0.639591676
1/13/2020 9:00,2020,1/13/2021,0.768984812,0.742157808,0.720770054
1/13/2020 10:00,2020,1/13/2021,0.768984812,0.77709415,0.726493687
1/13/2020 11:00,2020,1/13/2021,0.760991207,0.793807582,0.725140873
1/13/2020 12:00,2020,1/13/2021,0.752198241,0.773391012,0.734183697
1/13/2020 13:00,2020,1/13/2021,0.727418066,0.72498739,0.720087522
1/13/2020 14:00,2020,1/13/2021,0.654676259,0.620896763,0.681712556
1/13/2020 15:00,2020,1/13/2021,0.415667466,0.393397851,0.49764486
1/13/2020 16:00,2020,1/13/2021,0,0,0
1/13/2020 17:00,2020,1/13/2021,0,0,0
1/13/2020 18:00,2020,1/13/2021,0,0,0
1/13/2020 19:00,2020,1/13/2021,0,0,0
1/13/2020 20:00,2020,1/13/2021,0,0,0
1/13/2020 21:00,2020,1/13/2021,0,0,0
1/13/2020 22:00,2020,1/13/2021,0,0,0
1/13/2020 23:00,2020,1/13/2021,0,0,0
1/14/2020 0:00,2020,1/13/2021,0,0,0
1/14/2020 1:00,2020,1/14/2021,0,0,0
1/14/2020 2:00,2020,1/14/2021,0,0,0
1/14/2020 3:00,2020,1/14/2021,0,0,0
1/14/2020 4:00,2020,1/14/2021,0,0,0
1/14/2020 5:00,2020,1/14/2021,0,0,0
1/14/2020 6:00,2020,1/14/2021,0,0,0
1/14/2020 7:00,2020,1/14/2021,0.535571543,0.466128048,0.438480829
1/14/2020 8:00,2020,1/14/2021,0.677058353,0.635476837,0.612600203
1/14/2020 9:00,2020,1/14/2021,0.712230216,0.705280778,0.677826712
1/14/2020 10:00,2020,1/14/2021,0.714628297,0.723201644,0.699260225
1/14/2020 11:00,2020,1/14/2021,0.697042366,0.745318703,0.700937257
1/14/2020 12:00,2020,1/14/2021,0.659472422,0.733603242,0.697781814
1/14/2020 13:00,2020,1/14/2021,0.669864109,0.6917194,0.680674776
1/14/2020 14:00,2020,1/14/2021,0.644284572,0.623559229,0.62701867
1/14/2020 15:00,2020,1/14/2021,0.402877698,0.39918086,0.478771768
1/14/2020 16:00,2020,1/14/2021,0,0,0
1/14/2020 17:00,2020,1/14/2021,0,0,0
1/14/2020 18:00,2020,1/14/2021,0,0,0
1/14/2020 19:00,2020,1/14/2021,0,0,0
1/14/2020 20:00,2020,1/14/2021,0,0,0
1/14/2020 21:00,2020,1/14/2021,0,0,0
1/14/2020 22:00,2020,1/14/2021,0,0,0
1/14/2020 23:00,2020,1/14/2021,0,0,0
1/15/2020 0:00,2020,1/14/2021,0,0,0
1/15/2020 1:00,2020,1/15/2021,0,0,0
1/15/2020 2:00,2020,1/15/2021,0,0,0
1/15/2020 3:00,2020,1/15/2021,0,0,0
1/15/2020 4:00,2020,1/15/2021,0,0,0
1/15/2020 5:00,2020,1/15/2021,0,0,0
1/15/2020 6:00,2020,1/15/2021,0,0,0
1/15/2020 7:00,2020,1/15/2021,0.53157474,0.464511335,0.403288856
1/15/2020 8:00,2020,1/15/2021,0.686650679,0.623244862,0.552082394
1/15/2020 9:00,2020,1/15/2021,0.728217426,0.693683537,0.578875325
1/15/2020 10:00,2020,1/15/2021,0.740207834,0.728955468,0.616317474
1/15/2020 11:00,2020,1/15/2021,0.735411671,0.750842751,0.674932371
1/15/2020 12:00,2020,1/15/2021,0.723421263,0.734729373,0.711222141
1/15/2020 13:00,2020,1/15/2021,0.693844924,0.694112382,0.689619605
1/15/2020 14:00,2020,1/15/2021,0.518784972,0.597033382,0.528948426
1/15/2020 15:00,2020,1/15/2021,0.4068745,0.39401685,0.363800672
1/15/2020 16:00,2020,1/15/2021,0,0,0
1/15/2020 17:00,2020,1/15/2021,0,0,0
1/15/2020 18:00,2020,1/15/2021,0,0,0
1/15/2020 19:00,2020,1/15/2021,0,0,0
1/15/2020 20:00,2020,1/15/2021,0,0,0
1/15/2020 21:00,2020,1/15/2021,0,0,0
1/15/2020 22:00,2020,1/15/2021,0,0,0
1/15/2020 23:00,2020,1/15/2021,0,0,0
1/16/2020 0:00,2020,1/15/2021,0,0,0
1/16/2020 1:00,2020,1/16/2021,0,0,0
1/16/2020 2:00,2020,1/16/2021,0,0,0
1/16/2020 3:00,2020,1/16/2021,0,0,0
1/16/2020 4:00,2020,1/16/2021,0,0,0
1/16/2020 5:00,2020,1/16/2021,0,0,0
1/16/2020 6:00,2020,1/16/2021,0,0,0
1/16/2020 7:00,2020,1/16/2021,0.537170264,0.469955658,0.453742902
1/16/2020 8:00,2020,1/16/2021,0.678657074,0.642148231,0.649916299
1/16/2020 9:00,2020,1/16/2021,0.717026379,0.721020466,0.719664069
1/16/2020 10:00,2020,1/16/2021,0.749000799,0.767041948,0.750921875
1/16/2020 11:00,2020,1/16/2021,0.751398881,0.785131448,0.77409949
1/16/2020 12:00,2020,1/16/2021,0.742605915,0.76643086,0.762270437
1/16/2020 13:00,2020,1/16/2021,0.709832134,0.71927352,0.736618421
1/16/2020 14:00,2020,1/16/2021,0.64028777,0.613630164,0.677311426
1/16/2020 15:00,2020,1/16/2021,0.42206235,0.405212183,0.524359715
1/16/2020 16:00,2020,1/16/2021,0,0,0.0174335
1/16/2020 17:00,2020,1/16/2021,0,0,0
1/16/2020 18:00,2020,1/16/2021,0,0,0
1/16/2020 19:00,2020,1/16/2021,0,0,0
1/16/2020 20:00,2020,1/16/2021,0,0,0
1/16/2020 21:00,2020,1/16/2021,0,0,0
1/16/2020 22:00,2020,1/16/2021,0,0,0
1/16/2020 23:00,2020,1/16/2021,0,0,0
1/17/2020 0:00,2020,1/16/2021,0,0,0
1/17/2020 1:00,2020,1/17/2021,0,0,0
1/17/2020 2:00,2020,1/17/2021,0,0,0
1/17/2020 3:00,2020,1/17/2021,0,0,0
1/17/2020 4:00,2020,1/17/2021,0,0,0
1/17/2020 5:00,2020,1/17/2021,0,0,0
1/17/2020 6:00,2020,1/17/2021,0,0,0
1/17/2020 7:00,2020,1/17/2021,0.544364508,0.468025849,0.451133183
1/17/2020 8:00,2020,1/17/2021,0.681854516,0.634522278,0.625922232
1/17/2020 9:00,2020,1/17/2021,0.717026379,0.711018523,0.708091918
1/17/2020 10:00,2020,1/17/2021,0.714628297,0.74690298,0.726011037
1/17/2020 11:00,2020,1/17/2021,0.698641087,0.75958847,0.727209288
1/17/2020 12:00,2020,1/17/2021,0.701838529,0.736376109,0.728371929
1/17/2020 13:00,2020,1/17/2021,0.681854516,0.703702904,0.699637967
1/17/2020 14:00,2020,1/17/2021,0.644284572,0.623489566,0.663074131
1/17/2020 15:00,2020,1/17/2021,0.428457234,0.414317542,0.507664271
1/17/2020 16:00,2020,1/17/2021,0,0,0.051119895
1/17/2020 17:00,2020,1/17/2021,0,0,0
1/17/2020 18:00,2020,1/17/2021,0,0,0
1/17/2020 19:00,2020,1/17/2021,0,0,0
1/17/2020 20:00,2020,1/17/2021,0,0,0
1/17/2020 21:00,2020,1/17/2021,0,0,0
1/17/2020 22:00,2020,1/17/2021,0,0,0
1/17/2020 23:00,2020,1/17/2021,0,0,0
1/18/2020 0:00,2020,1/17/2021,0,0,0
1/18/2020 1:00,2020,1/18/2021,0,0,0
1/18/2020 2:00,2020,1/18/2021,0,0,0
1/18/2020 3:00,2020,1/18/2021,0,0,0
1/18/2020 4:00,2020,1/18/2021,0,0,0
1/18/2020 5:00,2020,1/18/2021,0,0,0
1/18/2020 6:00,2020,1/18/2021,0,0,0
1/18/2020 7:00,2020,1/18/2021,0.541966427,0.469456381,0.451144729
1/18/2020 8:00,2020,1/18/2021,0.682653877,0.642616549,0.633543317
1/18/2020 9:00,2020,1/18/2021,0.723421263,0.710641798,0.707560954
1/18/2020 10:00,2020,1/18/2021,0.727418066,0.756959155,0.74024778
1/18/2020 11:00,2020,1/18/2021,0.725819345,0.767281942,0.7365041
1/18/2020 12:00,2020,1/18/2021,0.717026379,0.753274568,0.723223476
1/18/2020 13:00,2020,1/18/2021,0.693844924,0.719796435,0.698224611
1/18/2020 14:00,2020,1/18/2021,0.629896083,0.624284282,0.640328357
1/18/2020 15:00,2020,1/18/2021,0.432454037,0.420919405,0.508365057
1/18/2020 16:00,2020,1/18/2021,0,0,0.06301112
1/18/2020 17:00,2020,1/18/2021,0,0,0
1/18/2020 18:00,2020,1/18/2021,0,0,0
1/18/2020 19:00,2020,1/18/2021,0,0,0
1/18/2020 20:00,2020,1/18/2021,0,0,0
1/18/2020 21:00,2020,1/18/2021,0,0,0
1/18/2020 22:00,2020,1/18/2021,0,0,0
1/18/2020 23:00,2020,1/18/2021,0,0,0
1/19/2020 0:00,2020,1/18/2021,0,0,0
1/19/2020 1:00,2020,1/19/2021,0,0,0
1/19/2020 2:00,2020,1/19/2021,0,0,0
1/19/2020 3:00,2020,1/19/2021,0,0,0
1/19/2020 4:00,2020,1/19/2021,0,0,0
1/19/2020 5:00,2020,1/19/2021,0,0,0
1/19/2020 6:00,2020,1/19/2021,0,0,0
1/19/2020 7:00,2020,1/19/2021,0.565947242,0.484821625,0.453037092
1/19/2020 8:00,2020,1/19/2021,0.725819345,0.651540457,0.649777888
1/19/2020 9:00,2020,1/19/2021,0.760191847,0.733220138,0.719120276
1/19/2020 10:00,2020,1/19/2021,0.767386091,0.762106451,0.763420551
