time,101_PV_1,101_PV_2,101_PV_3,101_PV_4,101_Solar_Cand,102_PV_1,102_PV_2,102_Solar_Cand,103_PV_1,103_Solar_Cand,104_PV_1,104_Solar_Cand,105_Solar_Cand,106_Solar_Cand,107_Solar_Cand,108_Solar_Cand,109_Solar_Cand,110_Solar_Cand,111_Solar_Cand,112_Solar_Cand,113_PV_1,113_Solar_Cand,114_Solar_Cand,115_Solar_Cand,116_Solar_Cand,117_Solar_Cand,118_Solar_Cand,119_PV_1,119_Solar_Cand,120_Solar_Cand,121_Solar_Cand,122_Solar_Cand,123_Solar_Cand,124_Solar_Cand,201_Solar_Cand,202_Solar_Cand,203_Solar_Cand,204_Solar_Cand,205_Solar_Cand,206_Solar_Cand,207_Solar_Cand,208_Solar_Cand,209_Solar_Cand,210_Solar_Cand,211_Solar_Cand,212_Solar_Cand,213_Solar_Cand,214_Solar_Cand,215_PV_1,215_Solar_Cand,216_Solar_Cand,217_Solar_Cand,218_Solar_Cand,219_Solar_Cand,220_Solar_Cand,221_Solar_Cand,222_Solar_Cand,223_Solar_Cand,224_Solar_Cand,301_Solar_Cand,302_Solar_Cand,303_Solar_Cand,304_Solar_Cand,305_Solar_Cand,306_Solar_Cand,307_Solar_Cand,308_Solar_Cand,309_Solar_Cand,310_PV_1,310_PV_2,310_Solar_Cand,311_Solar_Cand,312_PV_1,312_Solar_Cand,313_PV_1,313_PV_2,313_Solar_Cand,314_PV_1,314_PV_2,314_PV_3,314_PV_4,314_Solar_Cand,315_Solar_Cand,316_Solar_Cand,317_Solar_Cand,318_Solar_Cand,319_PV_1,319_Solar_Cand,320_PV_1,320_Solar_Cand,321_Solar_Cand,322_Solar_Cand,323_Solar_Cand,324_PV_1,324_PV_2,324_PV_3,324_Solar_Cand,325_Solar_Cand
2020-01-01 15:00:00-07:00,21.50768159,22.17201153,21.75680532,21.42464035,0.830412417,21.32847666,21.07853358,0.83314362,51.16393442,0.831933893,22.28514238,0.831535163,0.831671135,0.83110412,0.791023983,0.796184916,0.826377146,0.826264852,0.826058446,0.826154268,77.52406102,0.828248515,0.83065978,0.831264719,0.832857932,0.828145679,0.827009461,55.75136666,0.837107608,0.831325528,0.833754012,0.845875088,0.828650622,0.832094645,0.780238343,0.78109343,0.828098092,0.736686115,0.751512434,0.787413894,0.770027835,0.70796769,0.784681174,0.78406678,0.784427306,0.784312321,0.769426774,0.786824121,99.44578194,0.794930311,0.80298433,0.826516322,0.826411315,0.816784992,0.831490399,0.828348371,0.853830017,0.835544926,0.828229515,0.85640137,0.855706425,0.780084179,0.861707599,0.867869599,0.845236886,0.859181884,0.846961246,0.844282773,42.57426584,42.49191716,0.823486767,0.823785653,77.4658235,0.82322873,80.73183957,79.20379213,0.848915243,39.78941908,39.78941908,71.48215404,39.78941908,0.771112773,0.737869591,0.733366876,0.763692253,0.767940201,140.2327116,0.745125992,42.588728,0.825362946,0.794862255,0.873197897,0.857556344,38.75793742,40.2396292,39.77172653,0.779837775,0.843349643
2020-01-01 16:00:00-07:00,17.42166298,17.95978384,17.6234583,17.35439787,0.67265108,17.23777934,17.03577411,0.673350755,41.06107984,0.667659835,18.25418849,0.681126436,0.67144774,0.666858941,0.630022047,0.640347584,0.659012526,0.658943428,0.658689029,0.658749196,61.92899751,0.661634589,0.660285236,0.663978662,0.661264878,0.663522987,0.661850431,44.33339105,0.665666532,0.67416802,0.666317303,0.692325988,0.677159772,0.667901458,0.686693444,0.687403602,0.643376023,0.681723393,0.661981734,0.654541551,0.689695491,0.616629954,0.650200115,0.649639773,0.649934241,0.649887987,0.679974677,0.627095153,78.64831139,0.628683544,0.655493357,0.691511275,0.690934695,0.679599033,0.703820339,0.714346775,0.684826176,0.707741042,0.643574106,0.698310524,0.697392147,0.725896423,0.720119596,0.726240999,0.737154532,0.723029916,0.709346377,0.719808861,36.86129373,36.78999529,0.712984405,0.713239438,67.06821751,0.712733449,67.40724661,66.13139967,0.708803855,36.69825223,36.69825223,65.92883686,36.69825223,0.711206439,0.716300316,0.714739835,0.718970537,0.722781197,134.2185613,0.713169826,37.41309796,0.725060038,0.708777376,0.675846004,0.720152463,36.06672303,37.44553136,37.0101182,0.725688592,0.705783504
2020-01-01 17:00:00-07:00,12.79181329,13.18692721,12.93998101,12.74242405,0.493892405,12.81043884,12.66031651,0.500407767,30.89317376,0.502328029,13.43026118,0.501129149,0.496937504,0.500507527,0.52443038,0.512247747,0.495873722,0.495994737,0.495444647,0.495349598,47.42648375,0.506693202,0.500012383,0.500977613,0.501780783,0.508941652,0.504528854,33.83390019,0.508016519,0.52018329,0.510502914,0.50869315,0.514771936,0.502917272,0.576713708,0.577549068,0.54758697,0.533520495,0.553167152,0.560111073,0.602238071,0.543640991,0.559679438,0.558249848,0.558698389,0.559149445,0.52596968,0.547526997,66.1804088,0.529020054,0.537808416,0.538010627,0.534241629,0.544710607,0.545740442,0.556538209,0.546337555,0.550886653,0.548318231,0.555127424,0.553735845,0.556987208,0.549819139,0.558723225,0.564365208,0.542564028,0.532096398,0.553021101,28.24955056,28.19490926,0.54641297,0.546693191,51.36960664,0.545904428,50.87710012,49.91412662,0.53498528,28.17350254,28.17350254,50.61402492,28.17350254,0.545998111,0.545275081,0.528476889,0.521197591,0.527748404,96.10266987,0.510641179,27.57605356,0.534419643,0.516720947,0.543885832,0.538733261,27.6722785,28.73017244,28.39610067,0.556786288,0.531603566
2020-01-01 18:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 19:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 07:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 08:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 09:00:00-07:00,3.955498814,4.077676383,4.001315402,3.940226617,0.152721962,3.995660827,3.948836677,0.156080501,8.181438425,0.133031519,4.069421394,0.151844082,0.145663511,0.141336553,0.142130515,0.14306848,0.138314372,0.138208272,0.138198712,0.13828688,12.60590528,0.134678475,0.129427213,0.120997095,0.117659541,0.110639739,0.11103913,7.905909409,0.118707348,0.11495789,0.108296353,0.110655072,0.116445618,0.133003866,0.137507397,0.137882368,0.133447509,0.109916103,0.120469602,0.125109755,0.17478432,0.145897581,0.118950199,0.118911383,0.119009574,0.118860097,0.10499048,0.117961068,15.07270284,0.120485235,0.115308861,0.1136405,0.114395952,0.107335093,0.088497059,0.108699911,0.094173705,0.096988187,0.13338498,0.039132474,0.039157743,0.055056417,0.047563908,0.047719627,0.049832424,0.049797598,0.051064852,0.05122629,2.932346503,2.926674653,0.056718501,0.056745836,5.33853759,0.056732599,5.555812612,5.450655275,0.058420743,3.179682216,3.179682216,5.712336073,3.179682216,0.061621748,0.063628732,0.067281847,0.067695849,0.067786429,14.11090793,0.074978257,4.240062815,0.08217176,0.063489226,0.053138413,0.084282207,2.734967515,2.839523617,2.806505901,0.055029527,0.074045019
2020-01-02 10:00:00-07:00,12.42576689,12.80957436,12.56969469,12.37779096,0.479759339,12.38143575,12.2363408,0.483649834,27.7812251,0.451727237,12.92551277,0.482295253,0.471835317,0.465644445,0.479259913,0.475067421,0.461467486,0.461215354,0.461125614,0.461333496,42.98669973,0.459259613,0.447332708,0.432842126,0.429497562,0.417844343,0.41845098,28.85521009,0.433261413,0.432596828,0.416902527,0.420944079,0.434896207,0.451732458,0.491267237,0.492293904,0.474999886,0.432816252,0.452264995,0.46236766,0.577670321,0.501332546,0.451828337,0.451584916,0.451894182,0.45151736,0.425241325,0.451218042,56.54185586,0.451973268,0.446463563,0.442687954,0.444489281,0.43704887,0.420806618,0.443814534,0.419266159,0.424863229,0.474907004,0.256301574,0.256358677,0.284200102,0.338215519,0.341191545,0.299977373,0.320926115,0.335777929,0.348068041,18.29406854,18.25868349,0.353850455,0.354091055,33.29914157,0.35386973,33.71557622,33.07742651,0.354527615,17.54368814,17.54368814,31.51743974,17.54368814,0.339993956,0.339950601,0.358496536,0.38086358,0.382326899,74.30757408,0.394833018,21.29193262,0.412634353,0.375001988,0.370667504,0.419460645,14.11714216,14.6568317,14.48640343,0.284047126,0.395366519
