datetime,year,day,66,67,68,69
1/2/2020 17:00,2020,1/2/2021,712.4,89,1.4,754.9
1/2/2020 18:00,2020,1/2/2021,712.2,47.5,24.8,772
1/2/2020 19:00,2020,1/2/2021,711.2,0,25.3,779.9
1/2/2020 20:00,2020,1/2/2021,711.9,2.9,13.2,747.8
1/2/2020 21:00,2020,1/2/2021,696.7,175.2,10,749.2
1/2/2020 22:00,2020,1/2/2021,689.7,333.2,35.7,786.5
1/2/2020 23:00,2020,1/2/2021,666.6,343,51.7,789.9
1/3/2020 0:00,2020,1/3/2021,658.3,429,26.7,779.2
1/3/2020 1:00,2020,1/3/2021,688.5,563.7,82.8,788.5
1/3/2020 2:00,2020,1/3/2021,686.9,781.3,98.4,781.2
1/3/2020 3:00,2020,1/3/2021,675.8,802.1,132.4,761.7
1/3/2020 4:00,2020,1/3/2021,680.5,696.5,80,768.4
1/3/2020 5:00,2020,1/3/2021,677.8,658.7,108.9,754.6
1/3/2020 6:00,2020,1/3/2021,666.2,776.2,107.8,721.8
1/3/2020 7:00,2020,1/3/2021,694.4,790.7,106.7,671.1
1/3/2020 8:00,2020,1/3/2021,690.1,721.2,116.3,563.3
1/3/2020 9:00,2020,1/3/2021,690.3,639.7,83,551
1/3/2020 10:00,2020,1/3/2021,647.2,567.8,65,619.9
1/3/2020 11:00,2020,1/3/2021,698.7,567.8,114.7,680.2
1/3/2020 12:00,2020,1/3/2021,523.4,598.4,58.8,568.7
1/3/2020 13:00,2020,1/3/2021,500.1,688.7,86.1,575.8
1/3/2020 14:00,2020,1/3/2021,481.8,585.5,82.9,535.6
1/3/2020 15:00,2020,1/3/2021,491.6,524.2,72.8,465
1/3/2020 16:00,2020,1/3/2021,177.5,537.6,73.1,526.7
1/3/2020 17:00,2020,1/3/2021,10.9,329.9,79,87.5
1/3/2020 18:00,2020,1/3/2021,30.1,286.6,96.5,123.8
1/3/2020 19:00,2020,1/3/2021,96.9,294.6,92.5,264.8
1/3/2020 20:00,2020,1/3/2021,389.5,303.2,118.7,400.4
1/3/2020 21:00,2020,1/3/2021,404.6,330.4,113.8,513.5
1/3/2020 22:00,2020,1/3/2021,354.7,315.2,120.2,497.4
1/3/2020 23:00,2020,1/3/2021,414.1,357,79.7,219.7
1/4/2020 0:00,2020,1/4/2021,198.8,195.5,28.5,52.6
1/4/2020 1:00,2020,1/4/2021,77.5,94.5,30.6,63.5
1/4/2020 2:00,2020,1/4/2021,33.4,32.5,23.6,60.1
1/4/2020 3:00,2020,1/4/2021,28.5,53.4,46.9,73.7
1/4/2020 4:00,2020,1/4/2021,60,154.6,41.4,54.9
1/4/2020 5:00,2020,1/4/2021,85.3,108.3,23.1,72.7
1/4/2020 6:00,2020,1/4/2021,82.2,31.1,18.8,55.9
1/4/2020 7:00,2020,1/4/2021,70.8,99.3,20.6,26.4
1/4/2020 8:00,2020,1/4/2021,86.4,90.9,2.6,15.2
1/4/2020 9:00,2020,1/4/2021,101.7,12.9,0,45.4
1/4/2020 10:00,2020,1/4/2021,48.2,0,0,108.7
1/4/2020 11:00,2020,1/4/2021,121.2,8.9,0,169.5
1/4/2020 12:00,2020,1/4/2021,243.6,131.2,4.9,155.7
1/4/2020 13:00,2020,1/4/2021,255.6,344.6,60.3,159.5
1/4/2020 14:00,2020,1/4/2021,452.7,496.6,65,358.7
1/4/2020 15:00,2020,1/4/2021,441.7,386,76.6,304.8
1/4/2020 16:00,2020,1/4/2021,403.3,161.5,37.9,154.4
1/4/2020 17:00,2020,1/4/2021,88.9,327.2,37.8,554.6
1/4/2020 18:00,2020,1/4/2021,557.4,395.6,105.5,409.6
1/4/2020 19:00,2020,1/4/2021,591.2,602.7,137.3,614.2
1/4/2020 20:00,2020,1/4/2021,574.5,822.5,142.9,740.1
1/4/2020 21:00,2020,1/4/2021,706.1,835.8,147,774.4
1/4/2020 22:00,2020,1/4/2021,713.5,833.3,147,796.3
1/4/2020 23:00,2020,1/4/2021,577.2,839.2,147.4,799.1
1/5/2020 0:00,2020,1/5/2021,587.3,836.4,146.8,799.1
1/5/2020 1:00,2020,1/5/2021,627.5,839.9,147,798.4
1/5/2020 2:00,2020,1/5/2021,602.4,838.8,147.6,799
1/5/2020 3:00,2020,1/5/2021,613.1,840.7,146.6,799.1
1/5/2020 4:00,2020,1/5/2021,599.4,839.7,147.5,797.2
1/5/2020 5:00,2020,1/5/2021,630.4,834.2,147.2,768.4
1/5/2020 6:00,2020,1/5/2021,696.8,828.3,147.1,729.5
1/5/2020 7:00,2020,1/5/2021,670.3,807.5,146.6,703.7
1/5/2020 8:00,2020,1/5/2021,663.9,761.8,145.5,632.8
1/5/2020 9:00,2020,1/5/2021,703.3,715.8,146.2,755
1/5/2020 10:00,2020,1/5/2021,648.4,554.4,140.3,762
1/5/2020 11:00,2020,1/5/2021,628.7,262,101.9,628.3
1/5/2020 12:00,2020,1/5/2021,590.8,313,78.4,561.4
1/5/2020 13:00,2020,1/5/2021,507.3,299.3,70.4,443
1/5/2020 14:00,2020,1/5/2021,581.4,291.4,51.1,479.6
1/5/2020 15:00,2020,1/5/2021,433.4,352.1,53.6,357.2
1/5/2020 16:00,2020,1/5/2021,279.9,348.1,44.2,249.7
1/5/2020 17:00,2020,1/5/2021,0,162,83.6,95.7
1/5/2020 18:00,2020,1/5/2021,3.9,142.6,77.5,136.5
1/5/2020 19:00,2020,1/5/2021,26.2,264.3,66.9,141.3
1/5/2020 20:00,2020,1/5/2021,419.8,172.8,20.7,176
1/5/2020 21:00,2020,1/5/2021,563.4,122.2,14.5,174.1
1/5/2020 22:00,2020,1/5/2021,539.6,162.6,39,362
1/5/2020 23:00,2020,1/5/2021,658.3,286.8,86.6,477.9
1/6/2020 0:00,2020,1/5/2021,650.2,543.1,104,638.4
1/6/2020 1:00,2020,1/6/2021,650.9,635.4,117.3,570.2
1/6/2020 2:00,2020,1/6/2021,667.2,609.1,130,601.8
1/6/2020 3:00,2020,1/6/2021,661.2,723.3,135.1,721.6
1/6/2020 4:00,2020,1/6/2021,651,707.6,123.1,747.2
1/6/2020 5:00,2020,1/6/2021,649.7,765.6,104.4,745
1/6/2020 6:00,2020,1/6/2021,639.2,791.6,96.5,684.6
1/6/2020 7:00,2020,1/6/2021,645.6,804.7,94.5,705.5
1/6/2020 8:00,2020,1/6/2021,672.2,810.8,100.3,769.8
1/6/2020 9:00,2020,1/6/2021,695.1,809.8,132.4,790.9
1/6/2020 10:00,2020,1/6/2021,705.7,716.4,145.3,793.5
1/6/2020 11:00,2020,1/6/2021,704.1,669.9,143.2,784.3
1/6/2020 12:00,2020,1/6/2021,697.1,599.5,136,769.6
1/6/2020 13:00,2020,1/6/2021,688.3,498.4,123.1,761.4
1/6/2020 14:00,2020,1/6/2021,670.5,464.2,130.7,759.6
1/6/2020 15:00,2020,1/6/2021,664.4,521.7,143.2,723.5
1/6/2020 16:00,2020,1/6/2021,664.1,615.4,130.1,686.8
1/6/2020 17:00,2020,1/6/2021,657.7,558.6,137.2,689.3
1/6/2020 18:00,2020,1/6/2021,656.2,547.1,128,686.4
1/6/2020 19:00,2020,1/6/2021,661,518,137.8,670.4
1/6/2020 20:00,2020,1/6/2021,667.9,558.5,134.8,660.5
1/6/2020 21:00,2020,1/6/2021,678.7,582,145,740.1
1/6/2020 22:00,2020,1/6/2021,700.3,481,147.6,789.7
1/6/2020 23:00,2020,1/6/2021,712.2,462.1,148.1,799.1
1/7/2020 0:00,2020,1/6/2021,713.5,619,148,799.1
1/7/2020 1:00,2020,1/7/2021,711.7,782.8,147.7,789.9
1/7/2020 2:00,2020,1/7/2021,711.4,829.1,147,796
1/7/2020 3:00,2020,1/7/2021,709.2,833.8,146.9,796.9
1/7/2020 4:00,2020,1/7/2021,707.3,836.6,146.4,796.4
1/7/2020 5:00,2020,1/7/2021,701.9,836.6,145.5,796.7
1/7/2020 6:00,2020,1/7/2021,710.8,838.8,147.1,796.2
1/7/2020 7:00,2020,1/7/2021,704.6,837.8,147.2,795.7
1/7/2020 8:00,2020,1/7/2021,701.4,838.7,148,793.6
1/7/2020 9:00,2020,1/7/2021,703.9,823.2,147.6,793.9
1/7/2020 10:00,2020,1/7/2021,709.4,768.5,138.5,794.2
1/7/2020 11:00,2020,1/7/2021,709.1,756.4,142.4,781.9
1/7/2020 12:00,2020,1/7/2021,705.9,757.6,146.8,775.1
1/7/2020 13:00,2020,1/7/2021,704.4,746.4,146.2,783.2
1/7/2020 14:00,2020,1/7/2021,709,776.5,144.1,788.8
1/7/2020 15:00,2020,1/7/2021,709.4,798.8,146.2,787
1/7/2020 16:00,2020,1/7/2021,713.2,794.9,146.6,787.3
1/7/2020 17:00,2020,1/7/2021,713.5,758.1,140.9,798.3
1/7/2020 18:00,2020,1/7/2021,713.5,831.3,147.2,798.7
1/7/2020 19:00,2020,1/7/2021,713.5,836.3,145.7,796.4
1/7/2020 20:00,2020,1/7/2021,713.3,836.9,146.1,795.9
1/7/2020 21:00,2020,1/7/2021,709.3,837.2,137.1,746.7
1/7/2020 22:00,2020,1/7/2021,713.2,822.3,142.1,797.9
1/7/2020 23:00,2020,1/7/2021,711.5,708,145.3,767
1/8/2020 0:00,2020,1/7/2021,614.3,620.4,133.1,543.5
1/8/2020 1:00,2020,1/8/2021,696,612,99.3,771.7
1/8/2020 2:00,2020,1/8/2021,698,636,69.1,788.3
1/8/2020 3:00,2020,1/8/2021,529.4,685.9,93.1,577
1/8/2020 4:00,2020,1/8/2021,274.9,520.7,100.6,326.6
1/8/2020 5:00,2020,1/8/2021,68.4,665.7,107.2,363.1
1/8/2020 6:00,2020,1/8/2021,69,837.6,141,312.8
1/8/2020 7:00,2020,1/8/2021,442.8,843.1,148,397.7
1/8/2020 8:00,2020,1/8/2021,649.8,847,148.2,662.9
1/8/2020 9:00,2020,1/8/2021,622.5,847,148.3,786.7
1/8/2020 10:00,2020,1/8/2021,655.8,838.1,148.3,798.9
1/8/2020 11:00,2020,1/8/2021,713.5,838.4,145.1,788.1
1/8/2020 12:00,2020,1/8/2021,713.5,845.4,145.7,789.4
1/8/2020 13:00,2020,1/8/2021,713.5,843.6,146,798.5
1/8/2020 14:00,2020,1/8/2021,713.5,839.2,147.1,799
1/8/2020 15:00,2020,1/8/2021,709.2,837.9,146.5,796
1/8/2020 16:00,2020,1/8/2021,711,835.3,147,788.6
1/8/2020 17:00,2020,1/8/2021,713.5,843.4,147.8,797.5
1/8/2020 18:00,2020,1/8/2021,705.3,841.2,147.7,797.8
1/8/2020 19:00,2020,1/8/2021,704.2,788.8,147.2,798.9
1/8/2020 20:00,2020,1/8/2021,708.1,776.4,145.2,798.1
1/8/2020 21:00,2020,1/8/2021,710.1,778.4,145.4,799.1
1/8/2020 22:00,2020,1/8/2021,707.2,729,146.8,794.9
1/8/2020 23:00,2020,1/8/2021,712.5,723.7,147,791.6
1/9/2020 0:00,2020,1/8/2021,712.9,733.9,146.8,793.8
1/9/2020 1:00,2020,1/9/2021,713.5,674.5,146.2,790.7
1/9/2020 2:00,2020,1/9/2021,713.5,748.8,147.8,789.2
1/9/2020 3:00,2020,1/9/2021,713.5,744.7,147.6,789.3
1/9/2020 4:00,2020,1/9/2021,713.5,684.8,147.3,787.3
1/9/2020 5:00,2020,1/9/2021,712.1,607.4,147,785.7
1/9/2020 6:00,2020,1/9/2021,701.4,509.9,147.2,784.9
1/9/2020 7:00,2020,1/9/2021,668,433.2,147.4,777.9
1/9/2020 8:00,2020,1/9/2021,597.3,388.8,146.5,743
1/9/2020 9:00,2020,1/9/2021,567.3,376.7,144.6,696
1/9/2020 10:00,2020,1/9/2021,286.8,298.2,126.8,508.4
1/9/2020 11:00,2020,1/9/2021,84.1,278.4,81.3,293.4
1/9/2020 12:00,2020,1/9/2021,129.1,182.2,44.3,134
1/9/2020 13:00,2020,1/9/2021,146.4,176.3,27.4,42.4
1/9/2020 14:00,2020,1/9/2021,85.6,106,10.8,28.2
1/9/2020 15:00,2020,1/9/2021,118.7,79.8,5.2,131
1/9/2020 16:00,2020,1/9/2021,128.9,76.2,9.2,138.3
1/9/2020 17:00,2020,1/9/2021,121.6,0,14.1,328.1
1/9/2020 18:00,2020,1/9/2021,531.6,2.9,30.3,685.7
1/9/2020 19:00,2020,1/9/2021,669,66.8,63.6,669.7
1/9/2020 20:00,2020,1/9/2021,665,212.6,82.9,633.3
1/9/2020 21:00,2020,1/9/2021,654.8,339.3,117.2,634.7
1/9/2020 22:00,2020,1/9/2021,653.5,253.2,112.7,676
1/9/2020 23:00,2020,1/9/2021,652.4,378.8,122.2,667.6
1/10/2020 0:00,2020,1/9/2021,658.5,597,112.5,635.2
1/10/2020 1:00,2020,1/10/2021,657,637.9,87,636.8
1/10/2020 2:00,2020,1/10/2021,657.3,505.8,101.8,685.3
1/10/2020 3:00,2020,1/10/2021,664.1,336.4,101.7,686.5
1/10/2020 4:00,2020,1/10/2021,659.3,301.1,79.5,705.4
1/10/2020 5:00,2020,1/10/2021,664.9,351.6,46.3,741
1/10/2020 6:00,2020,1/10/2021,682.1,494.8,28.5,772.5
1/10/2020 7:00,2020,1/10/2021,702.1,513.4,52.1,757.8
1/10/2020 8:00,2020,1/10/2021,695.4,587.7,87.9,724.6
1/10/2020 9:00,2020,1/10/2021,688,659.3,92,724
1/10/2020 10:00,2020,1/10/2021,688.8,595.2,86.3,716.5
1/10/2020 11:00,2020,1/10/2021,691.9,535.4,75.2,659.6
1/10/2020 12:00,2020,1/10/2021,694.8,424.7,75.7,615.4
1/10/2020 13:00,2020,1/10/2021,686.7,278.1,90.4,594.4
1/10/2020 14:00,2020,1/10/2021,682.4,204.5,110.7,557
1/10/2020 15:00,2020,1/10/2021,684.8,120.8,93.5,592.3
1/10/2020 16:00,2020,1/10/2021,704.6,0,77.5,737.2
1/10/2020 17:00,2020,1/10/2021,712.4,0,0,799.1
1/10/2020 18:00,2020,1/10/2021,711.8,152.5,0,783
1/10/2020 19:00,2020,1/10/2021,712.1,395.5,12.5,626.7
1/10/2020 20:00,2020,1/10/2021,712.4,377.2,52.5,390.4
1/10/2020 21:00,2020,1/10/2021,647.7,311.6,35,335.6
1/10/2020 22:00,2020,1/10/2021,658.4,329.1,55.3,752.4
1/10/2020 23:00,2020,1/10/2021,690.8,332.9,58.4,688.7
1/11/2020 0:00,2020,1/10/2021,679.7,210.2,29.5,626.9
1/11/2020 1:00,2020,1/11/2021,688.7,171.7,19,518.7
1/11/2020 2:00,2020,1/11/2021,693,176.2,15.7,544.6
1/11/2020 3:00,2020,1/11/2021,687.7,278.1,41.5,598.4
1/11/2020 4:00,2020,1/11/2021,683.7,183.9,42.4,486.5
1/11/2020 5:00,2020,1/11/2021,582.8,213,31.8,348.6
1/11/2020 6:00,2020,1/11/2021,259.3,172.1,14,337.3
1/11/2020 7:00,2020,1/11/2021,38.4,53.8,8.7,178.9
1/11/2020 8:00,2020,1/11/2021,45.2,37.2,6.7,113.6
1/11/2020 9:00,2020,1/11/2021,52.6,13.4,3.3,120
1/11/2020 10:00,2020,1/11/2021,44.9,0,0,143.5
1/11/2020 11:00,2020,1/11/2021,18.6,136.1,13.8,152.4
1/11/2020 12:00,2020,1/11/2021,68,337.3,47.8,152
1/11/2020 13:00,2020,1/11/2021,153.8,361.4,70.4,147.7
1/11/2020 14:00,2020,1/11/2021,137.3,293.8,105.6,154
1/11/2020 15:00,2020,1/11/2021,135.5,218.4,111.2,201.5
1/11/2020 16:00,2020,1/11/2021,235.3,200.8,133.1,266.1
1/11/2020 17:00,2020,1/11/2021,360.5,219.6,102,240.9
1/11/2020 18:00,2020,1/11/2021,534.8,265.4,37.7,333.4
1/11/2020 19:00,2020,1/11/2021,510.5,357.3,25.5,380.6
1/11/2020 20:00,2020,1/11/2021,631.4,553.7,14.6,451.7
1/11/2020 21:00,2020,1/11/2021,575.5,613.5,55.3,343.6
1/11/2020 22:00,2020,1/11/2021,590.1,669,34.7,653.8
1/11/2020 23:00,2020,1/11/2021,648.2,614.4,50.3,572
1/12/2020 0:00,2020,1/11/2021,661.3,664.3,71.6,632.4
1/12/2020 1:00,2020,1/12/2021,694.6,520,63.8,644.7
1/12/2020 2:00,2020,1/12/2021,687.7,720.6,73.8,699.1
1/12/2020 3:00,2020,1/12/2021,710.4,690.6,81.2,773.4
1/12/2020 4:00,2020,1/12/2021,710.2,629.2,74.2,737.6
1/12/2020 5:00,2020,1/12/2021,709.7,575.5,78.9,742.3
1/12/2020 6:00,2020,1/12/2021,678.1,576.3,72.4,724.9
1/12/2020 7:00,2020,1/12/2021,674.6,482.5,72.5,738.4
1/12/2020 8:00,2020,1/12/2021,659.5,452.5,67.4,728.4
1/12/2020 9:00,2020,1/12/2021,653.3,455.8,70.4,740.8
1/12/2020 10:00,2020,1/12/2021,616.9,348.6,71.3,693.2
1/12/2020 11:00,2020,1/12/2021,574.3,230.3,52.8,690.5
1/12/2020 12:00,2020,1/12/2021,578.9,182.8,43.3,655.1
1/12/2020 13:00,2020,1/12/2021,587.5,129.5,43.5,626.1
1/12/2020 14:00,2020,1/12/2021,574,156.1,43,600.1
1/12/2020 15:00,2020,1/12/2021,563.5,207.7,42.1,571.1
1/12/2020 16:00,2020,1/12/2021,581.3,234.4,29.9,585.2
1/12/2020 17:00,2020,1/12/2021,602.7,197.4,60.3,570.3
1/12/2020 18:00,2020,1/12/2021,542.1,368.6,73.3,602.1
1/12/2020 19:00,2020,1/12/2021,545.2,628.8,61.6,496.3
1/12/2020 20:00,2020,1/12/2021,494.4,596.3,35,478.2
1/12/2020 21:00,2020,1/12/2021,442.3,574.9,30.6,523.8
1/12/2020 22:00,2020,1/12/2021,421.4,537.6,55.8,529.8
1/12/2020 23:00,2020,1/12/2021,418.7,387.7,68.8,528.3
1/13/2020 0:00,2020,1/12/2021,450.2,447.7,81,476.7
1/13/2020 1:00,2020,1/13/2021,431.4,649.9,109.5,459.1
1/13/2020 2:00,2020,1/13/2021,444.1,472.4,128.9,506.7
1/13/2020 3:00,2020,1/13/2021,531.2,433.2,141.9,647.2
1/13/2020 4:00,2020,1/13/2021,443.9,452.1,113.5,596.1
1/13/2020 5:00,2020,1/13/2021,341.3,489.4,140.9,493
1/13/2020 6:00,2020,1/13/2021,308.9,269.9,87.7,415
1/13/2020 7:00,2020,1/13/2021,306.1,179.9,86.7,355.3
1/13/2020 8:00,2020,1/13/2021,321.6,96.8,33.6,237
1/13/2020 9:00,2020,1/13/2021,156.4,149.1,25.4,218.6
1/13/2020 10:00,2020,1/13/2021,177.9,237.5,45.3,138.5
1/13/2020 11:00,2020,1/13/2021,129.7,286,6.4,72
1/13/2020 12:00,2020,1/13/2021,236.2,160.8,15.5,75.7
1/13/2020 13:00,2020,1/13/2021,206,157.7,28.9,78.1
1/13/2020 14:00,2020,1/13/2021,346.7,205.4,89.2,94.1
1/13/2020 15:00,2020,1/13/2021,505.2,222.9,73.5,186.2
1/13/2020 16:00,2020,1/13/2021,505.8,477,104.9,335.4
1/13/2020 17:00,2020,1/13/2021,669.1,629.6,145.2,643.6
1/13/2020 18:00,2020,1/13/2021,648.7,692.3,140.8,743.7
1/13/2020 19:00,2020,1/13/2021,647.2,778.1,50,485.8
1/13/2020 20:00,2020,1/13/2021,672.7,752.6,54,711.2
1/13/2020 21:00,2020,1/13/2021,663.3,808.9,81.4,702.7
1/13/2020 22:00,2020,1/13/2021,650,772.3,34.7,676.5
1/13/2020 23:00,2020,1/13/2021,666.9,776.6,64.4,784.7
1/14/2020 0:00,2020,1/13/2021,691.7,596.5,115.8,778.2
1/14/2020 1:00,2020,1/14/2021,690.7,681.6,129.2,768.1
1/14/2020 2:00,2020,1/14/2021,695.1,766.2,147.9,788.1
1/14/2020 3:00,2020,1/14/2021,701.5,834.2,146.5,796.5
1/14/2020 4:00,2020,1/14/2021,696,842.1,147.8,795.7
1/14/2020 5:00,2020,1/14/2021,706.5,790.5,147.9,791.5
1/14/2020 6:00,2020,1/14/2021,706.7,540.2,147.1,790.9
1/14/2020 7:00,2020,1/14/2021,704.8,548.8,145.6,793.1
1/14/2020 8:00,2020,1/14/2021,711.1,724.8,145.8,793.7
1/14/2020 9:00,2020,1/14/2021,711,759.4,144.1,791.6
1/14/2020 10:00,2020,1/14/2021,711.1,792.8,136.4,790
1/14/2020 11:00,2020,1/14/2021,713.5,689.1,135.6,787.9
1/14/2020 12:00,2020,1/14/2021,713.3,604.5,132.7,771.4
1/14/2020 13:00,2020,1/14/2021,670.1,587.1,124,734
1/14/2020 14:00,2020,1/14/2021,599.4,400,124.5,733
1/14/2020 15:00,2020,1/14/2021,616,377.3,117.5,706.3
1/14/2020 16:00,2020,1/14/2021,518.1,333.3,72.1,722.6
1/14/2020 17:00,2020,1/14/2021,453.4,9.2,13.1,0
1/14/2020 18:00,2020,1/14/2021,435.1,32,115.9,0
1/14/2020 19:00,2020,1/14/2021,399.3,82.6,134.9,0
1/14/2020 20:00,2020,1/14/2021,468.8,194,141.7,32.4
1/14/2020 21:00,2020,1/14/2021,292.1,151.6,63.8,267.4
1/14/2020 22:00,2020,1/14/2021,258.1,357.1,73.5,391.8
1/14/2020 23:00,2020,1/14/2021,312.8,407.9,90.1,289.9
1/15/2020 0:00,2020,1/14/2021,467.1,503.5,106.5,392.2
1/15/2020 1:00,2020,1/15/2021,440.5,471.7,67.1,374.4
1/15/2020 2:00,2020,1/15/2021,643.3,519.4,52.1,553.8
1/15/2020 3:00,2020,1/15/2021,621.7,316,73.2,593.6
1/15/2020 4:00,2020,1/15/2021,459.1,202.3,32.6,451
1/15/2020 5:00,2020,1/15/2021,198.6,14.4,23.6,496.9
1/15/2020 6:00,2020,1/15/2021,353.8,153.5,32.7,555.4
1/15/2020 7:00,2020,1/15/2021,382.4,242.6,75.3,474.7
1/15/2020 8:00,2020,1/15/2021,416.5,358.4,79.2,451.3
1/15/2020 9:00,2020,1/15/2021,353.6,319.9,84.2,431.5
1/15/2020 10:00,2020,1/15/2021,309.8,312,89.6,280.9
1/15/2020 11:00,2020,1/15/2021,215.9,352.9,41,254.2
1/15/2020 12:00,2020,1/15/2021,131.2,282.8,40.3,281.4
1/15/2020 13:00,2020,1/15/2021,151.8,247.1,24.6,313.2
1/15/2020 14:00,2020,1/15/2021,88.5,266.4,43.8,252.6
1/15/2020 15:00,2020,1/15/2021,65.3,280.2,32.1,201.9
1/15/2020 16:00,2020,1/15/2021,84.9,154.5,19,179.2
1/15/2020 17:00,2020,1/15/2021,0,0,0,20.6
1/15/2020 18:00,2020,1/15/2021,0,0,0,0
1/15/2020 19:00,2020,1/15/2021,0,0,0,4.6
1/15/2020 20:00,2020,1/15/2021,0,0,0,0
1/15/2020 21:00,2020,1/15/2021,0,7.9,34.2,0
1/15/2020 22:00,2020,1/15/2021,0,0,0,13.2
1/15/2020 23:00,2020,1/15/2021,9.7,0,0,65.6
1/16/2020 0:00,2020,1/15/2021,4.2,0,0,38.2
1/16/2020 1:00,2020,1/16/2021,4.5,0,24.1,49.8
1/16/2020 2:00,2020,1/16/2021,66.7,0.7,63.4,160.6
1/16/2020 3:00,2020,1/16/2021,192.1,232.3,55.8,224.7
1/16/2020 4:00,2020,1/16/2021,214,278.6,50,225.2
1/16/2020 5:00,2020,1/16/2021,266.8,83.5,66.5,368.9
1/16/2020 6:00,2020,1/16/2021,324.9,7.9,40.5,519.2
1/16/2020 7:00,2020,1/16/2021,422.5,2.5,25.6,559.8
1/16/2020 8:00,2020,1/16/2021,554.2,23.9,40.2,600.7
1/16/2020 9:00,2020,1/16/2021,598.1,29.9,48.5,527.3
1/16/2020 10:00,2020,1/16/2021,400.9,62.9,94,500.2
1/16/2020 11:00,2020,1/16/2021,328.6,18.6,88.9,433
1/16/2020 12:00,2020,1/16/2021,276.6,59.2,82.4,391.1
1/16/2020 13:00,2020,1/16/2021,329.3,110.9,85.3,305.8
1/16/2020 14:00,2020,1/16/2021,210.4,288.5,56.6,309.9
1/16/2020 15:00,2020,1/16/2021,220.1,296.7,48.2,408.3
1/16/2020 16:00,2020,1/16/2021,225.4,370.8,77.8,430.7
1/16/2020 17:00,2020,1/16/2021,258.6,438.9,120.8,470.2
1/16/2020 18:00,2020,1/16/2021,467.2,582.2,143.4,505.5
1/16/2020 19:00,2020,1/16/2021,558.2,644.5,144.1,669
1/16/2020 20:00,2020,1/16/2021,553.6,765.3,141.3,649.9
1/16/2020 21:00,2020,1/16/2021,444.9,785.4,136.6,691
1/16/2020 22:00,2020,1/16/2021,603.2,806,144.8,729.5
1/16/2020 23:00,2020,1/16/2021,676.8,746,143.5,757.9
1/17/2020 0:00,2020,1/16/2021,666.2,781.3,140.7,774.8
1/17/2020 1:00,2020,1/17/2021,675.9,829.8,145.8,759.2
1/17/2020 2:00,2020,1/17/2021,616.3,793.3,138.2,785.4
